param_id,mean_rsquared,mean_rmse,ub_rsquared,lb_rsquared,ub_rmse,lb_rmse
90,NA,NA,NA,NA,NA,NA
140,NA,NA,NA,NA,NA,NA
144,NA,NA,NA,NA,NA,NA
146,NA,NA,NA,NA,NA,NA
148,NA,NA,NA,NA,NA,NA
156,NA,NA,NA,NA,NA,NA
