param_info,stimuli_sequence,trial_number,test_type,fam_duration,mean_sample
v_3_ap_1_bp_0.100000001490116_weig_1e-04_sd_epsilon_1,BBBBBBD,7,nov,6,25.46
v_3_ap_1_bp_0.100000001490116_weig_1e-04_sd_epsilon_1,BBBBBD,6,nov,5,25.0675
v_3_ap_1_bp_0.100000001490116_weig_1e-04_sd_epsilon_1,BBBBD,5,nov,4,22.0925
v_3_ap_1_bp_0.100000001490116_weig_1e-04_sd_epsilon_1,BBBD,4,nov,3,27.5975
v_3_ap_1_bp_0.100000001490116_weig_1e-04_sd_epsilon_1,BBD,3,nov,2,27.5525
v_3_ap_1_bp_0.100000001490116_weig_1e-04_sd_epsilon_1,BD,2,nov,1,26.16
v_3_ap_1_bp_0.100000001490116_weig_1e-05_sd_epsilon_0.100000001490116,B,1,fam,0,40.135
v_3_ap_1_bp_0.100000001490116_weig_1e-05_sd_epsilon_0.100000001490116,BB,2,fam,1,36.78
v_3_ap_1_bp_0.100000001490116_weig_1e-05_sd_epsilon_0.100000001490116,BBB,3,fam,2,33.5225
v_3_ap_1_bp_0.100000001490116_weig_1e-05_sd_epsilon_0.100000001490116,BBBB,4,fam,3,29.475
v_3_ap_1_bp_0.100000001490116_weig_1e-05_sd_epsilon_0.100000001490116,BBBBB,5,fam,4,25.2025
v_3_ap_1_bp_0.100000001490116_weig_1e-05_sd_epsilon_0.100000001490116,BBBBBB,6,fam,5,22.6225
v_3_ap_1_bp_0.100000001490116_weig_1e-05_sd_epsilon_0.100000001490116,BBBBBBB,7,fam,6,20.94
v_3_ap_1_bp_0.100000001490116_weig_1e-05_sd_epsilon_0.100000001490116,BBBBBBBB,8,fam,7,18.6925
v_3_ap_1_bp_0.100000001490116_weig_1e-05_sd_epsilon_0.100000001490116,BBBBBBBBB,9,fam,8,18.025
v_3_ap_1_bp_0.100000001490116_weig_1e-05_sd_epsilon_0.100000001490116,BBBBBBBBBB,10,fam,9,14.386842105263158
v_3_ap_1_bp_0.100000001490116_weig_1e-05_sd_epsilon_0.100000001490116,BBBBBBBBBD,10,nov,9,44.5325
v_3_ap_1_bp_0.100000001490116_weig_1e-05_sd_epsilon_0.100000001490116,BBBBBBBBD,9,nov,8,38.0575
v_3_ap_1_bp_0.100000001490116_weig_1e-05_sd_epsilon_0.100000001490116,BBBBBBBD,8,nov,7,50.52
v_3_ap_1_bp_0.100000001490116_weig_1e-05_sd_epsilon_0.100000001490116,BBBBBBD,7,nov,6,44.195
v_3_ap_1_bp_0.100000001490116_weig_1e-05_sd_epsilon_0.100000001490116,BBBBBD,6,nov,5,48.85
v_3_ap_1_bp_0.100000001490116_weig_1e-05_sd_epsilon_0.100000001490116,BBBBD,5,nov,4,48.5075
v_3_ap_1_bp_0.100000001490116_weig_1e-05_sd_epsilon_0.100000001490116,BBBD,4,nov,3,47.1475
v_3_ap_1_bp_0.100000001490116_weig_1e-05_sd_epsilon_0.100000001490116,BBD,3,nov,2,45.255
v_3_ap_1_bp_0.100000001490116_weig_1e-05_sd_epsilon_0.100000001490116,BD,2,nov,1,47.735
v_3_ap_1_bp_0.100000001490116_weig_1e-05_sd_epsilon_0.5,B,1,fam,0,41.5325
v_3_ap_1_bp_0.100000001490116_weig_1e-05_sd_epsilon_0.5,BB,2,fam,1,36.805
v_3_ap_1_bp_0.100000001490116_weig_1e-05_sd_epsilon_0.5,BBB,3,fam,2,30.3075
v_3_ap_1_bp_0.100000001490116_weig_1e-05_sd_epsilon_0.5,BBBB,4,fam,3,29.6575
v_3_ap_1_bp_0.100000001490116_weig_1e-05_sd_epsilon_0.5,BBBBB,5,fam,4,26.23
v_3_ap_1_bp_0.100000001490116_weig_1e-05_sd_epsilon_0.5,BBBBBB,6,fam,5,24.2
v_3_ap_1_bp_0.100000001490116_weig_1e-05_sd_epsilon_0.5,BBBBBBB,7,fam,6,19.2225
v_3_ap_1_bp_0.100000001490116_weig_1e-05_sd_epsilon_0.5,BBBBBBBB,8,fam,7,18.2075
v_3_ap_1_bp_0.100000001490116_weig_1e-05_sd_epsilon_0.5,BBBBBBBBB,9,fam,8,17.245
v_3_ap_1_bp_0.100000001490116_weig_1e-05_sd_epsilon_0.5,BBBBBBBBBB,10,fam,9,16.03
v_3_ap_1_bp_0.100000001490116_weig_1e-05_sd_epsilon_0.5,BBBBBBBBBD,10,nov,9,49.1
v_3_ap_1_bp_0.100000001490116_weig_1e-05_sd_epsilon_0.5,BBBBBBBBD,9,nov,8,50.98
v_3_ap_1_bp_0.100000001490116_weig_1e-05_sd_epsilon_0.5,BBBBBBBD,8,nov,7,55.2475
v_3_ap_1_bp_0.100000001490116_weig_1e-05_sd_epsilon_0.5,BBBBBBD,7,nov,6,44.62
v_3_ap_1_bp_0.100000001490116_weig_1e-05_sd_epsilon_0.5,BBBBBD,6,nov,5,52.4125
v_3_ap_1_bp_0.100000001490116_weig_1e-05_sd_epsilon_0.5,BBBBD,5,nov,4,54.345
v_3_ap_1_bp_0.100000001490116_weig_1e-05_sd_epsilon_0.5,BBBD,4,nov,3,52.4275
v_3_ap_1_bp_0.100000001490116_weig_1e-05_sd_epsilon_0.5,BBD,3,nov,2,50.8875
v_3_ap_1_bp_0.100000001490116_weig_1e-05_sd_epsilon_0.5,BD,2,nov,1,47.9425
v_3_ap_1_bp_0.100000001490116_weig_1e-05_sd_epsilon_1,B,1,fam,0,41.98
v_3_ap_1_bp_0.100000001490116_weig_1e-05_sd_epsilon_1,BB,2,fam,1,36.9475
v_3_ap_1_bp_0.100000001490116_weig_1e-05_sd_epsilon_1,BBB,3,fam,2,35.2025
v_3_ap_1_bp_0.100000001490116_weig_1e-05_sd_epsilon_1,BBBB,4,fam,3,30.6325
v_3_ap_1_bp_0.100000001490116_weig_1e-05_sd_epsilon_1,BBBBB,5,fam,4,28.155
v_3_ap_1_bp_0.100000001490116_weig_1e-05_sd_epsilon_1,BBBBBB,6,fam,5,25.1175
v_3_ap_1_bp_0.100000001490116_weig_1e-05_sd_epsilon_1,BBBBBBB,7,fam,6,21.5575
v_3_ap_1_bp_0.100000001490116_weig_1e-05_sd_epsilon_1,BBBBBBBB,8,fam,7,20.55
v_3_ap_1_bp_0.100000001490116_weig_1e-05_sd_epsilon_1,BBBBBBBBB,9,fam,8,19.015
v_3_ap_1_bp_0.100000001490116_weig_1e-05_sd_epsilon_1,BBBBBBBBBB,10,fam,9,15.3375
v_3_ap_1_bp_0.100000001490116_weig_1e-05_sd_epsilon_1,BBBBBBBBBD,10,nov,9,55.545
v_3_ap_1_bp_0.100000001490116_weig_1e-05_sd_epsilon_1,BBBBBBBBD,9,nov,8,51.17
v_3_ap_1_bp_0.100000001490116_weig_1e-05_sd_epsilon_1,BBBBBBBD,8,nov,7,43.765
v_3_ap_1_bp_0.100000001490116_weig_1e-05_sd_epsilon_1,BBBBBBD,7,nov,6,54.63
v_3_ap_1_bp_0.100000001490116_weig_1e-05_sd_epsilon_1,BBBBBD,6,nov,5,54.8425
v_3_ap_1_bp_0.100000001490116_weig_1e-05_sd_epsilon_1,BBBBD,5,nov,4,59.015
v_3_ap_1_bp_0.100000001490116_weig_1e-05_sd_epsilon_1,BBBD,4,nov,3,52.9725
v_3_ap_1_bp_0.100000001490116_weig_1e-05_sd_epsilon_1,BBD,3,nov,2,49.2375
v_3_ap_1_bp_0.100000001490116_weig_1e-05_sd_epsilon_1,BD,2,nov,1,47.2875
v_3_ap_1_bp_1_weig_1e-04_sd_epsilon_0.100000001490116,B,1,fam,0,19.6525
v_3_ap_1_bp_1_weig_1e-04_sd_epsilon_0.100000001490116,BB,2,fam,1,15.6975
v_3_ap_1_bp_1_weig_1e-04_sd_epsilon_0.100000001490116,BBB,3,fam,2,12.455
v_3_ap_1_bp_1_weig_1e-04_sd_epsilon_0.100000001490116,BBBB,4,fam,3,10.610526315789473
v_3_ap_1_bp_1_weig_1e-04_sd_epsilon_0.100000001490116,BBBBB,5,fam,4,9.0225
v_3_ap_1_bp_1_weig_1e-04_sd_epsilon_0.100000001490116,BBBBBB,6,fam,5,7.6875
v_3_ap_1_bp_1_weig_1e-04_sd_epsilon_0.100000001490116,BBBBBBB,7,fam,6,6.5925
v_3_ap_1_bp_1_weig_1e-04_sd_epsilon_0.100000001490116,BBBBBBBB,8,fam,7,5.8575
v_3_ap_1_bp_1_weig_1e-04_sd_epsilon_0.100000001490116,BBBBBBBBB,9,fam,8,5.3
v_3_ap_1_bp_1_weig_1e-04_sd_epsilon_0.100000001490116,BBBBBBBBBB,10,fam,9,5.005
v_3_ap_1_bp_1_weig_1e-04_sd_epsilon_0.100000001490116,BBBBBBBBBD,10,nov,9,18.325
v_3_ap_1_bp_1_weig_1e-04_sd_epsilon_0.100000001490116,BBBBBBBBD,9,nov,8,20.6975
v_3_ap_1_bp_1_weig_1e-04_sd_epsilon_0.100000001490116,BBBBBBBD,8,nov,7,19.9025
v_3_ap_1_bp_1_weig_1e-04_sd_epsilon_0.100000001490116,BBBBBBD,7,nov,6,20.925
v_3_ap_1_bp_1_weig_1e-04_sd_epsilon_0.100000001490116,BBBBBD,6,nov,5,21.21
v_3_ap_1_bp_1_weig_1e-04_sd_epsilon_0.100000001490116,BBBBD,5,nov,4,23.1675
v_3_ap_1_bp_1_weig_1e-04_sd_epsilon_0.100000001490116,BBBD,4,nov,3,22.175
v_3_ap_1_bp_1_weig_1e-04_sd_epsilon_0.100000001490116,BBD,3,nov,2,19.98
v_3_ap_1_bp_1_weig_1e-04_sd_epsilon_0.100000001490116,BD,2,nov,1,22.71
v_3_ap_1_bp_1_weig_1e-04_sd_epsilon_0.5,B,1,fam,0,21.705
v_3_ap_1_bp_1_weig_1e-04_sd_epsilon_0.5,BB,2,fam,1,18.17
v_3_ap_1_bp_1_weig_1e-04_sd_epsilon_0.5,BBB,3,fam,2,14.7325
v_3_ap_1_bp_1_weig_1e-04_sd_epsilon_0.5,BBBB,4,fam,3,12.2875
v_3_ap_1_bp_1_weig_1e-04_sd_epsilon_0.5,BBBBB,5,fam,4,10.3225
v_3_ap_1_bp_1_weig_1e-04_sd_epsilon_0.5,BBBBBB,6,fam,5,8.7375
v_3_ap_1_bp_1_weig_1e-04_sd_epsilon_0.5,BBBBBBB,7,fam,6,7.38
v_3_ap_1_bp_1_weig_1e-04_sd_epsilon_0.5,BBBBBBBB,8,fam,7,6.8125
v_3_ap_1_bp_1_weig_1e-04_sd_epsilon_0.5,BBBBBBBBB,9,fam,8,6.2925
v_3_ap_1_bp_1_weig_1e-04_sd_epsilon_0.5,BBBBBBBBBB,10,fam,9,5.38
v_3_ap_1_bp_1_weig_1e-04_sd_epsilon_0.5,BBBBBBBBBD,10,nov,9,21.4875
v_3_ap_1_bp_1_weig_1e-04_sd_epsilon_0.5,BBBBBBBBD,9,nov,8,22.675
v_3_ap_1_bp_1_weig_1e-04_sd_epsilon_0.5,BBBBBBBD,8,nov,7,26.3075
v_3_ap_1_bp_1_weig_1e-04_sd_epsilon_0.5,BBBBBBD,7,nov,6,19.3125
v_3_ap_1_bp_1_weig_1e-04_sd_epsilon_0.5,BBBBBD,6,nov,5,22.945
v_3_ap_1_bp_1_weig_1e-04_sd_epsilon_0.5,BBBBD,5,nov,4,26.495
v_3_ap_1_bp_1_weig_1e-04_sd_epsilon_0.5,BBBD,4,nov,3,24.745
v_3_ap_1_bp_1_weig_1e-04_sd_epsilon_0.5,BBD,3,nov,2,26.595
v_3_ap_1_bp_1_weig_1e-04_sd_epsilon_0.5,BD,2,nov,1,26.4075
v_3_ap_1_bp_1_weig_1e-04_sd_epsilon_1,B,1,fam,0,22.84
v_3_ap_1_bp_1_weig_1e-04_sd_epsilon_1,BB,2,fam,1,18.79
v_3_ap_1_bp_1_weig_1e-04_sd_epsilon_1,BBB,3,fam,2,15.215
v_3_ap_1_bp_1_weig_1e-04_sd_epsilon_1,BBBB,4,fam,3,12.19
v_3_ap_1_bp_1_weig_1e-04_sd_epsilon_1,BBBBB,5,fam,4,10.0075
v_3_ap_1_bp_1_weig_1e-04_sd_epsilon_1,BBBBBB,6,fam,5,8.605
v_3_ap_1_bp_1_weig_1e-04_sd_epsilon_1,BBBBBBB,7,fam,6,7.995
v_3_ap_1_bp_1_weig_1e-04_sd_epsilon_1,BBBBBBBB,8,fam,7,6.9175
v_3_ap_1_bp_1_weig_1e-04_sd_epsilon_1,BBBBBBBBB,9,fam,8,6.615
v_3_ap_1_bp_1_weig_1e-04_sd_epsilon_1,BBBBBBBBBB,10,fam,9,5.9075
v_3_ap_1_bp_1_weig_1e-04_sd_epsilon_1,BBBBBBBBBD,10,nov,9,18.775
v_3_ap_1_bp_1_weig_1e-04_sd_epsilon_1,BBBBBBBBD,9,nov,8,23.7
v_3_ap_1_bp_1_weig_1e-04_sd_epsilon_1,BBBBBBBD,8,nov,7,24.14
v_3_ap_1_bp_1_weig_1e-04_sd_epsilon_1,BBBBBBD,7,nov,6,22.8775
v_3_ap_1_bp_1_weig_1e-04_sd_epsilon_1,BBBBBD,6,nov,5,28.2375
v_3_ap_1_bp_1_weig_1e-04_sd_epsilon_1,BBBBD,5,nov,4,27.915
v_3_ap_1_bp_1_weig_1e-04_sd_epsilon_1,BBBD,4,nov,3,24.7925
v_3_ap_1_bp_1_weig_1e-04_sd_epsilon_1,BBD,3,nov,2,27.4025
v_3_ap_1_bp_1_weig_1e-04_sd_epsilon_1,BD,2,nov,1,25.425
v_3_ap_1_bp_1_weig_1e-05_sd_epsilon_0.100000001490116,B,1,fam,0,38.81
v_3_ap_1_bp_1_weig_1e-05_sd_epsilon_0.100000001490116,BB,2,fam,1,36.5175
v_3_ap_1_bp_1_weig_1e-05_sd_epsilon_0.100000001490116,BBB,3,fam,2,31.7225
v_3_ap_1_bp_1_weig_1e-05_sd_epsilon_0.100000001490116,BBBB,4,fam,3,27.0525
v_3_ap_1_bp_1_weig_1e-05_sd_epsilon_0.100000001490116,BBBBB,5,fam,4,24.0275
v_3_ap_1_bp_1_weig_1e-05_sd_epsilon_0.100000001490116,BBBBBB,6,fam,5,19.4975
v_3_ap_1_bp_1_weig_1e-05_sd_epsilon_0.100000001490116,BBBBBBB,7,fam,6,19.765
v_3_ap_1_bp_1_weig_1e-05_sd_epsilon_0.100000001490116,BBBBBBBB,8,fam,7,16.49
v_3_ap_1_bp_1_weig_1e-05_sd_epsilon_0.100000001490116,BBBBBBBBB,9,fam,8,16.1075
v_3_ap_1_bp_1_weig_1e-05_sd_epsilon_0.100000001490116,BBBBBBBBBB,10,fam,9,13.6775
v_3_ap_1_bp_1_weig_1e-05_sd_epsilon_0.100000001490116,BBBBBBBBBD,10,nov,9,44.24
v_3_ap_1_bp_1_weig_1e-05_sd_epsilon_0.100000001490116,BBBBBBBBD,9,nov,8,45.2775
v_3_ap_1_bp_1_weig_1e-05_sd_epsilon_0.100000001490116,BBBBBBBD,8,nov,7,47.2675
v_3_ap_1_bp_1_weig_1e-05_sd_epsilon_0.100000001490116,BBBBBBD,7,nov,6,47.065
v_3_ap_1_bp_1_weig_1e-05_sd_epsilon_0.100000001490116,BBBBBD,6,nov,5,48.2725
v_3_ap_1_bp_1_weig_1e-05_sd_epsilon_0.100000001490116,BBBBD,5,nov,4,42.6575
v_3_ap_1_bp_1_weig_1e-05_sd_epsilon_0.100000001490116,BBBD,4,nov,3,47.3225
v_3_ap_1_bp_1_weig_1e-05_sd_epsilon_0.100000001490116,BBD,3,nov,2,46.765
v_3_ap_1_bp_1_weig_1e-05_sd_epsilon_0.100000001490116,BD,2,nov,1,41.6325
v_3_ap_1_bp_1_weig_1e-05_sd_epsilon_0.5,B,1,fam,0,37.0525
v_3_ap_1_bp_1_weig_1e-05_sd_epsilon_0.5,BB,2,fam,1,35.7625
v_3_ap_1_bp_1_weig_1e-05_sd_epsilon_0.5,BBB,3,fam,2,32.7975
v_3_ap_1_bp_1_weig_1e-05_sd_epsilon_0.5,BBBB,4,fam,3,28.7675
v_3_ap_1_bp_1_weig_1e-05_sd_epsilon_0.5,BBBBB,5,fam,4,25.37
v_3_ap_1_bp_1_weig_1e-05_sd_epsilon_0.5,BBBBBB,6,fam,5,22.9675
v_3_ap_1_bp_1_weig_1e-05_sd_epsilon_0.5,BBBBBBB,7,fam,6,20.08
v_3_ap_1_bp_1_weig_1e-05_sd_epsilon_0.5,BBBBBBBB,8,fam,7,18.4725
v_3_ap_1_bp_1_weig_1e-05_sd_epsilon_0.5,BBBBBBBBB,9,fam,8,16.8125
v_3_ap_1_bp_1_weig_1e-05_sd_epsilon_0.5,BBBBBBBBBB,10,fam,9,14.8225
v_3_ap_1_bp_1_weig_1e-05_sd_epsilon_0.5,BBBBBBBBBD,10,nov,9,50.49
v_3_ap_1_bp_1_weig_1e-05_sd_epsilon_0.5,BBBBBBBBD,9,nov,8,52.1575
v_3_ap_1_bp_1_weig_1e-05_sd_epsilon_0.5,BBBBBBBD,8,nov,7,52.1525
v_3_ap_1_bp_1_weig_1e-05_sd_epsilon_0.5,BBBBBBD,7,nov,6,42.505
v_3_ap_1_bp_1_weig_1e-05_sd_epsilon_0.5,BBBBBD,6,nov,5,55.235
v_3_ap_1_bp_1_weig_1e-05_sd_epsilon_0.5,BBBBD,5,nov,4,50.9525
v_3_ap_1_bp_1_weig_1e-05_sd_epsilon_0.5,BBBD,4,nov,3,43.3125
v_3_ap_1_bp_1_weig_1e-05_sd_epsilon_0.5,BBD,3,nov,2,49.3675
v_3_ap_1_bp_1_weig_1e-05_sd_epsilon_0.5,BD,2,nov,1,42.22
v_3_ap_1_bp_1_weig_1e-05_sd_epsilon_1,B,1,fam,0,40.78
v_3_ap_1_bp_1_weig_1e-05_sd_epsilon_1,BB,2,fam,1,35.9175
v_3_ap_1_bp_1_weig_1e-05_sd_epsilon_1,BBB,3,fam,2,33.055
v_3_ap_1_bp_1_weig_1e-05_sd_epsilon_1,BBBB,4,fam,3,29.3825
v_3_ap_1_bp_1_weig_1e-05_sd_epsilon_1,BBBBB,5,fam,4,26.235
v_3_ap_1_bp_1_weig_1e-05_sd_epsilon_1,BBBBBB,6,fam,5,22.6575
v_3_ap_1_bp_1_weig_1e-05_sd_epsilon_1,BBBBBBB,7,fam,6,19.8825
v_3_ap_1_bp_1_weig_1e-05_sd_epsilon_1,BBBBBBBB,8,fam,7,19.565
v_3_ap_1_bp_1_weig_1e-05_sd_epsilon_1,BBBBBBBBB,9,fam,8,17.405
v_3_ap_1_bp_1_weig_1e-05_sd_epsilon_1,BBBBBBBBBB,10,fam,9,15.9175
v_3_ap_1_bp_1_weig_1e-05_sd_epsilon_1,BBBBBBBBBD,10,nov,9,51.9
v_3_ap_1_bp_1_weig_1e-05_sd_epsilon_1,BBBBBBBBD,9,nov,8,47.3525
v_3_ap_1_bp_1_weig_1e-05_sd_epsilon_1,BBBBBBBD,8,nov,7,49.7125
v_3_ap_1_bp_1_weig_1e-05_sd_epsilon_1,BBBBBBD,7,nov,6,48.5825
v_3_ap_1_bp_1_weig_1e-05_sd_epsilon_1,BBBBBD,6,nov,5,51.6425
v_3_ap_1_bp_1_weig_1e-05_sd_epsilon_1,BBBBD,5,nov,4,50.475
v_3_ap_1_bp_1_weig_1e-05_sd_epsilon_1,BBBD,4,nov,3,44.06
v_3_ap_1_bp_1_weig_1e-05_sd_epsilon_1,BBD,3,nov,2,45.055
v_3_ap_1_bp_1_weig_1e-05_sd_epsilon_1,BD,2,nov,1,46.9625
v_3_ap_1_bp_10_weig_1e-04_sd_epsilon_0.100000001490116,B,1,fam,0,19.9325
v_3_ap_1_bp_10_weig_1e-04_sd_epsilon_0.100000001490116,BB,2,fam,1,16.2525
v_3_ap_1_bp_10_weig_1e-04_sd_epsilon_0.100000001490116,BBB,3,fam,2,12.9625
v_3_ap_1_bp_10_weig_1e-04_sd_epsilon_0.100000001490116,BBBB,4,fam,3,10.1975
v_3_ap_1_bp_10_weig_1e-04_sd_epsilon_0.100000001490116,BBBBB,5,fam,4,8.59
v_3_ap_1_bp_10_weig_1e-04_sd_epsilon_0.100000001490116,BBBBBB,6,fam,5,7.15
v_3_ap_1_bp_10_weig_1e-04_sd_epsilon_0.100000001490116,BBBBBBB,7,fam,6,6.15
v_3_ap_1_bp_10_weig_1e-04_sd_epsilon_0.100000001490116,BBBBBBBB,8,fam,7,4.795
v_3_ap_1_bp_10_weig_1e-04_sd_epsilon_0.100000001490116,BBBBBBBBB,9,fam,8,4.48
v_3_ap_1_bp_10_weig_1e-04_sd_epsilon_0.100000001490116,BBBBBBBBBB,10,fam,9,4.2175
v_3_ap_1_bp_10_weig_1e-04_sd_epsilon_0.100000001490116,BBBBBBBBBD,10,nov,9,17.6525
v_3_ap_1_bp_10_weig_1e-04_sd_epsilon_0.100000001490116,BBBBBBBBD,9,nov,8,19.9625
v_3_ap_1_bp_10_weig_1e-04_sd_epsilon_0.100000001490116,BBBBBBBD,8,nov,7,20.375
v_3_ap_1_bp_10_weig_1e-04_sd_epsilon_0.100000001490116,BBBBBBD,7,nov,6,18.9475
v_3_ap_1_bp_10_weig_1e-04_sd_epsilon_0.100000001490116,BBBBBD,6,nov,5,20.7925
v_3_ap_1_bp_10_weig_1e-04_sd_epsilon_0.100000001490116,BBBBD,5,nov,4,21.4325
v_3_ap_1_bp_10_weig_1e-04_sd_epsilon_0.100000001490116,BBBD,4,nov,3,19.7175
v_3_ap_1_bp_10_weig_1e-04_sd_epsilon_0.100000001490116,BBD,3,nov,2,24.3
v_3_ap_1_bp_10_weig_1e-04_sd_epsilon_0.100000001490116,BD,2,nov,1,22.81
v_3_ap_1_bp_10_weig_1e-04_sd_epsilon_0.5,B,1,fam,0,22.51
v_3_ap_1_bp_10_weig_1e-04_sd_epsilon_0.5,BB,2,fam,1,17.105
v_3_ap_1_bp_10_weig_1e-04_sd_epsilon_0.5,BBB,3,fam,2,14.2325
v_3_ap_1_bp_10_weig_1e-04_sd_epsilon_0.5,BBBB,4,fam,3,12.3325
v_3_ap_1_bp_10_weig_1e-04_sd_epsilon_0.5,BBBBB,5,fam,4,9.0675
v_3_ap_1_bp_10_weig_1e-04_sd_epsilon_0.5,BBBBBB,6,fam,5,8.39
v_3_ap_1_bp_10_weig_1e-04_sd_epsilon_0.5,BBBBBBB,7,fam,6,6.9175
v_3_ap_1_bp_10_weig_1e-04_sd_epsilon_0.5,BBBBBBBB,8,fam,7,6.2775
v_3_ap_1_bp_10_weig_1e-04_sd_epsilon_0.5,BBBBBBBBB,9,fam,8,5.795
v_3_ap_1_bp_10_weig_1e-04_sd_epsilon_0.5,BBBBBBBBBB,10,fam,9,5.37
v_3_ap_1_bp_10_weig_1e-04_sd_epsilon_0.5,BBBBBBBBBD,10,nov,9,14.9025
v_3_ap_1_bp_10_weig_1e-04_sd_epsilon_0.5,BBBBBBBBD,9,nov,8,23.4275
v_3_ap_1_bp_10_weig_1e-04_sd_epsilon_0.5,BBBBBBBD,8,nov,7,23.5025
v_3_ap_1_bp_10_weig_1e-04_sd_epsilon_0.5,BBBBBBD,7,nov,6,24.61
v_3_ap_1_bp_10_weig_1e-04_sd_epsilon_0.5,BBBBBD,6,nov,5,18.7575
v_3_ap_1_bp_10_weig_1e-04_sd_epsilon_0.5,BBBBD,5,nov,4,26.3425
v_3_ap_1_bp_10_weig_1e-04_sd_epsilon_0.5,BBBD,4,nov,3,27.39
v_3_ap_1_bp_10_weig_1e-04_sd_epsilon_0.5,BBD,3,nov,2,24.2275
v_3_ap_1_bp_10_weig_1e-04_sd_epsilon_0.5,BD,2,nov,1,24.8975
v_3_ap_1_bp_10_weig_1e-04_sd_epsilon_1,B,1,fam,0,22.6525
v_3_ap_1_bp_10_weig_1e-04_sd_epsilon_1,BB,2,fam,1,18.1025
v_3_ap_1_bp_10_weig_1e-04_sd_epsilon_1,BBB,3,fam,2,15.14
v_3_ap_1_bp_10_weig_1e-04_sd_epsilon_1,BBBB,4,fam,3,12.2775
v_3_ap_1_bp_10_weig_1e-04_sd_epsilon_1,BBBBB,5,fam,4,10.045
v_3_ap_1_bp_10_weig_1e-04_sd_epsilon_1,BBBBBB,6,fam,5,8.805
v_3_ap_1_bp_10_weig_1e-04_sd_epsilon_1,BBBBBBB,7,fam,6,7.285
v_3_ap_1_bp_10_weig_1e-04_sd_epsilon_1,BBBBBBBB,8,fam,7,6.4225
v_3_ap_1_bp_10_weig_1e-04_sd_epsilon_1,BBBBBBBBB,9,fam,8,6.0725
v_3_ap_1_bp_10_weig_1e-04_sd_epsilon_1,BBBBBBBBBB,10,fam,9,5.7
v_3_ap_1_bp_10_weig_1e-04_sd_epsilon_1,BBBBBBBBBD,10,nov,9,21.72
v_3_ap_1_bp_10_weig_1e-04_sd_epsilon_1,BBBBBBBBD,9,nov,8,19.14
v_3_ap_1_bp_10_weig_1e-04_sd_epsilon_1,BBBBBBBD,8,nov,7,20.3525
v_3_ap_1_bp_10_weig_1e-04_sd_epsilon_1,BBBBBBD,7,nov,6,24.435
v_3_ap_1_bp_10_weig_1e-04_sd_epsilon_1,BBBBBD,6,nov,5,23.85
v_3_ap_1_bp_10_weig_1e-04_sd_epsilon_1,BBBBD,5,nov,4,25.2225
v_3_ap_1_bp_10_weig_1e-04_sd_epsilon_1,BBBD,4,nov,3,25.9225
v_3_ap_1_bp_10_weig_1e-04_sd_epsilon_1,BBD,3,nov,2,25.4925
v_3_ap_1_bp_10_weig_1e-04_sd_epsilon_1,BD,2,nov,1,24.9775
v_3_ap_1_bp_10_weig_1e-05_sd_epsilon_0.100000001490116,B,1,fam,0,40.8625
v_3_ap_1_bp_10_weig_1e-05_sd_epsilon_0.100000001490116,BB,2,fam,1,33.425
v_3_ap_1_bp_10_weig_1e-05_sd_epsilon_0.100000001490116,BBB,3,fam,2,30.7525
v_3_ap_1_bp_10_weig_1e-05_sd_epsilon_0.100000001490116,BBBB,4,fam,3,24.6675
v_3_ap_1_bp_10_weig_1e-05_sd_epsilon_0.100000001490116,BBBBB,5,fam,4,25.5225
v_3_ap_1_bp_10_weig_1e-05_sd_epsilon_0.100000001490116,BBBBBB,6,fam,5,21.0925
v_3_ap_1_bp_10_weig_1e-05_sd_epsilon_0.100000001490116,BBBBBBB,7,fam,6,17.8025
v_3_ap_1_bp_10_weig_1e-05_sd_epsilon_0.100000001490116,BBBBBBBB,8,fam,7,15.7525
v_3_ap_1_bp_10_weig_1e-05_sd_epsilon_0.100000001490116,BBBBBBBBB,9,fam,8,14.9475
v_3_ap_1_bp_10_weig_1e-05_sd_epsilon_0.100000001490116,BBBBBBBBBB,10,fam,9,13.49
v_3_ap_1_bp_10_weig_1e-05_sd_epsilon_0.100000001490116,BBBBBBBBBD,10,nov,9,36.43
v_3_ap_1_bp_10_weig_1e-05_sd_epsilon_0.100000001490116,BBBBBBBBD,9,nov,8,31.69
v_3_ap_1_bp_10_weig_1e-05_sd_epsilon_0.100000001490116,BBBBBBBD,8,nov,7,44.4225
v_3_ap_1_bp_10_weig_1e-05_sd_epsilon_0.100000001490116,BBBBBBD,7,nov,6,45.52
v_3_ap_1_bp_10_weig_1e-05_sd_epsilon_0.100000001490116,BBBBBD,6,nov,5,45.1475
v_3_ap_1_bp_10_weig_1e-05_sd_epsilon_0.100000001490116,BBBBD,5,nov,4,49.93
v_3_ap_1_bp_10_weig_1e-05_sd_epsilon_0.100000001490116,BBBD,4,nov,3,47.3025
v_3_ap_1_bp_10_weig_1e-05_sd_epsilon_0.100000001490116,BBD,3,nov,2,46.7225
v_3_ap_1_bp_10_weig_1e-05_sd_epsilon_0.100000001490116,BD,2,nov,1,47.2625
v_3_ap_1_bp_10_weig_1e-05_sd_epsilon_0.5,B,1,fam,0,39.73
v_3_ap_1_bp_10_weig_1e-05_sd_epsilon_0.5,BB,2,fam,1,35.61
