param_info,stimuli_sequence,trial_number,test_type,fam_duration,mean_sample
v_1_ap_10_bp_1_weig_1e-04_sd_epsilon_0.100000001490116,BBBB,4,fam,3,11.3675
v_1_ap_10_bp_1_weig_1e-04_sd_epsilon_0.100000001490116,BBBBB,5,fam,4,9.9775
v_1_ap_10_bp_1_weig_1e-04_sd_epsilon_0.100000001490116,BBBBBB,6,fam,5,8.2875
v_1_ap_10_bp_1_weig_1e-04_sd_epsilon_0.100000001490116,BBBBBBB,7,fam,6,7.575
v_1_ap_10_bp_1_weig_1e-04_sd_epsilon_0.100000001490116,BBBBBBBB,8,fam,7,6.55
v_1_ap_10_bp_1_weig_1e-04_sd_epsilon_0.100000001490116,BBBBBBBBB,9,fam,8,5.9675
v_1_ap_10_bp_1_weig_1e-04_sd_epsilon_0.100000001490116,BBBBBBBBBB,10,fam,9,5.875
v_1_ap_10_bp_1_weig_1e-04_sd_epsilon_0.100000001490116,BBBBBBBBBD,10,nov,9,20.8825
v_1_ap_10_bp_1_weig_1e-04_sd_epsilon_0.100000001490116,BBBBBBBBD,9,nov,8,19.0625
v_1_ap_10_bp_1_weig_1e-04_sd_epsilon_0.100000001490116,BBBBBBBD,8,nov,7,20.78157894736842
v_1_ap_10_bp_1_weig_1e-04_sd_epsilon_0.100000001490116,BBBBBBD,7,nov,6,18.665
v_1_ap_10_bp_1_weig_1e-04_sd_epsilon_0.100000001490116,BBBBBD,6,nov,5,26.0775
v_1_ap_10_bp_1_weig_1e-04_sd_epsilon_0.100000001490116,BBBBD,5,nov,4,25.2975
v_1_ap_10_bp_1_weig_1e-04_sd_epsilon_0.100000001490116,BBBD,4,nov,3,26.2075
v_1_ap_10_bp_1_weig_1e-04_sd_epsilon_0.100000001490116,BBD,3,nov,2,23.7075
v_1_ap_10_bp_1_weig_1e-04_sd_epsilon_0.100000001490116,BD,2,nov,1,24.255
v_1_ap_10_bp_1_weig_1e-04_sd_epsilon_0.5,B,1,fam,0,22.375
v_1_ap_10_bp_1_weig_1e-04_sd_epsilon_0.5,BB,2,fam,1,18.32
v_1_ap_10_bp_1_weig_1e-04_sd_epsilon_0.5,BBB,3,fam,2,13.965
v_1_ap_10_bp_1_weig_1e-04_sd_epsilon_0.5,BBBB,4,fam,3,11.695
v_1_ap_10_bp_1_weig_1e-04_sd_epsilon_0.5,BBBBB,5,fam,4,9.82
v_1_ap_10_bp_1_weig_1e-04_sd_epsilon_0.5,BBBBBB,6,fam,5,8.6
v_1_ap_10_bp_1_weig_1e-04_sd_epsilon_0.5,BBBBBBB,7,fam,6,8.2475
v_1_ap_10_bp_1_weig_1e-04_sd_epsilon_0.5,BBBBBBBB,8,fam,7,6.4825
v_1_ap_10_bp_1_weig_1e-04_sd_epsilon_0.5,BBBBBBBBB,9,fam,8,5.72
v_1_ap_10_bp_1_weig_1e-04_sd_epsilon_0.5,BBBBBBBBBB,10,fam,9,5.1525
v_1_ap_10_bp_1_weig_1e-04_sd_epsilon_0.5,BBBBBBBBBD,10,nov,9,23.155
v_1_ap_10_bp_1_weig_1e-04_sd_epsilon_0.5,BBBBBBBBD,9,nov,8,20.8
v_1_ap_10_bp_1_weig_1e-04_sd_epsilon_0.5,BBBBBBBD,8,nov,7,19.2625
v_1_ap_10_bp_1_weig_1e-04_sd_epsilon_0.5,BBBBBBD,7,nov,6,26.6625
v_1_ap_10_bp_1_weig_1e-04_sd_epsilon_0.5,BBBBBD,6,nov,5,24.4325
v_1_ap_10_bp_1_weig_1e-04_sd_epsilon_0.5,BBBBD,5,nov,4,27.01
v_1_ap_10_bp_1_weig_1e-04_sd_epsilon_0.5,BBBD,4,nov,3,28.5575
v_1_ap_10_bp_1_weig_1e-04_sd_epsilon_0.5,BBD,3,nov,2,27.62
v_1_ap_10_bp_1_weig_1e-04_sd_epsilon_0.5,BD,2,nov,1,26.7425
v_1_ap_10_bp_1_weig_1e-04_sd_epsilon_1,B,1,fam,0,24.1875
v_1_ap_10_bp_1_weig_1e-04_sd_epsilon_1,BB,2,fam,1,19.7425
v_1_ap_10_bp_1_weig_1e-04_sd_epsilon_1,BBB,3,fam,2,15.9975
v_1_ap_10_bp_1_weig_1e-04_sd_epsilon_1,BBBB,4,fam,3,13.0075
v_1_ap_10_bp_1_weig_1e-04_sd_epsilon_1,BBBBB,5,fam,4,11.1175
v_1_ap_10_bp_1_weig_1e-04_sd_epsilon_1,BBBBBB,6,fam,5,9.0175
v_1_ap_10_bp_1_weig_1e-04_sd_epsilon_1,BBBBBBB,7,fam,6,7.07
v_1_ap_10_bp_1_weig_1e-04_sd_epsilon_1,BBBBBBBB,8,fam,7,6.8325
v_1_ap_10_bp_1_weig_1e-04_sd_epsilon_1,BBBBBBBBB,9,fam,8,6.1275
v_1_ap_10_bp_1_weig_1e-04_sd_epsilon_1,BBBBBBBBBB,10,fam,9,5.1775
v_1_ap_10_bp_1_weig_1e-04_sd_epsilon_1,BBBBBBBBBD,10,nov,9,23.7525
v_1_ap_10_bp_1_weig_1e-04_sd_epsilon_1,BBBBBBBBD,9,nov,8,25.43
v_1_ap_10_bp_1_weig_1e-04_sd_epsilon_1,BBBBBBBD,8,nov,7,19.355
v_1_ap_10_bp_1_weig_1e-04_sd_epsilon_1,BBBBBBD,7,nov,6,24.0375
v_1_ap_10_bp_1_weig_1e-04_sd_epsilon_1,BBBBBD,6,nov,5,28.23
v_1_ap_10_bp_1_weig_1e-04_sd_epsilon_1,BBBBD,5,nov,4,28.1625
v_1_ap_10_bp_1_weig_1e-04_sd_epsilon_1,BBBD,4,nov,3,30.485
v_1_ap_10_bp_1_weig_1e-04_sd_epsilon_1,BBD,3,nov,2,28.93
v_1_ap_10_bp_1_weig_1e-04_sd_epsilon_1,BD,2,nov,1,28.2925
v_1_ap_10_bp_1_weig_1e-05_sd_epsilon_0.100000001490116,B,1,fam,0,39.7825
v_1_ap_10_bp_1_weig_1e-05_sd_epsilon_0.100000001490116,BB,2,fam,1,38.6225
v_1_ap_10_bp_1_weig_1e-05_sd_epsilon_0.100000001490116,BBB,3,fam,2,32.27
v_1_ap_10_bp_1_weig_1e-05_sd_epsilon_0.100000001490116,BBBB,4,fam,3,28.4375
v_1_ap_10_bp_1_weig_1e-05_sd_epsilon_0.100000001490116,BBBBB,5,fam,4,26.75
v_1_ap_10_bp_1_weig_1e-05_sd_epsilon_0.100000001490116,BBBBBB,6,fam,5,22.8825
v_1_ap_10_bp_1_weig_1e-05_sd_epsilon_0.100000001490116,BBBBBBB,7,fam,6,19.535
v_1_ap_10_bp_1_weig_1e-05_sd_epsilon_0.100000001490116,BBBBBBBB,8,fam,7,16.415
v_1_ap_10_bp_1_weig_1e-05_sd_epsilon_0.100000001490116,BBBBBBBBB,9,fam,8,16.0575
v_1_ap_10_bp_1_weig_1e-05_sd_epsilon_0.100000001490116,BBBBBBBBBB,10,fam,9,15.81842105263158
v_1_ap_10_bp_1_weig_1e-05_sd_epsilon_0.100000001490116,BBBBBBBBBD,10,nov,9,38.345
v_1_ap_10_bp_1_weig_1e-05_sd_epsilon_0.100000001490116,BBBBBBBBD,9,nov,8,45.98
v_1_ap_10_bp_1_weig_1e-05_sd_epsilon_0.100000001490116,BBBBBBBD,8,nov,7,43.7725
v_1_ap_10_bp_1_weig_1e-05_sd_epsilon_0.100000001490116,BBBBBBD,7,nov,6,47.0875
v_1_ap_10_bp_1_weig_1e-05_sd_epsilon_0.100000001490116,BBBBBD,6,nov,5,48.5725
v_1_ap_10_bp_1_weig_1e-05_sd_epsilon_0.100000001490116,BBBBD,5,nov,4,48.715
v_1_ap_10_bp_1_weig_1e-05_sd_epsilon_0.100000001490116,BBBD,4,nov,3,41.7
v_1_ap_10_bp_1_weig_1e-05_sd_epsilon_0.100000001490116,BBD,3,nov,2,41.82
v_1_ap_10_bp_1_weig_1e-05_sd_epsilon_0.100000001490116,BD,2,nov,1,45.2625
v_1_ap_10_bp_1_weig_1e-05_sd_epsilon_0.5,B,1,fam,0,42.23
v_1_ap_10_bp_1_weig_1e-05_sd_epsilon_0.5,BB,2,fam,1,37.9275
v_1_ap_10_bp_1_weig_1e-05_sd_epsilon_0.5,BBB,3,fam,2,32.715
v_1_ap_10_bp_1_weig_1e-05_sd_epsilon_0.5,BBBB,4,fam,3,27.425
v_1_ap_10_bp_1_weig_1e-05_sd_epsilon_0.5,BBBBB,5,fam,4,26.0375
v_1_ap_10_bp_1_weig_1e-05_sd_epsilon_0.5,BBBBBB,6,fam,5,22.8875
v_1_ap_10_bp_1_weig_1e-05_sd_epsilon_0.5,BBBBBBB,7,fam,6,19.9125
v_1_ap_10_bp_1_weig_1e-05_sd_epsilon_0.5,BBBBBBBB,8,fam,7,20.015
v_1_ap_10_bp_1_weig_1e-05_sd_epsilon_0.5,BBBBBBBBB,9,fam,8,16.1575
v_1_ap_10_bp_1_weig_1e-05_sd_epsilon_0.5,BBBBBBBBBB,10,fam,9,15.1775
v_1_ap_10_bp_1_weig_1e-05_sd_epsilon_0.5,BBBBBBBBBD,10,nov,9,55.315
v_1_ap_10_bp_1_weig_1e-05_sd_epsilon_0.5,BBBBBBBBD,9,nov,8,54.645
v_1_ap_10_bp_1_weig_1e-05_sd_epsilon_0.5,BBBBBBBD,8,nov,7,47.7575
v_1_ap_10_bp_1_weig_1e-05_sd_epsilon_0.5,BBBBBBD,7,nov,6,55.905
v_1_ap_10_bp_1_weig_1e-05_sd_epsilon_0.5,BBBBBD,6,nov,5,50.7075
v_1_ap_10_bp_1_weig_1e-05_sd_epsilon_0.5,BBBBD,5,nov,4,55.72
v_1_ap_10_bp_1_weig_1e-05_sd_epsilon_0.5,BBBD,4,nov,3,53.745
v_1_ap_10_bp_1_weig_1e-05_sd_epsilon_0.5,BBD,3,nov,2,50.915
v_1_ap_10_bp_1_weig_1e-05_sd_epsilon_0.5,BD,2,nov,1,44.23
v_1_ap_10_bp_1_weig_1e-05_sd_epsilon_1,B,1,fam,0,40.015
v_1_ap_10_bp_1_weig_1e-05_sd_epsilon_1,BB,2,fam,1,38.4925
v_1_ap_10_bp_1_weig_1e-05_sd_epsilon_1,BBB,3,fam,2,32.3125
v_1_ap_10_bp_1_weig_1e-05_sd_epsilon_1,BBBB,4,fam,3,29.8175
v_1_ap_10_bp_1_weig_1e-05_sd_epsilon_1,BBBBB,5,fam,4,26.4325
v_1_ap_10_bp_1_weig_1e-05_sd_epsilon_1,BBBBBB,6,fam,5,23.555
v_1_ap_10_bp_1_weig_1e-05_sd_epsilon_1,BBBBBBB,7,fam,6,20.99
v_1_ap_10_bp_1_weig_1e-05_sd_epsilon_1,BBBBBBBB,8,fam,7,17.955
v_1_ap_10_bp_1_weig_1e-05_sd_epsilon_1,BBBBBBBBB,9,fam,8,18.8625
v_1_ap_10_bp_1_weig_1e-05_sd_epsilon_1,BBBBBBBBBB,10,fam,9,16.7525
v_1_ap_10_bp_1_weig_1e-05_sd_epsilon_1,BBBBBBBBBD,10,nov,9,46.36
v_1_ap_10_bp_1_weig_1e-05_sd_epsilon_1,BBBBBBBBD,9,nov,8,45.7325
v_1_ap_10_bp_1_weig_1e-05_sd_epsilon_1,BBBBBBBD,8,nov,7,48.145
v_1_ap_10_bp_1_weig_1e-05_sd_epsilon_1,BBBBBBD,7,nov,6,56.815
v_1_ap_10_bp_1_weig_1e-05_sd_epsilon_1,BBBBBD,6,nov,5,58.13
v_1_ap_10_bp_1_weig_1e-05_sd_epsilon_1,BBBBD,5,nov,4,53.5175
v_1_ap_10_bp_1_weig_1e-05_sd_epsilon_1,BBBD,4,nov,3,48.9475
v_1_ap_10_bp_1_weig_1e-05_sd_epsilon_1,BBD,3,nov,2,52.88
v_1_ap_10_bp_1_weig_1e-05_sd_epsilon_1,BD,2,nov,1,43.8825
v_1_ap_10_bp_10_weig_1e-04_sd_epsilon_0.100000001490116,B,1,fam,0,20.4
v_1_ap_10_bp_10_weig_1e-04_sd_epsilon_0.100000001490116,BB,2,fam,1,16.035
v_1_ap_10_bp_10_weig_1e-04_sd_epsilon_0.100000001490116,BBB,3,fam,2,14.1575
v_1_ap_10_bp_10_weig_1e-04_sd_epsilon_0.100000001490116,BBBB,4,fam,3,10.865
v_1_ap_10_bp_10_weig_1e-04_sd_epsilon_0.100000001490116,BBBBB,5,fam,4,8.9
v_1_ap_10_bp_10_weig_1e-04_sd_epsilon_0.100000001490116,BBBBBB,6,fam,5,7.235
v_1_ap_10_bp_10_weig_1e-04_sd_epsilon_0.100000001490116,BBBBBBB,7,fam,6,6.575
v_1_ap_10_bp_10_weig_1e-04_sd_epsilon_0.100000001490116,BBBBBBBB,8,fam,7,5.77
v_1_ap_10_bp_10_weig_1e-04_sd_epsilon_0.100000001490116,BBBBBBBBB,9,fam,8,5.26
v_1_ap_10_bp_10_weig_1e-04_sd_epsilon_0.100000001490116,BBBBBBBBBB,10,fam,9,4.794736842105263
v_1_ap_10_bp_10_weig_1e-04_sd_epsilon_0.100000001490116,BBBBBBBBBD,10,nov,9,18.9625
v_1_ap_10_bp_10_weig_1e-04_sd_epsilon_0.100000001490116,BBBBBBBBD,9,nov,8,19.0775
v_1_ap_10_bp_10_weig_1e-04_sd_epsilon_0.100000001490116,BBBBBBBD,8,nov,7,17.87
v_1_ap_10_bp_10_weig_1e-04_sd_epsilon_0.100000001490116,BBBBBBD,7,nov,6,20.9
v_1_ap_10_bp_10_weig_1e-04_sd_epsilon_0.100000001490116,BBBBBD,6,nov,5,21.6025
v_1_ap_10_bp_10_weig_1e-04_sd_epsilon_0.100000001490116,BBBBD,5,nov,4,21.4925
v_1_ap_10_bp_10_weig_1e-04_sd_epsilon_0.100000001490116,BBBD,4,nov,3,23.275
v_1_ap_10_bp_10_weig_1e-04_sd_epsilon_0.100000001490116,BBD,3,nov,2,20.24
v_1_ap_10_bp_10_weig_1e-04_sd_epsilon_0.100000001490116,BD,2,nov,1,24.1375
v_1_ap_10_bp_10_weig_1e-04_sd_epsilon_0.5,B,1,fam,0,21.5525
v_1_ap_10_bp_10_weig_1e-04_sd_epsilon_0.5,BB,2,fam,1,18.4175
v_1_ap_10_bp_10_weig_1e-04_sd_epsilon_0.5,BBB,3,fam,2,14.81578947368421
v_1_ap_10_bp_10_weig_1e-04_sd_epsilon_0.5,BBBB,4,fam,3,12.195
v_1_ap_10_bp_10_weig_1e-04_sd_epsilon_0.5,BBBBB,5,fam,4,10.005
v_1_ap_10_bp_10_weig_1e-04_sd_epsilon_0.5,BBBBBB,6,fam,5,8.21
v_1_ap_10_bp_10_weig_1e-04_sd_epsilon_0.5,BBBBBBB,7,fam,6,7.207894736842105
v_1_ap_10_bp_10_weig_1e-04_sd_epsilon_0.5,BBBBBBBB,8,fam,7,6.51
v_1_ap_10_bp_10_weig_1e-04_sd_epsilon_0.5,BBBBBBBBB,9,fam,8,5.67
v_1_ap_10_bp_10_weig_1e-04_sd_epsilon_0.5,BBBBBBBBBB,10,fam,9,4.9725
v_1_ap_10_bp_10_weig_1e-04_sd_epsilon_0.5,BBBBBBBBBD,10,nov,9,20.085
v_1_ap_10_bp_10_weig_1e-04_sd_epsilon_0.5,BBBBBBBBD,9,nov,8,23.5325
v_1_ap_10_bp_10_weig_1e-04_sd_epsilon_0.5,BBBBBBBD,8,nov,7,22.92
v_1_ap_10_bp_10_weig_1e-04_sd_epsilon_0.5,BBBBBBD,7,nov,6,24.4
v_1_ap_10_bp_10_weig_1e-04_sd_epsilon_0.5,BBBBBD,6,nov,5,25.17
v_1_ap_10_bp_10_weig_1e-04_sd_epsilon_0.5,BBBBD,5,nov,4,24.6975
v_1_ap_10_bp_10_weig_1e-04_sd_epsilon_0.5,BBBD,4,nov,3,21.16
v_1_ap_10_bp_10_weig_1e-04_sd_epsilon_0.5,BBD,3,nov,2,24.8875
v_1_ap_10_bp_10_weig_1e-04_sd_epsilon_0.5,BD,2,nov,1,23.095
v_1_ap_10_bp_10_weig_1e-04_sd_epsilon_1,B,1,fam,0,22.6725
v_1_ap_10_bp_10_weig_1e-04_sd_epsilon_1,BB,2,fam,1,18.6075
v_1_ap_10_bp_10_weig_1e-04_sd_epsilon_1,BBB,3,fam,2,15.0275
v_1_ap_10_bp_10_weig_1e-04_sd_epsilon_1,BBBB,4,fam,3,12.455
v_1_ap_10_bp_10_weig_1e-04_sd_epsilon_1,BBBBB,5,fam,4,10.235
v_1_ap_10_bp_10_weig_1e-04_sd_epsilon_1,BBBBBB,6,fam,5,9.335
v_1_ap_10_bp_10_weig_1e-04_sd_epsilon_1,BBBBBBB,7,fam,6,7.865
v_1_ap_10_bp_10_weig_1e-04_sd_epsilon_1,BBBBBBBB,8,fam,7,6.5675
v_1_ap_10_bp_10_weig_1e-04_sd_epsilon_1,BBBBBBBBB,9,fam,8,5.7
v_1_ap_10_bp_10_weig_1e-04_sd_epsilon_1,BBBBBBBBBB,10,fam,9,5.94
v_1_ap_10_bp_10_weig_1e-04_sd_epsilon_1,BBBBBBBBBD,10,nov,9,22.815
v_1_ap_10_bp_10_weig_1e-04_sd_epsilon_1,BBBBBBBBD,9,nov,8,18.847368421052632
v_1_ap_10_bp_10_weig_1e-04_sd_epsilon_1,BBBBBBBD,8,nov,7,17.82
v_1_ap_10_bp_10_weig_1e-04_sd_epsilon_1,BBBBBBD,7,nov,6,18.66
v_1_ap_10_bp_10_weig_1e-04_sd_epsilon_1,BBBBBD,6,nov,5,26.8825
v_1_ap_10_bp_10_weig_1e-04_sd_epsilon_1,BBBBD,5,nov,4,26.93
v_1_ap_10_bp_10_weig_1e-04_sd_epsilon_1,BBBD,4,nov,3,22.9325
v_1_ap_10_bp_10_weig_1e-04_sd_epsilon_1,BBD,3,nov,2,27.2475
v_1_ap_10_bp_10_weig_1e-04_sd_epsilon_1,BD,2,nov,1,28.2875
v_1_ap_10_bp_10_weig_1e-05_sd_epsilon_0.100000001490116,B,1,fam,0,37.3125
v_1_ap_10_bp_10_weig_1e-05_sd_epsilon_0.100000001490116,BB,2,fam,1,34.105
v_1_ap_10_bp_10_weig_1e-05_sd_epsilon_0.100000001490116,BBB,3,fam,2,29.2025
v_1_ap_10_bp_10_weig_1e-05_sd_epsilon_0.100000001490116,BBBB,4,fam,3,26.785
v_1_ap_10_bp_10_weig_1e-05_sd_epsilon_0.100000001490116,BBBBB,5,fam,4,22.375
v_1_ap_10_bp_10_weig_1e-05_sd_epsilon_0.100000001490116,BBBBBB,6,fam,5,20.305
v_1_ap_10_bp_10_weig_1e-05_sd_epsilon_0.100000001490116,BBBBBBB,7,fam,6,17.4325
v_1_ap_10_bp_10_weig_1e-05_sd_epsilon_0.100000001490116,BBBBBBBB,8,fam,7,16.0325
v_1_ap_10_bp_10_weig_1e-05_sd_epsilon_0.100000001490116,BBBBBBBBB,9,fam,8,14.945
v_1_ap_10_bp_10_weig_1e-05_sd_epsilon_0.100000001490116,BBBBBBBBBB,10,fam,9,12.2675
v_1_ap_10_bp_10_weig_1e-05_sd_epsilon_0.100000001490116,BBBBBBBBBD,10,nov,9,43.3775
v_1_ap_10_bp_10_weig_1e-05_sd_epsilon_0.100000001490116,BBBBBBBBD,9,nov,8,47.165
v_1_ap_10_bp_10_weig_1e-05_sd_epsilon_0.100000001490116,BBBBBBBD,8,nov,7,35.645
v_1_ap_10_bp_10_weig_1e-05_sd_epsilon_0.100000001490116,BBBBBBD,7,nov,6,44.7725
v_1_ap_10_bp_10_weig_1e-05_sd_epsilon_0.100000001490116,BBBBBD,6,nov,5,43.47
v_1_ap_10_bp_10_weig_1e-05_sd_epsilon_0.100000001490116,BBBBD,5,nov,4,41.1125
v_1_ap_10_bp_10_weig_1e-05_sd_epsilon_0.100000001490116,BBBD,4,nov,3,44.7725
v_1_ap_10_bp_10_weig_1e-05_sd_epsilon_0.100000001490116,BBD,3,nov,2,45.3525
v_1_ap_10_bp_10_weig_1e-05_sd_epsilon_0.100000001490116,BD,2,nov,1,42.8675
v_1_ap_10_bp_10_weig_1e-05_sd_epsilon_0.5,B,1,fam,0,43.6325
v_1_ap_10_bp_10_weig_1e-05_sd_epsilon_0.5,BB,2,fam,1,36.5025
v_1_ap_10_bp_10_weig_1e-05_sd_epsilon_0.5,BBB,3,fam,2,31.8525
v_1_ap_10_bp_10_weig_1e-05_sd_epsilon_0.5,BBBB,4,fam,3,29.18
v_1_ap_10_bp_10_weig_1e-05_sd_epsilon_0.5,BBBBB,5,fam,4,26.75
v_1_ap_10_bp_10_weig_1e-05_sd_epsilon_0.5,BBBBBB,6,fam,5,23.1375
v_1_ap_10_bp_10_weig_1e-05_sd_epsilon_0.5,BBBBBBB,7,fam,6,19.75263157894737
v_1_ap_10_bp_10_weig_1e-05_sd_epsilon_0.5,BBBBBBBB,8,fam,7,18.2775
v_1_ap_10_bp_10_weig_1e-05_sd_epsilon_0.5,BBBBBBBBB,9,fam,8,18.04
v_1_ap_10_bp_10_weig_1e-05_sd_epsilon_0.5,BBBBBBBBBB,10,fam,9,15.04
v_1_ap_10_bp_10_weig_1e-05_sd_epsilon_0.5,BBBBBBBBBD,10,nov,9,55.9875
v_1_ap_10_bp_10_weig_1e-05_sd_epsilon_0.5,BBBBBBBBD,9,nov,8,49.0475
v_1_ap_10_bp_10_weig_1e-05_sd_epsilon_0.5,BBBBBBBD,8,nov,7,56.4875
v_1_ap_10_bp_10_weig_1e-05_sd_epsilon_0.5,BBBBBBD,7,nov,6,52.67
v_1_ap_10_bp_10_weig_1e-05_sd_epsilon_0.5,BBBBBD,6,nov,5,58.665
v_1_ap_10_bp_10_weig_1e-05_sd_epsilon_0.5,BBBBD,5,nov,4,49.8325
v_1_ap_10_bp_10_weig_1e-05_sd_epsilon_0.5,BBBD,4,nov,3,53.66
v_1_ap_10_bp_10_weig_1e-05_sd_epsilon_0.5,BBD,3,nov,2,49.5175
v_1_ap_10_bp_10_weig_1e-05_sd_epsilon_0.5,BD,2,nov,1,48.2125
v_1_ap_10_bp_10_weig_1e-05_sd_epsilon_1,B,1,fam,0,42.7375
v_1_ap_10_bp_10_weig_1e-05_sd_epsilon_1,BB,2,fam,1,37.0425
v_1_ap_10_bp_10_weig_1e-05_sd_epsilon_1,BBB,3,fam,2,34.1975
v_1_ap_10_bp_10_weig_1e-05_sd_epsilon_1,BBBB,4,fam,3,31.6975
v_1_ap_10_bp_10_weig_1e-05_sd_epsilon_1,BBBBB,5,fam,4,27.7975
v_1_ap_10_bp_10_weig_1e-05_sd_epsilon_1,BBBBBB,6,fam,5,24.4875
v_1_ap_10_bp_10_weig_1e-05_sd_epsilon_1,BBBBBBB,7,fam,6,22.5
v_1_ap_10_bp_10_weig_1e-05_sd_epsilon_1,BBBBBBBB,8,fam,7,20.963157894736842
v_1_ap_10_bp_10_weig_1e-05_sd_epsilon_1,BBBBBBBBB,9,fam,8,16.8725
v_1_ap_10_bp_10_weig_1e-05_sd_epsilon_1,BBBBBBBBBB,10,fam,9,15.565
v_1_ap_10_bp_10_weig_1e-05_sd_epsilon_1,BBBBBBBBBD,10,nov,9,56.3425
v_1_ap_10_bp_10_weig_1e-05_sd_epsilon_1,BBBBBBBBD,9,nov,8,56.0175
v_1_ap_10_bp_10_weig_1e-05_sd_epsilon_1,BBBBBBBD,8,nov,7,55.0075
v_1_ap_10_bp_10_weig_1e-05_sd_epsilon_1,BBBBBBD,7,nov,6,44.895
v_1_ap_10_bp_10_weig_1e-05_sd_epsilon_1,BBBBBD,6,nov,5,50.09
v_1_ap_10_bp_10_weig_1e-05_sd_epsilon_1,BBBBD,5,nov,4,53.23684210526316
v_1_ap_10_bp_10_weig_1e-05_sd_epsilon_1,BBBD,4,nov,3,45.6225
v_1_ap_10_bp_10_weig_1e-05_sd_epsilon_1,BBD,3,nov,2,51.315
v_1_ap_10_bp_10_weig_1e-05_sd_epsilon_1,BD,2,nov,1,45.0575
v_2_ap_0.100000001490116_bp_0.100000001490116_weig_1e-04_sd_epsilon_0.100000001490116,B,1,fam,0,21.335
v_2_ap_0.100000001490116_bp_0.100000001490116_weig_1e-04_sd_epsilon_0.100000001490116,BB,2,fam,1,15.88
v_2_ap_0.100000001490116_bp_0.100000001490116_weig_1e-04_sd_epsilon_0.100000001490116,BBB,3,fam,2,14.72
v_2_ap_0.100000001490116_bp_0.100000001490116_weig_1e-04_sd_epsilon_0.100000001490116,BBBB,4,fam,3,11.28
v_2_ap_0.100000001490116_bp_0.100000001490116_weig_1e-04_sd_epsilon_0.100000001490116,BBBBB,5,fam,4,9.28
v_2_ap_0.100000001490116_bp_0.100000001490116_weig_1e-04_sd_epsilon_0.100000001490116,BBBBBB,6,fam,5,8.3175
v_2_ap_0.100000001490116_bp_0.100000001490116_weig_1e-04_sd_epsilon_0.100000001490116,BBBBBBB,7,fam,6,7.3525
v_2_ap_0.100000001490116_bp_0.100000001490116_weig_1e-04_sd_epsilon_0.100000001490116,BBBBBBBB,8,fam,7,6.425
v_2_ap_0.100000001490116_bp_0.100000001490116_weig_1e-04_sd_epsilon_0.100000001490116,BBBBBBBBB,9,fam,8,5.9325
v_2_ap_0.100000001490116_bp_0.100000001490116_weig_1e-04_sd_epsilon_0.100000001490116,BBBBBBBBBB,10,fam,9,5.285
v_2_ap_0.100000001490116_bp_0.100000001490116_weig_1e-04_sd_epsilon_0.100000001490116,BBBBBBBBBD,10,nov,9,15.155
v_2_ap_0.100000001490116_bp_0.100000001490116_weig_1e-04_sd_epsilon_0.100000001490116,BBBBBBBBD,9,nov,8,21.9975
v_2_ap_0.100000001490116_bp_0.100000001490116_weig_1e-04_sd_epsilon_0.100000001490116,BBBBBBBD,8,nov,7,16.245
v_2_ap_0.100000001490116_bp_0.100000001490116_weig_1e-04_sd_epsilon_0.100000001490116,BBBBBBD,7,nov,6,19.545
v_2_ap_0.100000001490116_bp_0.100000001490116_weig_1e-04_sd_epsilon_0.100000001490116,BBBBBD,6,nov,5,23.44
v_2_ap_0.100000001490116_bp_0.100000001490116_weig_1e-04_sd_epsilon_0.100000001490116,BBBBD,5,nov,4,23.11
v_2_ap_0.100000001490116_bp_0.100000001490116_weig_1e-04_sd_epsilon_0.100000001490116,BBBD,4,nov,3,23.8925
v_2_ap_0.100000001490116_bp_0.100000001490116_weig_1e-04_sd_epsilon_0.100000001490116,BBD,3,nov,2,24.9025
v_2_ap_0.100000001490116_bp_0.100000001490116_weig_1e-04_sd_epsilon_0.100000001490116,BD,2,nov,1,22.0325
v_2_ap_0.100000001490116_bp_0.100000001490116_weig_1e-04_sd_epsilon_0.5,B,1,fam,0,21.8475
v_2_ap_0.100000001490116_bp_0.100000001490116_weig_1e-04_sd_epsilon_0.5,BB,2,fam,1,18.6075
v_2_ap_0.100000001490116_bp_0.100000001490116_weig_1e-04_sd_epsilon_0.5,BBB,3,fam,2,15.0475
v_2_ap_0.100000001490116_bp_0.100000001490116_weig_1e-04_sd_epsilon_0.5,BBBB,4,fam,3,11.7825
v_2_ap_0.100000001490116_bp_0.100000001490116_weig_1e-04_sd_epsilon_0.5,BBBBB,5,fam,4,10.245
v_2_ap_0.100000001490116_bp_0.100000001490116_weig_1e-04_sd_epsilon_0.5,BBBBBB,6,fam,5,8.8325
v_2_ap_0.100000001490116_bp_0.100000001490116_weig_1e-04_sd_epsilon_0.5,BBBBBBB,7,fam,6,7.1875
v_2_ap_0.100000001490116_bp_0.100000001490116_weig_1e-04_sd_epsilon_0.5,BBBBBBBB,8,fam,7,6.8025
v_2_ap_0.100000001490116_bp_0.100000001490116_weig_1e-04_sd_epsilon_0.5,BBBBBBBBB,9,fam,8,5.79
v_2_ap_0.100000001490116_bp_0.100000001490116_weig_1e-04_sd_epsilon_0.5,BBBBBBBBBB,10,fam,9,5.6475
v_2_ap_0.100000001490116_bp_0.100000001490116_weig_1e-04_sd_epsilon_0.5,BBBBBBBBBD,10,nov,9,20.8725
