trial_id,stim_id,param_id,index,sample_n_mean,sample_n_std
0,46,22,0,25.3,26.89570499853873
0,30,108,0,29.45,24.049236775284246
0,46,22,0,25.7,39.06148998694238
0,30,108,0,26.65,14.925340514496954
0,46,22,0,20.7,35.3688831423448
0,30,108,0,24.7,17.723312034540392
0,46,22,0,21.75,26.714622449729266
0,30,108,0,31.75,23.19000465264019
0,46,22,0,48.0,108.23463790351619
0,29,65,0,8.4,7.351333570391014
0,24,9,0,15.55,13.716969897098075
0,47,22,0,17.2,21.182415746134936
0,29,65,0,12.15,11.540660384278846
0,30,108,0,32.95,48.282583762023776
0,24,9,0,15.45,12.734019913518853
0,29,65,0,15.95,14.046820205823694
0,24,9,0,16.95,22.640148316419523
0,47,22,0,28.85,47.25215116239349
0,29,65,0,11.85,11.230948781216828
0,24,9,0,16.35,20.602184350209082
0,47,22,0,22.25,28.805838224038435
0,29,65,0,10.85,11.490384996527357
0,24,9,0,11.7,12.876334882255895
0,41,108,0,51.75,108.97796735313544
0,26,65,0,10.5,11.11897382618416
0,47,22,0,18.45,15.51730782401584
0,39,9,0,13.65,10.484449637941244
0,39,9,0,9.5,6.863327411532597
0,47,22,0,11.5,8.457323204742366
0,26,65,0,15.65,16.21329863511984
0,41,108,0,18.8,22.180123866580235
0,39,9,0,12.3,16.399935815022026
0,26,65,0,12.0,21.07630248207189
0,39,9,0,8.95,8.165878945182104
0,26,65,0,5.75,6.671818185077951
0,36,22,0,27.5,36.44967691720217
0,41,108,0,21.5,17.111092124239484
0,39,9,0,8.35,9.980375480754322
0,26,65,0,13.9,14.293539210352863
0,38,9,0,13.4,11.913724946684944
0,41,108,0,20.6,21.42158282028468
0,36,22,0,28.95,23.553913519949568
0,39,65,0,12.5,15.36400441222754
0,38,9,0,11.0,11.37402396043861
0,41,108,0,14.25,11.538836026311548
0,36,22,0,18.35,15.855515394368377
0,39,65,0,11.05,9.533735116058024
0,38,9,0,13.55,13.937737489126041
0,38,9,0,9.1,6.687773604830959
0,39,65,0,11.1,11.451959152086276
0,36,22,0,14.7,14.440804759613059
0,33,108,0,25.1,20.480799737674715
0,39,65,0,11.15,10.07485144202868
0,38,9,0,15.5,17.41596363896308
0,36,22,0,16.2,14.759831692094167
0,34,9,0,11.2,9.395407612792875
0,39,65,0,17.15,21.372079671236587
0,33,108,0,29.95,30.000833321759576
0,34,9,0,22.85,19.3643051976949
0,44,65,0,19.0,22.247412623068165
0,24,22,0,53.0,108.07891853446236
0,34,9,0,15.5,18.599660438326627
0,44,65,0,14.1,12.859156066275972
0,33,108,0,39.65,46.08147818352779
0,34,9,0,18.5,19.066366087681043
0,24,22,0,21.6,20.858924632926435
0,44,65,0,19.45,18.126674151356994
0,34,9,0,10.45,10.806796107323535
0,33,108,0,19.6,12.300620437924858
0,35,9,0,10.35,13.156047238717578
0,44,65,0,12.75,11.665852101889424
0,24,22,0,33.4,36.07214992206591
0,35,9,0,10.7,10.800097465447148
0,44,65,0,12.45,10.20049018429997
0,35,9,0,10.55,9.472814287544953
0,24,22,0,18.15,24.19498643151206
0,33,108,0,31.55,31.341035820722162
0,35,9,0,10.5,11.01434471376687
0,24,22,0,18.55,14.203316884668727
0,35,9,0,14.7,10.508643059280702
0,28,65,0,39.5,108.98985949933237
0,34,108,0,29.65,42.44659182896474
0,44,9,0,11.45,10.440180478375488
0,47,22,0,23.45,21.26889253049355
0,28,65,0,13.0,13.564659966250536
0,44,9,0,13.2,11.468951220807558
0,44,9,0,11.95,14.449458194176803
0,34,108,0,30.75,29.577507456992063
0,28,65,0,19.9,32.436009878560974
0,44,9,0,11.35,9.44387855201787
0,47,22,0,45.8,69.81976797440679
0,44,9,0,10.65,8.725491993367239
0,28,65,0,19.15,18.601853331547932
0,47,9,0,6.1,6.2903434765226915
0,34,108,0,27.5,25.508512511048462
0,47,22,0,26.6,20.448651995206255
0,28,65,0,12.3,16.499122783699107
0,47,9,0,15.1,14.171505881428708
0,32,65,0,12.9,14.563472691707334
0,47,9,0,11.6,9.264533390698553
0,47,22,0,19.15,18.85477742056234
0,34,108,0,29.9,27.399385317730648
0,47,9,0,9.6,12.240571022112016
0,32,65,0,15.55,23.17774567849173
0,47,22,0,29.55,44.13314186103585
0,47,9,0,19.05,24.424911786728597
0,32,65,0,16.4,13.662857834674497
0,43,9,0,11.3,9.608658376145636
0,34,108,0,37.25,42.28583811707128
0,25,22,0,23.25,18.370098701852136
0,43,9,0,9.15,5.6872433429654885
0,32,65,0,16.3,19.21649510734271
0,43,9,0,13.2,9.54545910230012
0,25,22,0,21.95,23.57624808327675
0,39,108,0,26.15,22.3047670146753
0,32,65,0,14.15,14.950004400633043
0,43,9,0,9.7,10.58847436950594
0,42,65,0,13.95,14.460381446523026
0,43,9,0,12.05,12.124247128009749
0,39,108,0,18.75,19.633148660257973
0,25,22,0,25.95,25.68324253999913
0,42,65,0,6.7,5.722531644390673
0,30,9,0,20.25,25.01552149745181
0,42,65,0,15.95,16.05082388441232
0,25,22,0,24.45,23.453144778472673
0,39,108,0,25.0,19.314570447694337
0,30,9,0,14.85,15.366659055445844
0,42,65,0,13.25,13.376629266235787
0,30,9,0,13.4,17.358146881447187
0,25,22,0,21.45,24.52383373481054
0,42,65,0,7.45,7.667257795670051
0,39,108,0,21.6,19.845190322780187
0,29,65,0,13.65,15.768973533993565
0,27,22,0,26.25,26.253571185650152
0,30,9,0,33.1,110.28904607534933
0,39,108,0,24.6,20.037858904425995
0,27,22,0,17.6,18.201792855592405
0,29,65,0,21.4,28.07958614179947
0,30,9,0,15.5,19.080163300636276
0,46,108,0,24.15,21.086975276596437
0,29,65,0,10.55,10.257089974102893
0,41,9,0,12.15,8.869076970902299
0,27,22,0,18.5,18.251171555763065
0,29,65,0,10.3,10.208871271182675
0,41,9,0,15.55,18.523029762405162
0,27,22,0,17.6,21.658594987720353
0,46,108,0,23.85,20.42515219295228
0,29,65,0,12.3,12.937501589117625
0,41,9,0,11.45,7.789838184928389
0,27,22,0,16.05,18.774212437052558
0,41,9,0,10.5,9.891516833284868
0,29,65,0,18.35,21.87590599627578
0,41,9,0,11.75,13.360881628647748
0,46,108,0,27.6,25.039757859935676
0,29,65,0,15.2,15.292240894615393
0,47,9,0,17.25,21.430118991736837
