batch_id,index,sample+n,param_id,trial_id,stim_id
9,0,13,144,17,155
10,1,9,144,17,155
11,2,6,144,17,155
12,3,6,144,17,155
13,4,6,144,17,155
14,5,4,144,17,155
15,6,7,144,17,155
16,7,6,144,17,155
17,8,1,144,17,155
18,0,26,144,17,155
19,1,51,144,17,155
20,2,3,144,17,155
21,3,2,144,17,155
22,4,3,144,17,155
23,5,2,144,17,155
24,6,1,144,17,155
25,7,6,144,17,155
26,8,36,144,17,155
27,0,8,144,17,155
28,1,4,144,17,155
29,2,13,144,17,155
30,3,16,144,17,155
31,4,16,144,17,155
32,5,16,144,17,155
33,6,15,144,17,155
34,7,14,144,17,155
35,8,3,144,17,155
36,0,21,144,17,155
37,1,4,144,17,155
38,2,3,144,17,155
39,3,4,144,17,155
40,4,5,144,17,155
41,5,2,144,17,155
42,6,3,144,17,155
43,7,4,144,17,155
44,8,14,144,17,155
45,0,101,144,17,155
46,1,6,144,17,155
47,2,87,144,17,155
48,3,30,144,17,155
49,4,8,144,17,155
50,5,8,144,17,155
51,6,6,144,17,155
52,7,6,144,17,155
53,8,1,144,17,155
54,0,41,144,17,155
55,1,13,144,17,155
56,2,4,144,17,155
57,3,3,144,17,155
58,4,1,144,17,155
59,5,2,144,17,155
60,6,2,144,17,155
61,7,2,144,17,155
62,8,20,144,17,155
63,0,43,144,17,155
64,1,7,144,17,155
65,2,7,144,17,155
66,3,8,144,17,155
67,4,6,144,17,155
68,5,6,144,17,155
69,6,6,144,17,155
70,7,5,144,17,155
71,8,8,144,17,155
72,0,13,144,17,155
73,1,66,144,17,155
74,2,10,144,17,155
75,3,7,144,17,155
76,4,4,144,17,155
77,5,5,144,17,155
78,6,1,144,17,155
79,7,1,144,17,155
80,8,53,144,17,155
81,0,31,144,17,155
82,1,1,144,17,155
83,2,8,144,17,155
84,3,5,144,17,155
85,4,4,144,17,155
86,5,9,144,17,155
87,6,3,144,17,155
88,7,3,144,17,155
89,8,7,144,17,155
90,0,2,144,17,155
91,1,3,144,17,155
92,2,10,144,17,155
93,3,44,144,17,155
94,4,3,144,17,155
95,5,3,144,17,155
96,6,2,144,17,155
97,7,2,144,17,155
98,8,2,144,17,155
99,0,42,144,17,155
100,1,10,144,17,155
101,2,7,144,17,155
102,3,6,144,17,155
103,4,1,144,17,155
104,5,3,144,17,155
105,6,3,144,17,155
106,7,2,144,17,155
107,8,1,144,17,155
108,0,12,144,17,155
109,1,13,144,17,155
110,2,3,144,17,155
111,3,2,144,17,155
112,4,35,144,17,155
113,5,10,144,17,155
114,6,4,144,17,155
115,7,12,144,17,155
116,8,3,144,17,155
117,0,18,144,17,155
118,1,56,144,17,155
119,2,11,144,17,155
120,3,5,144,17,155
121,4,2,144,17,155
122,5,6,144,17,155
123,6,7,144,17,155
124,7,1,144,17,155
125,8,4,144,17,155
126,0,63,144,17,155
127,1,2,144,17,155
128,2,3,144,17,155
129,3,73,144,17,155
130,4,15,144,17,155
131,5,11,144,17,155
132,6,19,144,17,155
133,7,28,144,17,155
134,8,8,144,17,155
135,0,35,144,17,155
136,1,30,144,17,155
137,2,5,144,17,155
138,3,5,144,17,155
139,4,6,144,17,155
140,5,5,144,17,155
141,6,3,144,17,155
142,7,4,144,17,155
143,8,2,144,17,155
144,0,26,144,17,155
145,1,15,144,17,155
146,2,5,144,17,155
147,3,1,144,17,155
148,4,1,144,17,155
149,5,1,144,17,155
150,6,1,144,17,155
151,7,2,144,17,155
152,8,1,144,17,155
153,0,12,144,17,155
154,1,2,144,17,155
155,2,3,144,17,155
156,3,23,144,17,155
157,4,5,144,17,155
158,5,5,144,17,155
159,6,3,144,17,155
160,7,2,144,17,155
161,8,51,144,17,155
162,0,1,144,17,155
163,1,3,144,17,155
164,2,1,144,17,155
165,3,2,144,17,155
166,4,38,144,17,155
167,5,4,144,17,155
168,6,1,144,17,155
169,7,1,144,17,155
170,8,2,144,17,155
171,0,5,144,17,155
172,1,3,144,17,155
173,2,23,144,17,155
174,3,16,144,17,155
175,4,6,144,17,155
176,5,4,144,17,155
177,6,4,144,17,155
178,7,3,144,17,155
179,8,58,144,17,155
0,0,48,148,17,579
1,1,27,148,17,579
2,2,8,148,17,579
3,3,1,148,17,579
4,4,11,148,17,579
5,5,31,148,17,579
6,6,5,148,17,579
7,7,5,148,17,579
8,8,45,148,17,579
9,0,154,148,17,579
10,1,9,148,17,579
11,2,21,148,17,579
12,3,12,148,17,579
13,4,10,148,17,579
14,5,6,148,17,579
15,6,3,148,17,579
16,7,17,148,17,579
17,8,25,148,17,579
18,0,62,148,17,579
19,1,9,148,17,579
20,2,3,148,17,579
21,3,8,148,17,579
22,4,19,148,17,579
23,5,4,148,17,579
24,6,1,148,17,579
25,7,2,148,17,579
26,8,2,148,17,579
27,0,77,148,17,579
28,1,2,148,17,579
29,2,37,148,17,579
30,3,7,148,17,579
31,4,15,148,17,579
32,5,10,148,17,579
33,6,5,148,17,579
34,7,13,148,17,579
35,8,12,148,17,579
36,0,60,148,17,579
37,1,13,148,17,579
38,2,7,148,17,579
39,3,13,148,17,579
40,4,13,148,17,579
41,5,12,148,17,579
42,6,6,148,17,579
43,7,7,148,17,579
44,8,85,148,17,579
45,0,29,148,17,579
46,1,9,148,17,579
47,2,12,148,17,579
48,3,10,148,17,579
49,4,6,148,17,579
50,5,9,148,17,579
51,6,12,148,17,579
52,7,9,148,17,579
53,8,59,148,17,579
54,0,24,148,17,579
55,1,10,148,17,579
56,2,10,148,17,579
57,3,7,148,17,579
58,4,5,148,17,579
59,5,6,148,17,579
60,6,6,148,17,579
61,7,4,148,17,579
62,8,4,148,17,579
63,0,78,148,17,579
64,1,5,148,17,579
65,2,3,148,17,579
66,3,4,148,17,579
67,4,15,148,17,579
68,5,6,148,17,579
69,6,2,148,17,579
70,7,5,148,17,579
71,8,10,148,17,579
72,0,16,148,17,579
73,1,5,148,17,579
74,2,4,148,17,579
75,3,14,148,17,579
76,4,16,148,17,579
77,5,5,148,17,579
78,6,7,148,17,579
79,7,5,148,17,579
80,8,33,148,17,579
81,0,41,148,17,579
82,1,11,148,17,579
83,2,2,148,17,579
84,3,1,148,17,579
85,4,1,148,17,579
86,5,2,148,17,579
87,6,1,148,17,579
88,7,2,148,17,579
89,8,38,148,17,579
90,0,21,148,17,579
91,1,7,148,17,579
92,2,4,148,17,579
93,3,4,148,17,579
94,4,3,148,17,579
95,5,3,148,17,579
96,6,2,148,17,579
97,7,2,148,17,579
98,8,3,148,17,579
99,0,58,148,17,579
100,1,2,148,17,579
101,2,15,148,17,579
102,3,15,148,17,579
103,4,14,148,17,579
104,5,5,148,17,579
105,6,1,148,17,579
106,7,4,148,17,579
107,8,4,148,17,579
108,0,46,148,17,579
109,1,9,148,17,579
110,2,13,148,17,579
111,3,6,148,17,579
112,4,5,148,17,579
113,5,2,148,17,579
114,6,1,148,17,579
115,7,1,148,17,579
116,8,51,148,17,579
117,0,71,148,17,579
118,1,10,148,17,579
119,2,2,148,17,579
120,3,6,148,17,579
121,4,19,148,17,579
122,5,2,148,17,579
123,6,10,148,17,579
124,7,2,148,17,579
125,8,2,148,17,579
126,0,92,148,17,579
127,1,6,148,17,579
128,2,17,148,17,579
129,3,15,148,17,579
130,4,7,148,17,579
131,5,9,148,17,579
132,6,5,148,17,579
133,7,2,148,17,579
134,8,41,148,17,579
135,0,39,148,17,579
136,1,31,148,17,579
137,2,12,148,17,579
138,3,3,148,17,579
139,4,4,148,17,579
140,5,2,148,17,579
141,6,5,148,17,579
142,7,2,148,17,579
143,8,49,148,17,579
144,0,12,148,17,579
145,1,2,148,17,579
146,2,2,148,17,579
147,3,3,148,17,579
148,4,1,148,17,579
149,5,1,148,17,579
150,6,1,148,17,579
151,7,1,148,17,579
152,8,1,148,17,579
153,0,57,148,17,579
154,1,27,148,17,579
155,2,7,148,17,579
156,3,29,148,17,579
157,4,1,148,17,579
158,5,29,148,17,579
159,6,7,148,17,579
160,7,9,148,17,579
161,8,3,148,17,579
162,0,34,148,17,579
163,1,43,148,17,579
164,2,2,148,17,579
165,3,12,148,17,579
166,4,2,148,17,579
167,5,9,148,17,579
168,6,3,148,17,579
169,7,6,148,17,579
170,8,2,148,17,579
171,0,59,148,17,579
172,1,6,148,17,579
173,2,17,148,17,579
174,3,3,148,17,579
175,4,4,148,17,579
176,5,5,148,17,579
177,6,14,148,17,579
178,7,8,148,17,579
179,8,8,148,17,579
0,0,4,140,16,227
1,1,7,140,16,227
2,2,2,140,16,227
3,3,2,140,16,227
4,4,1,140,16,227
5,5,2,140,16,227
6,6,2,140,16,227
7,7,1,140,16,227
8,8,1,140,16,227
9,0,4,140,16,227
10,1,3,140,16,227
11,2,4,140,16,227
12,3,2,140,16,227
13,4,4,140,16,227
14,5,3,140,16,227
15,6,3,140,16,227
16,7,2,140,16,227
17,8,3,140,16,227
18,0,20,140,16,227
19,1,2,140,16,227
20,2,2,140,16,227
21,3,1,140,16,227
22,4,2,140,16,227
23,5,2,140,16,227
24,6,1,140,16,227
25,7,1,140,16,227
26,8,1,140,16,227
27,0,33,140,16,227
28,1,7,140,16,227
29,2,15,140,16,227
30,3,8,140,16,227
31,4,10,140,16,227
32,5,6,140,16,227
33,6,6,140,16,227
34,7,5,140,16,227
35,8,5,140,16,227
36,0,24,140,16,227
37,1,5,140,16,227
38,2,2,140,16,227
39,3,3,140,16,227
40,4,2,140,16,227
41,5,2,140,16,227
42,6,1,140,16,227
43,7,2,140,16,227
44,8,2,140,16,227
45,0,60,140,16,227
46,1,26,140,16,227
47,2,13,140,16,227
48,3,10,140,16,227
49,4,9,140,16,227
50,5,9,140,16,227
51,6,7,140,16,227
52,7,7,140,16,227
53,8,12,140,16,227
54,0,29,140,16,227
55,1,4,140,16,227
56,2,1,140,16,227
57,3,2,140,16,227
58,4,1,140,16,227
59,5,1,140,16,227
60,6,1,140,16,227
61,7,2,140,16,227
62,8,2,140,16,227
63,0,7,140,16,227
64,1,2,140,16,227
65,2,6,140,16,227
66,3,2,140,16,227
67,4,12,140,16,227
68,5,8,140,16,227
69,6,3,140,16,227
70,7,6,140,16,227
71,8,3,140,16,227
72,0,18,140,16,227
73,1,23,140,16,227
74,2,4,140,16,227
75,3,9,140,16,227
76,4,8,140,16,227
77,5,1,140,16,227
78,6,6,140,16,227
79,7,1,140,16,227
80,8,9,140,16,227
81,0,61,140,16,227
82,1,11,140,16,227
83,2,4,140,16,227
84,3,12,140,16,227
85,4,40,140,16,227
86,5,8,140,16,227
87,6,4,140,16,227
88,7,4,140,16,227
89,8,11,140,16,227
90,0,32,140,16,227
91,1,1,140,16,227
92,2,8,140,16,227
93,3,6,140,16,227
94,4,4,140,16,227
95,5,7,140,16,227
96,6,5,140,16,227
97,7,9,140,16,227
98,8,6,140,16,227
99,0,58,140,16,227
100,1,8,140,16,227
101,2,3,140,16,227
102,3,3,140,16,227
103,4,3,140,16,227
104,5,3,140,16,227
105,6,1,140,16,227
106,7,2,140,16,227
107,8,2,140,16,227
108,0,9,140,16,227
109,1,4,140,16,227
110,2,3,140,16,227
111,3,3,140,16,227
112,4,3,140,16,227
113,5,3,140,16,227
114,6,2,140,16,227
115,7,4,140,16,227
116,8,3,140,16,227
117,0,52,140,16,227
118,1,15,140,16,227
119,2,24,140,16,227
120,3,23,140,16,227
121,4,10,140,16,227
122,5,15,140,16,227
123,6,6,140,16,227
124,7,28,140,16,227
125,8,3,140,16,227
126,0,19,140,16,227
127,1,1,140,16,227
128,2,1,140,16,227
129,3,1,140,16,227
130,4,1,140,16,227
131,5,1,140,16,227
132,6,1,140,16,227
133,7,1,140,16,227
134,8,1,140,16,227
135,0,37,140,16,227
136,1,7,140,16,227
137,2,6,140,16,227
138,3,2,140,16,227
139,4,11,140,16,227
140,5,9,140,16,227
141,6,9,140,16,227
142,7,9,140,16,227
143,8,9,140,16,227
144,0,36,140,16,227
145,1,3,140,16,227
146,2,16,140,16,227
147,3,12,140,16,227
148,4,3,140,16,227
149,5,4,140,16,227
150,6,3,140,16,227
151,7,4,140,16,227
152,8,1,140,16,227
153,0,24,140,16,227
154,1,8,140,16,227
155,2,10,140,16,227
156,3,7,140,16,227
157,4,4,140,16,227
158,5,11,140,16,227
159,6,20,140,16,227
160,7,4,140,16,227
161,8,8,140,16,227
162,0,34,140,16,227
163,1,38,140,16,227
164,2,9,140,16,227
165,3,9,140,16,227
166,4,16,140,16,227
167,5,14,140,16,227
168,6,6,140,16,227
169,7,15,140,16,227
170,8,7,140,16,227
171,0,24,140,16,227
172,1,15,140,16,227
173,2,6,140,16,227
174,3,34,140,16,227
175,4,18,140,16,227
176,5,6,140,16,227
177,6,7,140,16,227
178,7,4,140,16,227
179,8,4,140,16,227
0,0,70,156,17,896
1,1,4,156,17,896
2,2,3,156,17,896
3,3,5,156,17,896
4,4,5,156,17,896
5,5,3,156,17,896
6,6,3,156,17,896
7,7,2,156,17,896
8,8,1,156,17,896
9,0,58,156,17,896
10,1,4,156,17,896
11,2,3,156,17,896
12,3,4,156,17,896
13,4,2,156,17,896
14,5,3,156,17,896
15,6,3,156,17,896
16,7,4,156,17,896
17,8,2,156,17,896
18,0,56,156,17,896
19,1,20,156,17,896
20,2,4,156,17,896
21,3,2,156,17,896
22,4,3,156,17,896
23,5,3,156,17,896
24,6,2,156,17,896
25,7,3,156,17,896
26,8,2,156,17,896
27,0,25,156,17,896
28,1,35,156,17,896
29,2,4,156,17,896
30,3,8,156,17,896
31,4,7,156,17,896
32,5,6,156,17,896
33,6,4,156,17,896
34,7,8,156,17,896
35,8,40,156,17,896
36,0,14,156,17,896
37,1,4,156,17,896
38,2,42,156,17,896
39,3,4,156,17,896
40,4,3,156,17,896
41,5,2,156,17,896
42,6,3,156,17,896
43,7,1,156,17,896
44,8,1,156,17,896
45,0,88,156,17,896
46,1,1,156,17,896
47,2,19,156,17,896
48,3,3,156,17,896
49,4,3,156,17,896
50,5,1,156,17,896
51,6,1,156,17,896
52,7,1,156,17,896
53,8,37,156,17,896
54,0,17,156,17,896
55,1,2,156,17,896
56,2,62,156,17,896
57,3,10,156,17,896
58,4,1,156,17,896
59,5,3,156,17,896
60,6,6,156,17,896
61,7,3,156,17,896
62,8,5,156,17,896
63,0,2,156,17,896
64,1,8,156,17,896
65,2,29,156,17,896
66,3,17,156,17,896
67,4,2,156,17,896
68,5,7,156,17,896
69,6,5,156,17,896
70,7,6,156,17,896
71,8,5,156,17,896
72,0,19,156,17,896
73,1,1,156,17,896
74,2,2,156,17,896
75,3,1,156,17,896
76,4,1,156,17,896
77,5,1,156,17,896
78,6,1,156,17,896
79,7,1,156,17,896
80,8,14,156,17,896
81,0,19,156,17,896
82,1,24,156,17,896
83,2,3,156,17,896
84,3,3,156,17,896
85,4,3,156,17,896
86,5,3,156,17,896
87,6,3,156,17,896
88,7,5,156,17,896
89,8,4,156,17,896
90,0,58,156,17,896
91,1,13,156,17,896
92,2,3,156,17,896
93,3,2,156,17,896
94,4,1,156,17,896
95,5,1,156,17,896
96,6,8,156,17,896
97,7,2,156,17,896
98,8,42,156,17,896
99,0,7,156,17,896
100,1,5,156,17,896
101,2,2,156,17,896
102,3,2,156,17,896
103,4,2,156,17,896
104,5,2,156,17,896
105,6,2,156,17,896
106,7,2,156,17,896
107,8,1,156,17,896
108,0,85,156,17,896
109,1,3,156,17,896
110,2,26,156,17,896
111,3,4,156,17,896
112,4,7,156,17,896
113,5,3,156,17,896
114,6,5,156,17,896
115,7,2,156,17,896
116,8,78,156,17,896
117,0,76,156,17,896
118,1,32,156,17,896
119,2,25,156,17,896
120,3,8,156,17,896
121,4,3,156,17,896
122,5,3,156,17,896
123,6,4,156,17,896
124,7,2,156,17,896
125,8,39,156,17,896
126,0,28,156,17,896
127,1,1,156,17,896
128,2,2,156,17,896
129,3,1,156,17,896
130,4,1,156,17,896
131,5,1,156,17,896
132,6,2,156,17,896
133,7,1,156,17,896
134,8,1,156,17,896
135,0,29,156,17,896
136,1,1,156,17,896
137,2,6,156,17,896
138,3,3,156,17,896
139,4,4,156,17,896
140,5,3,156,17,896
141,6,3,156,17,896
142,7,3,156,17,896
143,8,5,156,17,896
144,0,11,156,17,896
145,1,39,156,17,896
146,2,40,156,17,896
147,3,19,156,17,896
148,4,22,156,17,896
149,5,29,156,17,896
150,6,36,156,17,896
151,7,3,156,17,896
152,8,53,156,17,896
153,0,25,156,17,896
154,1,6,156,17,896
155,2,49,156,17,896
156,3,19,156,17,896
157,4,6,156,17,896
158,5,10,156,17,896
159,6,9,156,17,896
160,7,7,156,17,896
161,8,8,156,17,896
162,0,38,156,17,896
163,1,50,156,17,896
164,2,9,156,17,896
165,3,5,156,17,896
166,4,8,156,17,896
167,5,2,156,17,896
168,6,3,156,17,896
169,7,3,156,17,896
170,8,5,156,17,896
171,0,22,156,17,896
172,1,3,156,17,896
173,2,5,156,17,896
174,3,62,156,17,896
175,4,3,156,17,896
176,5,13,156,17,896
177,6,5,156,17,896
178,7,3,156,17,896
179,8,104,156,17,896
0,0,17,146,17,1346
1,1,9,146,17,1346
2,2,11,146,17,1346
3,3,6,146,17,1346
4,4,2,146,17,1346
5,5,3,146,17,1346
6,6,2,146,17,1346
7,7,4,146,17,1346
8,8,44,146,17,1346
9,0,46,146,17,1346
10,1,5,146,17,1346
11,2,1,146,17,1346
12,3,1,146,17,1346
13,4,2,146,17,1346
14,5,3,146,17,1346
15,6,1,146,17,1346
16,7,2,146,17,1346
17,8,1,146,17,1346
18,0,109,146,17,1346
19,1,6,146,17,1346
20,2,1,146,17,1346
21,3,4,146,17,1346
22,4,5,146,17,1346
23,5,12,146,17,1346
24,6,1,146,17,1346
25,7,2,146,17,1346
26,8,4,146,17,1346
27,0,52,146,17,1346
28,1,4,146,17,1346
29,2,8,146,17,1346
30,3,3,146,17,1346
31,4,6,146,17,1346
32,5,2,146,17,1346
33,6,1,146,17,1346
34,7,1,146,17,1346
35,8,24,146,17,1346
36,0,67,146,17,1346
37,1,40,146,17,1346
38,2,40,146,17,1346
39,3,20,146,17,1346
40,4,5,146,17,1346
41,5,1,146,17,1346
42,6,6,146,17,1346
43,7,9,146,17,1346
44,8,26,146,17,1346
45,0,1,146,17,1346
46,1,47,146,17,1346
47,2,9,146,17,1346
48,3,9,146,17,1346
49,4,13,146,17,1346
50,5,11,146,17,1346
51,6,3,146,17,1346
52,7,7,146,17,1346
53,8,1,146,17,1346
54,0,56,146,17,1346
55,1,5,146,17,1346
56,2,5,146,17,1346
57,3,7,146,17,1346
58,4,12,146,17,1346
59,5,1,146,17,1346
60,6,4,146,17,1346
61,7,3,146,17,1346
62,8,6,146,17,1346
63,0,19,146,17,1346
64,1,40,146,17,1346
65,2,2,146,17,1346
66,3,7,146,17,1346
67,4,6,146,17,1346
68,5,5,146,17,1346
69,6,4,146,17,1346
70,7,4,146,17,1346
71,8,1,146,17,1346
72,0,34,146,17,1346
73,1,20,146,17,1346
74,2,12,146,17,1346
75,3,7,146,17,1346
76,4,5,146,17,1346
77,5,5,146,17,1346
78,6,4,146,17,1346
79,7,2,146,17,1346
80,8,2,146,17,1346
81,0,46,146,17,1346
82,1,4,146,17,1346
83,2,3,146,17,1346
84,3,23,146,17,1346
85,4,1,146,17,1346
86,5,5,146,17,1346
87,6,14,146,17,1346
88,7,7,146,17,1346
89,8,30,146,17,1346
90,0,10,146,17,1346
91,1,6,146,17,1346
92,2,40,146,17,1346
93,3,18,146,17,1346
94,4,2,146,17,1346
95,5,10,146,17,1346
96,6,10,146,17,1346
97,7,11,146,17,1346
98,8,10,146,17,1346
99,0,58,146,17,1346
100,1,12,146,17,1346
101,2,18,146,17,1346
102,3,6,146,17,1346
103,4,9,146,17,1346
104,5,10,146,17,1346
105,6,3,146,17,1346
106,7,2,146,17,1346
107,8,51,146,17,1346
108,0,41,146,17,1346
109,1,22,146,17,1346
110,2,3,146,17,1346
111,3,4,146,17,1346
112,4,6,146,17,1346
113,5,4,146,17,1346
114,6,2,146,17,1346
115,7,1,146,17,1346
116,8,1,146,17,1346
117,0,32,146,17,1346
118,1,25,146,17,1346
119,2,35,146,17,1346
120,3,9,146,17,1346
121,4,3,146,17,1346
122,5,18,146,17,1346
123,6,11,146,17,1346
124,7,5,146,17,1346
125,8,21,146,17,1346
126,0,10,146,17,1346
127,1,6,146,17,1346
128,2,4,146,17,1346
129,3,4,146,17,1346
130,4,2,146,17,1346
131,5,2,146,17,1346
132,6,2,146,17,1346
133,7,2,146,17,1346
134,8,7,146,17,1346
135,0,10,146,17,1346
136,1,50,146,17,1346
137,2,16,146,17,1346
138,3,6,146,17,1346
139,4,9,146,17,1346
140,5,11,146,17,1346
141,6,2,146,17,1346
142,7,2,146,17,1346
143,8,46,146,17,1346
144,0,29,146,17,1346
145,1,5,146,17,1346
146,2,6,146,17,1346
147,3,15,146,17,1346
148,4,7,146,17,1346
149,5,11,146,17,1346
150,6,9,146,17,1346
151,7,9,146,17,1346
152,8,16,146,17,1346
153,0,50,146,17,1346
154,1,4,146,17,1346
155,2,1,146,17,1346
156,3,3,146,17,1346
157,4,9,146,17,1346
158,5,1,146,17,1346
159,6,2,146,17,1346
160,7,1,146,17,1346
161,8,2,146,17,1346
162,0,8,146,17,1346
163,1,2,146,17,1346
164,2,1,146,17,1346
165,3,2,146,17,1346
166,4,2,146,17,1346
167,5,1,146,17,1346
168,6,1,146,17,1346
169,7,1,146,17,1346
170,8,1,146,17,1346
171,0,41,146,17,1346
172,1,16,146,17,1346
173,2,30,146,17,1346
174,3,4,146,17,1346
175,4,5,146,17,1346
176,5,4,146,17,1346
177,6,4,146,17,1346
178,7,7,146,17,1346
179,8,22,146,17,1346
0,0,1,90,17,326
1,1,17,90,17,326
2,2,5,90,17,326
3,3,20,90,17,326
4,4,10,90,17,326
5,5,2,90,17,326
6,6,8,90,17,326
7,7,8,90,17,326
8,8,27,90,17,326
9,0,20,90,17,326
10,1,21,90,17,326
11,2,1,90,17,326
12,3,2,90,17,326
13,4,1,90,17,326
14,5,1,90,17,326
15,6,1,90,17,326
16,7,1,90,17,326
17,8,5,90,17,326
18,0,72,90,17,326
19,1,6,90,17,326
20,2,3,90,17,326
21,3,6,90,17,326
22,4,2,90,17,326
23,5,2,90,17,326
24,6,2,90,17,326
25,7,1,90,17,326
26,8,4,90,17,326
27,0,8,90,17,326
28,1,6,90,17,326
29,2,3,90,17,326
30,3,2,90,17,326
31,4,6,90,17,326
32,5,3,90,17,326
33,6,6,90,17,326
34,7,10,90,17,326
35,8,8,90,17,326
36,0,84,90,17,326
37,1,18,90,17,326
38,2,46,90,17,326
39,3,18,90,17,326
40,4,5,90,17,326
41,5,2,90,17,326
42,6,5,90,17,326
43,7,7,90,17,326
44,8,91,90,17,326
45,0,5,90,17,326
46,1,33,90,17,326
47,2,4,90,17,326
48,3,4,90,17,326
49,4,3,90,17,326
50,5,4,90,17,326
51,6,4,90,17,326
52,7,2,90,17,326
53,8,2,90,17,326
54,0,33,90,17,326
55,1,18,90,17,326
56,2,3,90,17,326
57,3,7,90,17,326
58,4,1,90,17,326
59,5,8,90,17,326
60,6,1,90,17,326
61,7,3,90,17,326
62,8,43,90,17,326
63,0,15,90,17,326
64,1,16,90,17,326
65,2,28,90,17,326
66,3,1,90,17,326
67,4,1,90,17,326
68,5,1,90,17,326
69,6,2,90,17,326
70,7,1,90,17,326
71,8,3,90,17,326
72,0,24,90,17,326
73,1,13,90,17,326
74,2,5,90,17,326
75,3,3,90,17,326
76,4,4,90,17,326
77,5,3,90,17,326
78,6,4,90,17,326
79,7,4,90,17,326
80,8,3,90,17,326
81,0,60,90,17,326
82,1,4,90,17,326
83,2,6,90,17,326
84,3,4,90,17,326
85,4,3,90,17,326
86,5,3,90,17,326
87,6,2,90,17,326
88,7,2,90,17,326
89,8,2,90,17,326
90,0,15,90,17,326
91,1,31,90,17,326
92,2,7,90,17,326
93,3,4,90,17,326
94,4,2,90,17,326
95,5,12,90,17,326
96,6,110,90,17,326
97,7,26,90,17,326
98,8,33,90,17,326
99,0,74,90,17,326
100,1,7,90,17,326
101,2,14,90,17,326
102,3,34,90,17,326
103,4,15,90,17,326
104,5,55,90,17,326
105,6,23,90,17,326
106,7,17,90,17,326
107,8,101,90,17,326
108,0,18,90,17,326
109,1,8,90,17,326
110,2,36,90,17,326
111,3,24,90,17,326
112,4,6,90,17,326
113,5,7,90,17,326
114,6,4,90,17,326
115,7,6,90,17,326
116,8,49,90,17,326
117,0,31,90,17,326
118,1,3,90,17,326
119,2,40,90,17,326
120,3,72,90,17,326
121,4,59,90,17,326
122,5,4,90,17,326
123,6,5,90,17,326
124,7,2,90,17,326
125,8,118,90,17,326
126,0,1,90,17,326
127,1,45,90,17,326
128,2,3,90,17,326
129,3,1,90,17,326
130,4,7,90,17,326
131,5,1,90,17,326
132,6,58,90,17,326
133,7,2,90,17,326
134,8,32,90,17,326
135,0,2,90,17,326
136,1,1,90,17,326
137,2,1,90,17,326
138,3,1,90,17,326
139,4,1,90,17,326
140,5,1,90,17,326
141,6,1,90,17,326
142,7,1,90,17,326
143,8,3,90,17,326
144,0,6,90,17,326
145,1,8,90,17,326
146,2,25,90,17,326
147,3,4,90,17,326
148,4,2,90,17,326
149,5,2,90,17,326
150,6,2,90,17,326
151,7,2,90,17,326
152,8,2,90,17,326
153,0,111,90,17,326
154,1,10,90,17,326
155,2,1,90,17,326
156,3,6,90,17,326
157,4,3,90,17,326
158,5,4,90,17,326
159,6,2,90,17,326
160,7,1,90,17,326
161,8,3,90,17,326
162,0,69,90,17,326
163,1,22,90,17,326
164,2,26,90,17,326
165,3,82,90,17,326
166,4,28,90,17,326
167,5,16,90,17,326
168,6,16,90,17,326
169,7,4,90,17,326
170,8,45,90,17,326
171,0,17,90,17,326
172,1,10,90,17,326
173,2,2,90,17,326
174,3,7,90,17,326
175,4,1,90,17,326
176,5,5,90,17,326
177,6,4,90,17,326
178,7,6,90,17,326
179,8,75,90,17,326
0,0,2,144,17,155
1,1,189,144,17,155
2,2,40,144,17,155
3,3,17,144,17,155
4,4,30,144,17,155
5,5,13,144,17,155
6,6,8,144,17,155
7,7,7,144,17,155
8,8,4,144,17,155
9,0,57,144,17,155
10,1,5,144,17,155
11,2,4,144,17,155
12,3,6,144,17,155
13,4,4,144,17,155
14,5,1,144,17,155
15,6,1,144,17,155
16,7,1,144,17,155
17,8,1,144,17,155
18,0,9,144,17,155
19,1,6,144,17,155
20,2,7,144,17,155
21,3,6,144,17,155
22,4,5,144,17,155
23,5,8,144,17,155
24,6,94,144,17,155
25,7,12,144,17,155
26,8,86,144,17,155
27,0,22,144,17,155
28,1,4,144,17,155
29,2,4,144,17,155
30,3,5,144,17,155
31,4,4,144,17,155
32,5,1,144,17,155
33,6,16,144,17,155
34,7,14,144,17,155
35,8,39,144,17,155
36,0,10,144,17,155
37,1,6,144,17,155
38,2,11,144,17,155
39,3,8,144,17,155
40,4,4,144,17,155
41,5,5,144,17,155
42,6,9,144,17,155
43,7,3,144,17,155
44,8,6,144,17,155
45,0,30,144,17,155
46,1,12,144,17,155
47,2,10,144,17,155
48,3,3,144,17,155
49,4,12,144,17,155
50,5,13,144,17,155
51,6,45,144,17,155
52,7,7,144,17,155
53,8,50,144,17,155
54,0,17,144,17,155
55,1,32,144,17,155
56,2,15,144,17,155
57,3,9,144,17,155
58,4,22,144,17,155
59,5,6,144,17,155
60,6,45,144,17,155
61,7,1,144,17,155
62,8,2,144,17,155
63,0,24,144,17,155
64,1,25,144,17,155
65,2,9,144,17,155
66,3,5,144,17,155
67,4,4,144,17,155
68,5,7,144,17,155
69,6,4,144,17,155
70,7,7,144,17,155
71,8,26,144,17,155
72,0,1,144,17,155
73,1,11,144,17,155
74,2,17,144,17,155
75,3,116,144,17,155
76,4,1,144,17,155
77,5,28,144,17,155
