param_id,r2,rmse,r2_lb,r2_ub,rmse_lb,rmse_ub
105,0.4143700775288208,3.7065891016142425,0.28047771427014573,0.5378796016076142,2.61568406149235,5.732946826036495
106,0.38721648435170153,3.7237688942801417,0.2634320209590488,0.5008961081338335,2.5855571953591743,5.260368919291752
107,0.4231798027710264,3.702565875420156,0.2645461328048596,0.5634377137973556,2.5894338044095706,5.4650824597404215
108,0.32318749789042545,3.9106141890012953,0.21774931839699574,0.4144465938378536,2.9218139607124813,5.607883675360089
109,0.3268109070556963,4.006076478104663,0.21707942175836314,0.4312399272928076,2.991903189499931,5.864853473942506
110,0.3639265467791459,3.9663433472475704,0.25333824551559025,0.4729185526847778,2.934544759600535,5.596351807918882
111,0.33580681927294903,3.9334085050482406,0.21635768604603633,0.45581349286230366,2.771819480056952,5.6378966230374346
112,0.3367914063302567,3.770326841365905,0.24177608623593427,0.4347789028905188,2.8688374751808117,4.866747012611106
113,0.3502280749873973,3.886787939531773,0.24334017979793945,0.45986374956820436,2.891449333850675,5.417605943982921
114,0.3143050156136483,4.127770758890806,0.20487702961279658,0.4068248973063462,2.9153849415275817,6.146283466226642
115,0.33404775403533676,3.9953388224940034,0.21231215067119802,0.4334064856167338,2.7782075833098823,5.42590504730769
116,0.367479620799843,3.650474835090304,0.2574256431140499,0.48142821218309306,2.7734731650554894,4.979432614881095
117,0.3823230996216202,3.904287139320788,0.259357891575607,0.49456373234826095,2.70750849630127,6.308761865748934
118,0.37157258733399096,3.75590938008132,0.2638294608851164,0.47683045144913727,2.814332323538695,4.935865890996023
119,0.3426826098952213,3.9127093788862037,0.21906035286000475,0.44546198893443734,2.866321765774302,5.9363299730035575
120,0.2810978921335813,4.044420760975117,0.2007198496378318,0.3658745402695891,3.2436496813072218,5.282874088316679
121,0.3368304315654042,3.9038755471235884,0.22553516280883187,0.43854241490135903,2.8345487357792205,6.147214650775952
122,0.324448526889995,3.8963920444941844,0.225857535594027,0.4265931667489072,2.9383298476381845,5.684149286785486
123,0.33879502150904395,3.9969826016441323,0.22482116865018203,0.4426175066677225,3.048041757986025,5.220610124193205
124,0.32013187015777883,3.968339403250063,0.22019218555397174,0.4262254683567854,2.9030855337506507,5.539089959587214
125,0.32769030239505026,3.948811099005051,0.22491884095962367,0.42462821834921527,2.9628993053893957,6.341033642395099
126,0.309715387083928,3.9760274136367864,0.21447344990273254,0.42363368358932096,2.7471100527160273,6.0414192684076475
127,0.3333540431415737,3.866373919067436,0.24368861568383898,0.4267746619664178,2.8660682288288575,5.173570508759377
128,0.31694590045215443,3.9425722193321824,0.21327987917522662,0.40538026664972415,2.885014854874978,5.469862915006319
129,0.36744281313542976,3.822970276228486,0.2564595232150553,0.4731106355783233,2.7617099995358005,5.651625551386738
130,0.3630669721314395,3.8602414983752307,0.24545430200200477,0.4739360579824767,2.6440800118657055,5.268911267330797
131,0.37497245819645547,3.737566584459215,0.2715863513620477,0.49408412754498765,2.914644552172708,5.43270449784784
132,0.3476236523875812,3.8201301672548085,0.23653717539515173,0.4446283015107385,2.686147217748781,5.3018092066617974
133,0.36106990141755946,3.841225961694831,0.24046279756836614,0.4501303303524068,2.7293725185099778,5.163567647597583
134,0.3687982733223197,3.841881523326525,0.24005071940804723,0.4823420450409971,2.7097482736283753,5.332010560533904
135,0.3333624279438979,3.871893083114834,0.23772177989819335,0.4254838711230329,2.75168573878218,5.264509296133387
136,0.43102844798861517,3.6491234666649017,0.2959311374742011,0.5413424249411383,2.500626432555999,5.318066378505241
137,0.3643011202170907,3.76424663157946,0.25266119564580036,0.4683334627782463,2.6695138135504553,5.334387344762931
138,0.30251245987194497,4.043322601271754,0.210735111455916,0.39929413971815797,3.097254788244184,5.840731115746298
139,0.3016676198252813,4.205941701186184,0.19937143908155475,0.39151274269676273,2.98043100670783,6.135014605608696
140,0.3175810487776854,3.990210809960464,0.21179707624334287,0.41583111142286566,2.9312224828602127,5.933496678809357
141,0.382835753550328,3.692225143223181,0.25245126535179235,0.4869173068516174,2.694645292443045,5.251547986725371
142,0.34904026069548316,3.849287594639775,0.2343681645775132,0.45143443263486194,2.8749161686606666,5.074087888391611
143,0.383237103949333,3.7645695971752327,0.27778706204791315,0.5074960199667262,2.622106972751069,5.581409386423962
144,0.28542098449306375,4.151119241645979,0.15894049616083458,0.36056213347902477,2.993501558363155,5.49821742523666
145,0.2458077230471116,4.1364948057856665,0.1639135238089411,0.3239847533266417,3.112469229361576,5.887225160773217
146,0.32869789317055303,3.943773990248837,0.22321887432137422,0.4342142643836805,3.0145806775109683,5.517590338416209
147,0.3311577968865855,3.8984659565057815,0.21975104254656072,0.4447988314993066,2.854400130309181,5.391361625071025
148,0.3106429454665253,3.8837900576434343,0.2000445679560014,0.40028428844957764,2.915891440854937,5.3152139463681785
149,0.30271044170489525,4.008169192593695,0.21037057504414733,0.41263510505976364,2.8204558824022254,6.049972849624446
150,0.29716575048280697,4.029379989690608,0.2108242102537809,0.38798692356300346,2.812926157892771,5.781118712277024
151,0.38117479286364925,3.9637515786430084,0.2851214434436069,0.4825055695733866,2.7955713470281585,5.589006704646079
152,0.3625244873443817,3.7574978354312685,0.24870558858985514,0.45866044147813123,2.721984676262058,5.095628252113279
153,0.3940989946987599,3.7543773165044323,0.28506449679799123,0.5242137663460941,2.502829853222581,5.3534889100897285
154,0.34373627824456593,3.902558212962543,0.21072271639041906,0.45090009847743195,2.9029830041583278,5.522540846794053
155,0.3130038876236755,4.03058334396615,0.22183565905758426,0.4108565603944908,2.741942296377114,5.932202245930435
156,0.34399055627692443,3.882976808924085,0.23986414894719219,0.44421009755631397,2.8111784880778328,5.393172023611497
157,0.25852770037732703,4.021774584468779,0.16747620065181607,0.34151935972206426,3.0374237017828882,5.5113901804899825
158,0.32222219269589886,4.025813617196508,0.2041761159243809,0.4312359758468556,2.822873482615093,5.714262400554935
159,0.34377168761971266,3.9589816970499334,0.23845281046758227,0.4453200233868993,2.8176833009800855,5.780986946562364
160,0.3869192089016959,3.8056538518319556,0.2706154896191888,0.4779007773653384,2.892115532218922,6.18318990837246
161,0.29839647695754823,4.069490295242341,0.19803572546822673,0.391393741442083,2.9445843989726193,5.633161213878002
