sd_epsilon,weig,v_prior,beta_prior,alpha_prior,fam_duration,test_type,stim_sequence,n_samples
0.1000000014901161,1e-05,1,0.1000000014901161,10.0,8,fam,BBBBBBBBB,18.1
0.1000000014901161,1e-05,1,0.1000000014901161,10.0,8,nov,BBBBBBBBD,45.8
0.1000000014901161,1e-05,1,0.1000000014901161,10.0,9,fam,BBBBBBBBBB,16.0375
0.1000000014901161,1e-05,1,0.1000000014901161,10.0,9,nov,BBBBBBBBBD,36.4825
0.1000000014901161,1e-05,1,1.0,1.0,0,fam,B,37.47
0.1000000014901161,1e-05,1,1.0,1.0,1,fam,BB,34.2125
0.1000000014901161,1e-05,1,1.0,1.0,1,nov,BD,45.19
0.1000000014901161,1e-05,1,1.0,1.0,2,fam,BBB,32.3575
0.1000000014901161,1e-05,1,1.0,1.0,2,nov,BBD,44.7775
0.1000000014901161,1e-05,1,1.0,1.0,3,fam,BBBB,26.52
0.1000000014901161,1e-05,1,1.0,1.0,3,nov,BBBD,43.73684210526316
0.1000000014901161,1e-05,1,1.0,1.0,4,fam,BBBBB,23.2525
0.1000000014901161,1e-05,1,1.0,1.0,4,nov,BBBBD,47.46
0.1000000014901161,1e-05,1,1.0,1.0,5,fam,BBBBBB,21.205
0.1000000014901161,1e-05,1,1.0,1.0,5,nov,BBBBBD,38.1925
0.1000000014901161,1e-05,1,1.0,1.0,6,fam,BBBBBBB,18.9475
0.1000000014901161,1e-05,1,1.0,1.0,6,nov,BBBBBBD,44.2325
0.1000000014901161,1e-05,1,1.0,1.0,7,fam,BBBBBBBB,17.295
0.1000000014901161,1e-05,1,1.0,1.0,7,nov,BBBBBBBD,40.8875
0.1000000014901161,1e-05,1,1.0,1.0,8,fam,BBBBBBBBB,15.8625
0.1000000014901161,1e-05,1,1.0,1.0,8,nov,BBBBBBBBD,43.99
0.1000000014901161,1e-05,1,1.0,1.0,9,fam,BBBBBBBBBB,14.5525
0.1000000014901161,1e-05,1,1.0,1.0,9,nov,BBBBBBBBBD,42.5275
0.1000000014901161,1e-05,1,1.0,10.0,0,fam,B,39.7825
0.1000000014901161,1e-05,1,1.0,10.0,1,fam,BB,38.6225
0.1000000014901161,1e-05,1,1.0,10.0,1,nov,BD,45.2625
0.1000000014901161,1e-05,1,1.0,10.0,2,fam,BBB,32.27
0.1000000014901161,1e-05,1,1.0,10.0,2,nov,BBD,41.82
0.1000000014901161,1e-05,1,1.0,10.0,3,fam,BBBB,28.4375
0.1000000014901161,1e-05,1,1.0,10.0,3,nov,BBBD,41.7
0.1000000014901161,1e-05,1,1.0,10.0,4,fam,BBBBB,26.75
0.1000000014901161,1e-05,1,1.0,10.0,4,nov,BBBBD,48.715
0.1000000014901161,1e-05,1,1.0,10.0,5,fam,BBBBBB,22.8825
0.1000000014901161,1e-05,1,1.0,10.0,5,nov,BBBBBD,48.5725
0.1000000014901161,1e-05,1,1.0,10.0,6,fam,BBBBBBB,19.535
0.1000000014901161,1e-05,1,1.0,10.0,6,nov,BBBBBBD,47.0875
0.1000000014901161,1e-05,1,1.0,10.0,7,fam,BBBBBBBB,16.415
0.1000000014901161,1e-05,1,1.0,10.0,7,nov,BBBBBBBD,43.7725
0.1000000014901161,1e-05,1,1.0,10.0,8,fam,BBBBBBBBB,16.0575
0.1000000014901161,1e-05,1,1.0,10.0,8,nov,BBBBBBBBD,45.98
0.1000000014901161,1e-05,1,1.0,10.0,9,fam,BBBBBBBBBB,15.81842105263158
0.1000000014901161,1e-05,1,1.0,10.0,9,nov,BBBBBBBBBD,38.345
0.1000000014901161,1e-05,1,10.0,1.0,0,fam,B,40.5675
0.1000000014901161,1e-05,1,10.0,1.0,1,fam,BB,35.785
0.1000000014901161,1e-05,1,10.0,1.0,1,nov,BD,47.21
0.1000000014901161,1e-05,1,10.0,1.0,2,fam,BBB,28.6825
0.1000000014901161,1e-05,1,10.0,1.0,2,nov,BBD,45.825
0.1000000014901161,1e-05,1,10.0,1.0,3,fam,BBBB,26.7325
0.1000000014901161,1e-05,1,10.0,1.0,3,nov,BBBD,46.8875
0.1000000014901161,1e-05,1,10.0,1.0,4,fam,BBBBB,24.83
0.1000000014901161,1e-05,1,10.0,1.0,4,nov,BBBBD,43.645
0.1000000014901161,1e-05,1,10.0,1.0,5,fam,BBBBBB,22.73
0.1000000014901161,1e-05,1,10.0,1.0,5,nov,BBBBBD,49.715
0.1000000014901161,1e-05,1,10.0,1.0,6,fam,BBBBBBB,18.53
0.1000000014901161,1e-05,1,10.0,1.0,6,nov,BBBBBBD,44.5475
0.1000000014901161,1e-05,1,10.0,1.0,7,fam,BBBBBBBB,15.15
0.1000000014901161,1e-05,1,10.0,1.0,7,nov,BBBBBBBD,43.0075
0.1000000014901161,1e-05,1,10.0,1.0,8,fam,BBBBBBBBB,16.0425
0.1000000014901161,1e-05,1,10.0,1.0,8,nov,BBBBBBBBD,41.925
0.1000000014901161,1e-05,1,10.0,1.0,9,fam,BBBBBBBBBB,13.9275
0.1000000014901161,1e-05,1,10.0,1.0,9,nov,BBBBBBBBBD,40.23
0.1000000014901161,1e-05,1,10.0,10.0,0,fam,B,37.3125
0.1000000014901161,1e-05,1,10.0,10.0,1,fam,BB,34.105
0.1000000014901161,1e-05,1,10.0,10.0,1,nov,BD,42.8675
0.1000000014901161,1e-05,1,10.0,10.0,2,fam,BBB,29.2025
0.1000000014901161,1e-05,1,10.0,10.0,2,nov,BBD,45.3525
0.1000000014901161,1e-05,1,10.0,10.0,3,fam,BBBB,26.785
0.1000000014901161,1e-05,1,10.0,10.0,3,nov,BBBD,44.7725
0.1000000014901161,1e-05,1,10.0,10.0,4,fam,BBBBB,22.375
0.1000000014901161,1e-05,1,10.0,10.0,4,nov,BBBBD,41.1125
0.1000000014901161,1e-05,1,10.0,10.0,5,fam,BBBBBB,20.305
0.1000000014901161,1e-05,1,10.0,10.0,5,nov,BBBBBD,43.47
0.1000000014901161,1e-05,1,10.0,10.0,6,fam,BBBBBBB,17.4325
0.1000000014901161,1e-05,1,10.0,10.0,6,nov,BBBBBBD,44.7725
0.1000000014901161,1e-05,1,10.0,10.0,7,fam,BBBBBBBB,16.0325
0.1000000014901161,1e-05,1,10.0,10.0,7,nov,BBBBBBBD,35.645
0.1000000014901161,1e-05,1,10.0,10.0,8,fam,BBBBBBBBB,14.945
0.1000000014901161,1e-05,1,10.0,10.0,8,nov,BBBBBBBBD,47.165
0.1000000014901161,1e-05,1,10.0,10.0,9,fam,BBBBBBBBBB,12.2675
0.1000000014901161,1e-05,1,10.0,10.0,9,nov,BBBBBBBBBD,43.3775
0.1000000014901161,1e-05,2,0.1000000014901161,0.1000000014901161,0,fam,B,40.0775
0.1000000014901161,1e-05,2,0.1000000014901161,0.1000000014901161,1,fam,BB,37.6975
0.1000000014901161,1e-05,2,0.1000000014901161,0.1000000014901161,1,nov,BD,45.6725
0.1000000014901161,1e-05,2,0.1000000014901161,0.1000000014901161,2,fam,BBB,33.1125
0.1000000014901161,1e-05,2,0.1000000014901161,0.1000000014901161,2,nov,BBD,48.2125
0.1000000014901161,1e-05,2,0.1000000014901161,0.1000000014901161,3,fam,BBBB,29.9675
0.1000000014901161,1e-05,2,0.1000000014901161,0.1000000014901161,3,nov,BBBD,46.79
0.1000000014901161,1e-05,2,0.1000000014901161,0.1000000014901161,4,fam,BBBBB,25.89
0.1000000014901161,1e-05,2,0.1000000014901161,0.1000000014901161,4,nov,BBBBD,49.63
0.1000000014901161,1e-05,2,0.1000000014901161,0.1000000014901161,5,fam,BBBBBB,23.61
0.1000000014901161,1e-05,2,0.1000000014901161,0.1000000014901161,5,nov,BBBBBD,46.0825
0.1000000014901161,1e-05,2,0.1000000014901161,0.1000000014901161,6,fam,BBBBBBB,21.4825
0.1000000014901161,1e-05,2,0.1000000014901161,0.1000000014901161,6,nov,BBBBBBD,41.68
0.1000000014901161,1e-05,2,0.1000000014901161,0.1000000014901161,7,fam,BBBBBBBB,18.915
0.1000000014901161,1e-05,2,0.1000000014901161,0.1000000014901161,7,nov,BBBBBBBD,49.9725
0.1000000014901161,1e-05,2,0.1000000014901161,0.1000000014901161,8,fam,BBBBBBBBB,16.67
0.1000000014901161,1e-05,2,0.1000000014901161,0.1000000014901161,8,nov,BBBBBBBBD,51.8
0.1000000014901161,1e-05,2,0.1000000014901161,0.1000000014901161,9,fam,BBBBBBBBBB,14.9275
0.1000000014901161,1e-05,2,0.1000000014901161,0.1000000014901161,9,nov,BBBBBBBBBD,48.4
0.1000000014901161,1e-05,2,0.1000000014901161,1.0,0,fam,B,39.7225
0.1000000014901161,1e-05,2,0.1000000014901161,1.0,1,fam,BB,35.9325
0.1000000014901161,1e-05,2,0.1000000014901161,1.0,1,nov,BD,45.34
0.1000000014901161,1e-05,2,0.1000000014901161,1.0,2,fam,BBB,32.43
0.1000000014901161,1e-05,2,0.1000000014901161,1.0,2,nov,BBD,46.9025
0.1000000014901161,1e-05,2,0.1000000014901161,1.0,3,fam,BBBB,28.8525
0.1000000014901161,1e-05,2,0.1000000014901161,1.0,3,nov,BBBD,47.925
0.1000000014901161,1e-05,2,0.1000000014901161,1.0,4,fam,BBBBB,22.6825
0.1000000014901161,1e-05,2,0.1000000014901161,1.0,4,nov,BBBBD,43.4025
0.1000000014901161,1e-05,2,0.1000000014901161,1.0,5,fam,BBBBBB,23.96
0.1000000014901161,1e-05,2,0.1000000014901161,1.0,5,nov,BBBBBD,48.3525
0.1000000014901161,1e-05,2,0.1000000014901161,1.0,6,fam,BBBBBBB,19.385
0.1000000014901161,1e-05,2,0.1000000014901161,1.0,6,nov,BBBBBBD,49.2175
0.1000000014901161,1e-05,2,0.1000000014901161,1.0,7,fam,BBBBBBBB,15.6475
0.1000000014901161,1e-05,2,0.1000000014901161,1.0,7,nov,BBBBBBBD,42.36
0.1000000014901161,1e-05,2,0.1000000014901161,1.0,8,fam,BBBBBBBBB,17.3825
0.1000000014901161,1e-05,2,0.1000000014901161,1.0,8,nov,BBBBBBBBD,41.03
0.1000000014901161,1e-05,2,0.1000000014901161,1.0,9,fam,BBBBBBBBBB,13.955
0.1000000014901161,1e-05,2,0.1000000014901161,1.0,9,nov,BBBBBBBBBD,38.955
0.1000000014901161,1e-05,2,0.1000000014901161,10.0,0,fam,B,41.5475
0.1000000014901161,1e-05,2,0.1000000014901161,10.0,1,fam,BB,36.595
0.1000000014901161,1e-05,2,0.1000000014901161,10.0,1,nov,BD,47.1025
0.1000000014901161,1e-05,2,0.1000000014901161,10.0,2,fam,BBB,32.775
0.1000000014901161,1e-05,2,0.1000000014901161,10.0,2,nov,BBD,51.25
0.1000000014901161,1e-05,2,0.1000000014901161,10.0,3,fam,BBBB,29.445
0.1000000014901161,1e-05,2,0.1000000014901161,10.0,3,nov,BBBD,51.48
0.1000000014901161,1e-05,2,0.1000000014901161,10.0,4,fam,BBBBB,28.0225
0.1000000014901161,1e-05,2,0.1000000014901161,10.0,4,nov,BBBBD,51.165
0.1000000014901161,1e-05,2,0.1000000014901161,10.0,5,fam,BBBBBB,22.8375
0.1000000014901161,1e-05,2,0.1000000014901161,10.0,5,nov,BBBBBD,46.34
0.1000000014901161,1e-05,2,0.1000000014901161,10.0,6,fam,BBBBBBB,21.0325
0.1000000014901161,1e-05,2,0.1000000014901161,10.0,6,nov,BBBBBBD,52.8575
0.1000000014901161,1e-05,2,0.1000000014901161,10.0,7,fam,BBBBBBBB,19.0775
0.1000000014901161,1e-05,2,0.1000000014901161,10.0,7,nov,BBBBBBBD,51.5975
0.1000000014901161,1e-05,2,0.1000000014901161,10.0,8,fam,BBBBBBBBB,18.755
0.1000000014901161,1e-05,2,0.1000000014901161,10.0,8,nov,BBBBBBBBD,52.845
0.1000000014901161,1e-05,2,0.1000000014901161,10.0,9,fam,BBBBBBBBBB,16.05
0.1000000014901161,1e-05,2,0.1000000014901161,10.0,9,nov,BBBBBBBBBD,42.945
0.1000000014901161,1e-05,2,1.0,1.0,0,fam,B,39.0975
0.1000000014901161,1e-05,2,1.0,1.0,1,fam,BB,35.325
0.1000000014901161,1e-05,2,1.0,1.0,1,nov,BD,43.085
0.1000000014901161,1e-05,2,1.0,1.0,2,fam,BBB,31.835
0.1000000014901161,1e-05,2,1.0,1.0,2,nov,BBD,50.405
0.1000000014901161,1e-05,2,1.0,1.0,3,fam,BBBB,29.32
0.1000000014901161,1e-05,2,1.0,1.0,3,nov,BBBD,50.0275
0.1000000014901161,1e-05,2,1.0,1.0,4,fam,BBBBB,24.335
0.1000000014901161,1e-05,2,1.0,1.0,4,nov,BBBBD,46.325
0.1000000014901161,1e-05,2,1.0,1.0,5,fam,BBBBBB,21.2225
0.1000000014901161,1e-05,2,1.0,1.0,5,nov,BBBBBD,47.94
0.1000000014901161,1e-05,2,1.0,1.0,6,fam,BBBBBBB,19.0475
0.1000000014901161,1e-05,2,1.0,1.0,6,nov,BBBBBBD,47.86
0.1000000014901161,1e-05,2,1.0,1.0,7,fam,BBBBBBBB,18.6025
0.1000000014901161,1e-05,2,1.0,1.0,7,nov,BBBBBBBD,44.98
0.1000000014901161,1e-05,2,1.0,1.0,8,fam,BBBBBBBBB,17.039473684210527
0.1000000014901161,1e-05,2,1.0,1.0,8,nov,BBBBBBBBD,44.375
0.1000000014901161,1e-05,2,1.0,1.0,9,fam,BBBBBBBBBB,15.4825
0.1000000014901161,1e-05,2,1.0,1.0,9,nov,BBBBBBBBBD,43.2325
0.1000000014901161,1e-05,2,1.0,10.0,0,fam,B,39.325
0.1000000014901161,1e-05,2,1.0,10.0,1,fam,BB,34.5
0.1000000014901161,1e-05,2,1.0,10.0,1,nov,BD,47.32
0.1000000014901161,1e-05,2,1.0,10.0,2,fam,BBB,34.335
0.1000000014901161,1e-05,2,1.0,10.0,2,nov,BBD,49.985
0.1000000014901161,1e-05,2,1.0,10.0,3,fam,BBBB,26.9725
0.1000000014901161,1e-05,2,1.0,10.0,3,nov,BBBD,47.97
0.1000000014901161,1e-05,2,1.0,10.0,4,fam,BBBBB,25.03
0.1000000014901161,1e-05,2,1.0,10.0,4,nov,BBBBD,51.2575
0.1000000014901161,1e-05,2,1.0,10.0,5,fam,BBBBBB,21.9075
0.1000000014901161,1e-05,2,1.0,10.0,5,nov,BBBBBD,48.2575
0.1000000014901161,1e-05,2,1.0,10.0,6,fam,BBBBBBB,22.24
0.1000000014901161,1e-05,2,1.0,10.0,6,nov,BBBBBBD,48.1475
0.1000000014901161,1e-05,2,1.0,10.0,7,fam,BBBBBBBB,17.5225
0.1000000014901161,1e-05,2,1.0,10.0,7,nov,BBBBBBBD,42.415
0.1000000014901161,1e-05,2,1.0,10.0,8,fam,BBBBBBBBB,16.945
0.1000000014901161,1e-05,2,1.0,10.0,8,nov,BBBBBBBBD,39.4975
0.1000000014901161,1e-05,2,1.0,10.0,9,fam,BBBBBBBBBB,14.9375
0.1000000014901161,1e-05,2,1.0,10.0,9,nov,BBBBBBBBBD,36.3975
0.1000000014901161,1e-05,2,10.0,1.0,0,fam,B,38.3975
0.1000000014901161,1e-05,2,10.0,1.0,1,fam,BB,33.6325
0.1000000014901161,1e-05,2,10.0,1.0,1,nov,BD,45.2875
0.1000000014901161,1e-05,2,10.0,1.0,2,fam,BBB,32.1425
0.1000000014901161,1e-05,2,10.0,1.0,2,nov,BBD,46.8825
0.1000000014901161,1e-05,2,10.0,1.0,3,fam,BBBB,27.195
0.1000000014901161,1e-05,2,10.0,1.0,3,nov,BBBD,41.88
0.1000000014901161,1e-05,2,10.0,1.0,4,fam,BBBBB,23.4075
0.1000000014901161,1e-05,2,10.0,1.0,4,nov,BBBBD,47.1075
0.1000000014901161,1e-05,2,10.0,1.0,5,fam,BBBBBB,22.310526315789474
0.1000000014901161,1e-05,2,10.0,1.0,5,nov,BBBBBD,46.9675
0.1000000014901161,1e-05,2,10.0,1.0,6,fam,BBBBBBB,18.11
0.1000000014901161,1e-05,2,10.0,1.0,6,nov,BBBBBBD,49.0525
0.1000000014901161,1e-05,2,10.0,1.0,7,fam,BBBBBBBB,16.85
0.1000000014901161,1e-05,2,10.0,1.0,7,nov,BBBBBBBD,45.8925
0.1000000014901161,1e-05,2,10.0,1.0,8,fam,BBBBBBBBB,15.5225
0.1000000014901161,1e-05,2,10.0,1.0,8,nov,BBBBBBBBD,44.685
0.1000000014901161,1e-05,2,10.0,1.0,9,fam,BBBBBBBBBB,13.705
0.1000000014901161,1e-05,2,10.0,1.0,9,nov,BBBBBBBBBD,43.4975
0.1000000014901161,1e-05,2,10.0,10.0,0,fam,B,40.3075
0.1000000014901161,1e-05,2,10.0,10.0,1,fam,BB,35.7925
0.1000000014901161,1e-05,2,10.0,10.0,1,nov,BD,46.055
0.1000000014901161,1e-05,2,10.0,10.0,2,fam,BBB,31.3925
0.1000000014901161,1e-05,2,10.0,10.0,2,nov,BBD,42.7025
0.1000000014901161,1e-05,2,10.0,10.0,3,fam,BBBB,28.1325
0.1000000014901161,1e-05,2,10.0,10.0,3,nov,BBBD,47.9175
0.1000000014901161,1e-05,2,10.0,10.0,4,fam,BBBBB,26.0075
0.1000000014901161,1e-05,2,10.0,10.0,4,nov,BBBBD,42.4475
0.1000000014901161,1e-05,2,10.0,10.0,5,fam,BBBBBB,21.94
0.1000000014901161,1e-05,2,10.0,10.0,5,nov,BBBBBD,47.5625
0.1000000014901161,1e-05,2,10.0,10.0,6,fam,BBBBBBB,20.0425
0.1000000014901161,1e-05,2,10.0,10.0,6,nov,BBBBBBD,45.635
0.1000000014901161,1e-05,2,10.0,10.0,7,fam,BBBBBBBB,18.235
0.1000000014901161,1e-05,2,10.0,10.0,7,nov,BBBBBBBD,39.6
0.1000000014901161,1e-05,2,10.0,10.0,8,fam,BBBBBBBBB,15.8325
0.1000000014901161,1e-05,2,10.0,10.0,8,nov,BBBBBBBBD,43.9875
0.1000000014901161,1e-05,2,10.0,10.0,9,fam,BBBBBBBBBB,13.965
0.1000000014901161,1e-05,2,10.0,10.0,9,nov,BBBBBBBBBD,43.38
0.1000000014901161,1e-05,3,0.1000000014901161,0.1000000014901161,0,fam,B,39.515
0.1000000014901161,1e-05,3,0.1000000014901161,0.1000000014901161,1,fam,BB,37.05
0.1000000014901161,1e-05,3,0.1000000014901161,0.1000000014901161,1,nov,BD,44.64
0.1000000014901161,1e-05,3,0.1000000014901161,0.1000000014901161,2,fam,BBB,32.0575
0.1000000014901161,1e-05,3,0.1000000014901161,0.1000000014901161,2,nov,BBD,48.01
0.1000000014901161,1e-05,3,0.1000000014901161,0.1000000014901161,3,fam,BBBB,29.355
0.1000000014901161,1e-05,3,0.1000000014901161,0.1000000014901161,3,nov,BBBD,48.895
0.1000000014901161,1e-05,3,0.1000000014901161,0.1000000014901161,4,fam,BBBBB,24.55
0.1000000014901161,1e-05,3,0.1000000014901161,0.1000000014901161,4,nov,BBBBD,48.044736842105266
0.1000000014901161,1e-05,3,0.1000000014901161,0.1000000014901161,5,fam,BBBBBB,22.36
0.1000000014901161,1e-05,3,0.1000000014901161,0.1000000014901161,5,nov,BBBBBD,47.1625
0.1000000014901161,1e-05,3,0.1000000014901161,0.1000000014901161,6,fam,BBBBBBB,21.45
0.1000000014901161,1e-05,3,0.1000000014901161,0.1000000014901161,6,nov,BBBBBBD,47.21578947368421
0.1000000014901161,1e-05,3,0.1000000014901161,0.1000000014901161,7,fam,BBBBBBBB,18.175
0.1000000014901161,1e-05,3,0.1000000014901161,0.1000000014901161,7,nov,BBBBBBBD,44.776315789473685
0.1000000014901161,1e-05,3,0.1000000014901161,0.1000000014901161,8,fam,BBBBBBBBB,18.8225
0.1000000014901161,1e-05,3,0.1000000014901161,0.1000000014901161,8,nov,BBBBBBBBD,46.1675
0.1000000014901161,1e-05,3,0.1000000014901161,0.1000000014901161,9,fam,BBBBBBBBBB,15.3625
0.1000000014901161,1e-05,3,0.1000000014901161,0.1000000014901161,9,nov,BBBBBBBBBD,43.2475
0.1000000014901161,1e-05,3,0.1000000014901161,1.0,0,fam,B,40.135
0.1000000014901161,1e-05,3,0.1000000014901161,1.0,1,fam,BB,36.78
0.1000000014901161,1e-05,3,0.1000000014901161,1.0,1,nov,BD,47.735
0.1000000014901161,1e-05,3,0.1000000014901161,1.0,2,fam,BBB,33.5225
0.1000000014901161,1e-05,3,0.1000000014901161,1.0,2,nov,BBD,45.255
0.1000000014901161,1e-05,3,0.1000000014901161,1.0,3,fam,BBBB,29.475
0.1000000014901161,1e-05,3,0.1000000014901161,1.0,3,nov,BBBD,47.1475
0.1000000014901161,1e-05,3,0.1000000014901161,1.0,4,fam,BBBBB,25.2025
0.1000000014901161,1e-05,3,0.1000000014901161,1.0,4,nov,BBBBD,48.5075
0.1000000014901161,1e-05,3,0.1000000014901161,1.0,5,fam,BBBBBB,22.6225
0.1000000014901161,1e-05,3,0.1000000014901161,1.0,5,nov,BBBBBD,48.85
0.1000000014901161,1e-05,3,0.1000000014901161,1.0,6,fam,BBBBBBB,20.94
0.1000000014901161,1e-05,3,0.1000000014901161,1.0,6,nov,BBBBBBD,44.195
0.1000000014901161,1e-05,3,0.1000000014901161,1.0,7,fam,BBBBBBBB,18.6925
0.1000000014901161,1e-05,3,0.1000000014901161,1.0,7,nov,BBBBBBBD,50.52
0.1000000014901161,1e-05,3,0.1000000014901161,1.0,8,fam,BBBBBBBBB,18.025
0.1000000014901161,1e-05,3,0.1000000014901161,1.0,8,nov,BBBBBBBBD,38.0575
0.1000000014901161,1e-05,3,0.1000000014901161,1.0,9,fam,BBBBBBBBBB,14.386842105263158
0.1000000014901161,1e-05,3,0.1000000014901161,1.0,9,nov,BBBBBBBBBD,44.5325
0.1000000014901161,1e-05,3,0.1000000014901161,10.0,0,fam,B,41.3825
0.1000000014901161,1e-05,3,0.1000000014901161,10.0,1,fam,BB,34.5375
0.1000000014901161,1e-05,3,0.1000000014901161,10.0,1,nov,BD,48.93
0.1000000014901161,1e-05,3,0.1000000014901161,10.0,2,fam,BBB,33.3175
0.1000000014901161,1e-05,3,0.1000000014901161,10.0,2,nov,BBD,51.5075
0.1000000014901161,1e-05,3,0.1000000014901161,10.0,3,fam,BBBB,31.51
0.1000000014901161,1e-05,3,0.1000000014901161,10.0,3,nov,BBBD,50.7875
0.1000000014901161,1e-05,3,0.1000000014901161,10.0,4,fam,BBBBB,25.08
0.1000000014901161,1e-05,3,0.1000000014901161,10.0,4,nov,BBBBD,46.2225
0.1000000014901161,1e-05,3,0.1000000014901161,10.0,5,fam,BBBBBB,23.3825
0.1000000014901161,1e-05,3,0.1000000014901161,10.0,5,nov,BBBBBD,51.925
0.1000000014901161,1e-05,3,0.1000000014901161,10.0,6,fam,BBBBBBB,22.335
0.1000000014901161,1e-05,3,0.1000000014901161,10.0,6,nov,BBBBBBD,38.2675
