param_id,trial_type,trial_number,count,sd_sample,mean_sample,ub_sample,lb_sample
0,background,1,840,1004.6413971373588,41.63357142857143,45.0305867240764,38.23655613306646
0,background,2,760,650.2601746507638,17.85986842105263,20.171435155250066,15.548301686855197
0,background,3,680,473.7231481072372,12.425441176470589,14.20575361459415,10.645128738347028
0,background,4,600,384.47024044712964,10.103916666666667,11.642117986955023,8.56571534637831
0,background,5,520,292.6152359597659,8.447211538461538,9.7047501808842,7.189672896038875
0,background,6,440,232.5373654185268,7.370454545454545,8.4568613702432,6.28404772066589
0,background,7,360,213.2562765165054,6.906527777777778,8.008007857671876,5.80504769788368
0,background,8,280,155.30536134711477,6.295178571428571,7.204743085647499,5.385614057209643
0,background,9,200,135.59930328962457,6.11725,7.056905231426596,5.177594768573405
0,background,10,120,97.8432285261533,5.467083333333333,6.342402074927483,4.591764591739183
0,background,11,40,48.6395983362917,5.485,6.23867838457025,4.731321615429751
0,deviant,1,40,206.06514682702192,42.57625,45.769262530717,39.383237469283
0,deviant,2,40,229.56659393873397,31.865,35.422171226513676,28.307828773486317
0,deviant,3,40,215.8758354142248,26.23625,29.581280725332885,22.89121927466711
0,deviant,4,40,192.7422535817963,23.29625,26.282822161093893,20.309677838906108
0,deviant,5,40,244.3639811084234,26.62625,30.412709116203978,22.83979088379602
0,deviant,6,40,195.77056926278192,21.81,24.843496398720895,18.776503601279103
0,deviant,7,40,202.54686267367202,21.5025,24.640996152953715,18.364003847046288
0,deviant,8,40,194.87709352037086,20.07125,23.090901848658262,17.051598151341736
0,deviant,9,40,183.43829451544966,19.13875,21.981155821751415,16.29634417824859
0,deviant,10,40,180.40046096335087,17.435,20.230334103183562,14.639665896816435
0,deviant,11,40,181.40776980980837,17.0625,19.873442515467573,14.251557484532428
1,background,1,839,1860.634168912931,78.5289630512515,84.82411311692412,72.23381298557887
1,background,2,759,1103.1898308650136,28.054115525969074,31.978354418008436,24.12987663392971
1,background,3,679,761.3663890418151,19.244438415626696,22.107857329337435,16.381019501915958
1,background,4,599,596.5613577787042,15.513110544865224,17.901844500413844,13.124376589316604
1,background,5,519,511.02320124618836,13.46735737867469,15.665637410523686,11.269077346825693
1,background,6,439,425.30113589308746,12.056187640703886,14.045442182038926,10.066933099368846
1,background,7,360,348.40242914132926,10.797147498375569,12.596664688464873,8.997630308286265
1,background,8,280,268.6371167236504,9.622856221435942,11.19616178187827,8.049550660993614
1,background,9,200,217.7671931113519,9.159078603371173,10.668128261267347,7.650028945474999
1,background,10,120,131.64630056333667,8.229876160990711,9.407601752024572,7.052150569956851
1,background,11,40,100.92305337284628,8.499055727554179,10.06287464123115,6.935236813877208
1,deviant,1,40,428.6499614763592,79.7875,86.42949996632275,73.14550003367724
1,deviant,2,40,448.51860255969905,60.12,67.06986774951793,53.17013225048206
1,deviant,3,40,376.7950126779113,47.56375,53.40224921016568,41.72525078983432
1,deviant,4,40,368.50688417478784,42.53125,48.24132332847652,36.82117667152348
1,deviant,5,40,397.9044097496855,45.68671052631579,51.85230323290198,39.521117819729604
1,deviant,6,40,328.48816769526036,38.175592105263156,43.26556899749175,33.085615213034565
1,deviant,7,40,312.1553532039515,34.56122807017544,39.39812537987569,29.72433076047519
1,deviant,8,40,312.34786846667055,31.467302631578946,36.30718299618043,26.62742226697746
1,deviant,9,40,304.08192933063623,30.37951754385965,35.09131585457719,25.667719233142112
1,deviant,10,40,264.25940751451844,28.8831260749914,32.977868017266616,24.788384132716182
1,deviant,11,40,276.6992184960772,28.576198830409357,32.86369764086671,24.288700019952007
2,background,1,839,690.235564289849,43.91436233611442,46.24966098346081,41.57906368876804
2,background,2,759,398.52799214900296,15.824703557312253,17.24233722524699,14.407069889377514
2,background,3,679,262.2558262861907,10.979013254786452,11.965329835117494,9.99269667445541
2,background,4,599,196.06691258477642,8.987729549248748,9.772815082436392,8.202644016061104
2,background,5,519,156.63737874802626,7.721965317919075,8.395775863317523,7.048154772520627
2,background,6,439,132.64030307564892,7.036560364464693,7.656956838843305,6.4161638900860805
2,background,7,359,107.61339184907777,6.320334261838441,6.876936785959372,5.763731737717509
2,background,8,279,91.95917286320169,5.983512544802867,6.523046808666306,5.443978280939428
2,background,9,199,68.55335993147774,5.530653266331658,6.0068959126085,5.054410620054816
2,background,10,119,50.55411378960798,5.265126050420168,5.719286275689531,4.810965825150805
2,background,11,40,24.7707382547273,4.7675,5.1513265658231315,4.383673434176869
2,deviant,1,40,148.73018665036574,42.9925,45.29709811852191,40.68790188147809
2,deviant,2,40,249.94943172780498,41.64375,45.51675657021063,37.77074342978936
2,deviant,3,40,284.81045405118493,39.945,44.35818370751953,35.53181629248047
2,deviant,4,40,263.01052110234355,34.76875,38.84414024682881,30.69335975317119
2,deviant,5,40,299.75759943836727,36.22125,40.86604212483128,31.57645787516871
2,deviant,6,40,239.1831218741692,29.87125,33.577430870660876,26.165069129339123
2,deviant,7,40,243.57307344052447,29.6225,33.396703874921656,25.84829612507834
2,deviant,8,40,216.18573885483409,27.6175,30.96733272889542,24.267667271104578
2,deviant,9,40,213.82460840112566,23.8075,27.120746633471548,20.494253366528454
2,deviant,10,40,226.2224627033729,26.40875,29.91410337617224,22.903396623827764
2,deviant,11,39,213.18465556512515,24.547435897435896,27.89284869832715,21.202023096544643
3,background,1,840,1346.9970997897897,79.1842261904762,83.73885609526116,74.62959628569124
3,background,2,760,737.1113070272143,26.122631578947367,28.74293963893275,23.502323518961983
3,background,3,680,487.2012633939198,18.283455882352943,20.11442080892512,16.452490955780764
3,background,4,600,372.9404829207598,14.73636403508772,16.228436718139964,13.244291352035477
3,background,5,520,301.47108567336284,12.76540991902834,14.061007322095534,11.469812515961145
3,background,6,440,232.30447415719374,11.152757177033493,12.238075941607436,10.06743841245955
