trial_id,stim_id,param_id,sample_n_mean,sample_n_std
16,31,12,11.8,12.576502735364533
12,47,105,46.0,46.332891579365764
9,12,109,45.65,58.69481730908929
16,28,120,16.9,21.398229144635213
3,10,125,37.2,45.42732773632143
11,9,107,39.25,33.36540124140575
7,7,124,32.3,29.118812873431065
4,40,126,24.95,24.98099277450758
15,5,122,20.6,23.229744997127685
18,35,108,11.5,11.596278894995857
0,37,128,41.85,34.58973836269942
16,31,12,12.65,18.428453400566262
16,28,120,18.45,20.236691533215758
7,7,124,29.4,23.760648582322656
12,47,105,41.0,34.07885592347008
0,37,128,34.65,20.571505586739715
0,45,127,65.15,66.2024605998424
7,21,123,64.9,63.08715775563368
4,40,126,42.9,39.93666037746851
18,35,108,15.9,21.703504446590138
11,4,1,64.95,82.94606681452714
15,5,122,34.4,35.72320490131103
8,28,121,71.6,78.16271826334975
11,9,107,47.05,50.132954809134645
7,7,124,21.8,17.7722432905626
9,12,109,61.15,69.98441555841293
3,10,125,66.9,42.61813303228914
16,28,120,16.3,15.075598966891041
