"","subject_num","experiment","fam_or_test","unique_id","animal","block_num","test_type","fam_duration","LT","exclude","age","sex"
"348",4,"B","test","B_4",10,3,"fam","9",11.922,FALSE,333,"F"
"349",4,"B","fam","B_4",3,5,"nov","9",40.445,FALSE,333,"F"
"350",4,"B","test","B_4",4,5,"nov","9",12.8,FALSE,333,"F"
"351",5,"B","fam","B_5",9,4,"nov","1",4.682,FALSE,226,"M"
"352",5,"B","test","B_5",10,4,"nov","1",5.31,FALSE,226,"M"
"353",5,"B","fam","B_5",1,5,"fam","1",4,FALSE,226,"M"
"354",5,"B","test","B_5",1,5,"fam","1",2.869,FALSE,226,"M"
"355",5,"B","fam","B_5",3,2,"fam","3",14.999,FALSE,226,"M"
"356",5,"B","test","B_5",3,2,"fam","3",3.321,FALSE,226,"M"
"357",5,"B","fam","B_5",6,1,"fam","9",35.473,FALSE,226,"M"
"358",5,"B","test","B_5",6,1,"fam","9",1.47,TRUE,226,"M"
"359",5,"B","fam","B_5",8,3,"nov","9",7.864,FALSE,226,"M"
"360",5,"B","test","B_5",7,3,"nov","9",11.506,FALSE,226,"M"
"361",6,"B","fam","B_6",10,3,"fam","1",4.999,FALSE,278,"F"
"362",6,"B","test","B_6",10,3,"fam","1",27.319,FALSE,278,"F"
"363",6,"B","fam","B_6",7,5,"nov","1",4.999,FALSE,278,"F"
"364",6,"B","test","B_6",8,5,"nov","1",11.683,FALSE,278,"F"
"365",6,"B","fam","B_6",6,2,"nov","3",14.482,FALSE,278,"F"
"366",6,"B","test","B_6",5,2,"nov","3",42.102,FALSE,278,"F"
"367",6,"B","fam","B_6",3,4,"fam","3",14.999,FALSE,278,"F"
"368",6,"B","test","B_6",3,4,"fam","3",7.882,FALSE,278,"F"
"369",6,"B","fam","B_6",12,1,"nov","9",42.257,FALSE,278,"F"
"370",6,"B","test","B_6",11,1,"nov","9",53.417,FALSE,278,"F"
"371",7,"B","fam","B_7",9,2,"fam","1",4.161,FALSE,292,"F"
"372",7,"B","test","B_7",9,2,"fam","1",2.14,FALSE,292,"F"
"373",7,"B","fam","B_7",3,4,"nov","1",4.613,FALSE,292,"F"
"374",7,"B","test","B_7",4,4,"nov","1",7.916,FALSE,292,"F"
"375",7,"B","fam","B_7",8,5,"nov","3",14.999,FALSE,292,"F"
"376",7,"B","test","B_7",7,5,"nov","3",41.859,FALSE,292,"F"
"377",7,"B","fam","B_7",1,6,"fam","3",12.804,FALSE,292,"F"
"378",7,"B","test","B_7",1,6,"fam","3",8.257,FALSE,292,"F"
"379",7,"B","fam","B_7",6,1,"nov","9",10.353,FALSE,292,"F"
"380",7,"B","test","B_7",5,1,"nov","9",12.272,FALSE,292,"F"
"381",7,"B","fam","B_7",12,3,"fam","9",11.416,FALSE,292,"F"
"382",7,"B","test","B_7",12,3,"fam","9",3.78,FALSE,292,"F"
"383",8,"B","fam","B_8",10,1,"fam","1",4.999,FALSE,240,"F"
"384",8,"B","test","B_8",10,1,"fam","1",18.225,FALSE,240,"F"
"385",8,"B","fam","B_8",4,2,"nov","1",4.61,FALSE,240,"F"
"386",8,"B","test","B_8",3,2,"nov","1",27.446,FALSE,240,"F"
"387",8,"B","fam","B_8",8,4,"fam","3",14.921,FALSE,240,"F"
"388",8,"B","test","B_8",8,4,"fam","3",1.862,TRUE,240,"F"
"389",8,"B","fam","B_8",11,6,"nov","3",2.891,FALSE,240,"F"
"390",8,"B","test","B_8",12,6,"nov","3",4.494,FALSE,240,"F"
"391",8,"B","fam","B_8",1,3,"nov","9",7.698,FALSE,240,"F"
"392",8,"B","test","B_8",2,3,"nov","9",3.338,FALSE,240,"F"
"393",8,"B","fam","B_8",5,5,"fam","9",4.013,FALSE,240,"F"
"394",8,"B","test","B_8",5,5,"fam","9",2.373,FALSE,240,"F"
"395",9,"B","fam","B_9",6,1,"nov","1",4.999,FALSE,218,"F"
"396",9,"B","test","B_9",5,1,"nov","1",14.037,FALSE,218,"F"
"397",9,"B","fam","B_9",7,3,"fam","1",3.241,FALSE,218,"F"
"398",9,"B","test","B_9",7,3,"fam","1",8.165,FALSE,218,"F"
"399",9,"B","fam","B_9",4,2,"fam","3",1.278,TRUE,218,"F"
"400",9,"B","test","B_9",4,2,"fam","3",0.0809999999999995,TRUE,218,"F"
"401",9,"B","fam","B_9",2,4,"nov","3",3.435,FALSE,218,"F"
"402",9,"B","test","B_9",1,4,"nov","3",6.075,FALSE,218,"F"
"403",9,"B","fam","B_9",9,5,"nov","9",0.922000000000004,TRUE,218,"F"
"404",9,"B","test","B_9",10,5,"nov","9",12.456,FALSE,218,"F"
"405",9,"B","fam","B_9",11,6,"fam","9",9.763,FALSE,218,"F"
"406",9,"B","test","B_9",11,6,"fam","9",6.984,FALSE,218,"F"
"407",10,"B","fam","B_10",12,3,"nov","1",4.442,FALSE,239,"F"
"408",10,"B","test","B_10",11,3,"nov","1",21.231,FALSE,239,"F"
"409",10,"B","fam","B_10",4,5,"fam","1",1.244,TRUE,239,"F"
"410",10,"B","test","B_10",4,5,"fam","1",2.044,FALSE,239,"F"
"411",10,"B","fam","B_10",1,1,"fam","3",14.56,FALSE,239,"F"
"412",10,"B","test","B_10",1,1,"fam","3",17.711,FALSE,239,"F"
"413",10,"B","fam","B_10",5,2,"nov","3",14.999,FALSE,239,"F"
"414",10,"B","test","B_10",6,2,"nov","3",11.123,FALSE,239,"F"
"415",10,"B","fam","B_10",9,4,"fam","9",25.315,FALSE,239,"F"
"416",10,"B","test","B_10",9,4,"fam","9",2.925,FALSE,239,"F"
"417",10,"B","fam","B_10",8,6,"nov","9",19.551,FALSE,239,"F"
"418",10,"B","test","B_10",7,6,"nov","9",4.265,FALSE,239,"F"
"419",11,"B","fam","B_11",9,5,"nov","1",4.999,FALSE,262,"F"
"420",11,"B","test","B_11",10,5,"nov","1",14.3,FALSE,262,"F"
"421",11,"B","fam","B_11",2,6,"fam","1",4.999,FALSE,262,"F"
"422",11,"B","test","B_11",2,6,"fam","1",9.46,FALSE,262,"F"
"423",11,"B","fam","B_11",7,1,"nov","3",14.561,FALSE,262,"F"
"424",11,"B","test","B_11",8,1,"nov","3",18.586,FALSE,262,"F"
"425",11,"B","fam","B_11",5,3,"fam","3",14.999,FALSE,262,"F"
"426",11,"B","test","B_11",5,3,"fam","3",16.041,FALSE,262,"F"
"427",11,"B","fam","B_11",4,2,"fam","9",44.999,FALSE,262,"F"
"428",11,"B","test","B_11",4,2,"fam","9",6.692,FALSE,262,"F"
"429",11,"B","fam","B_11",12,4,"nov","9",44.999,FALSE,262,"F"
"430",11,"B","test","B_11",11,4,"nov","9",19.502,FALSE,262,"F"
"431",12,"B","fam","B_12",5,5,"nov","1",4.999,FALSE,242,"M"
"432",12,"B","test","B_12",6,5,"nov","1",11.758,FALSE,242,"M"
"433",12,"B","fam","B_12",1,6,"fam","1",3.158,FALSE,242,"M"
"434",12,"B","test","B_12",1,6,"fam","1",11.48,FALSE,242,"M"
"435",12,"B","fam","B_12",10,1,"nov","3",14.76,FALSE,242,"M"
"436",12,"B","test","B_12",9,1,"nov","3",2.95,FALSE,242,"M"
"437",12,"B","fam","B_12",7,3,"fam","3",13.841,FALSE,242,"M"
"438",12,"B","test","B_12",7,3,"fam","3",13.718,FALSE,242,"M"
"439",12,"B","fam","B_12",4,2,"fam","9",23.672,FALSE,242,"M"
"440",12,"B","test","B_12",4,2,"fam","9",0.0309999999999997,TRUE,242,"M"
"441",12,"B","fam","B_12",12,4,"nov","9",3.886,FALSE,242,"M"
"442",12,"B","test","B_12",11,4,"nov","9",0.0409999999999995,TRUE,242,"M"
"443",13,"B","fam","B_13",1,3,"nov","1",0.125,TRUE,301,"M"
"444",13,"B","test","B_13",2,3,"nov","1",0.883999999999999,TRUE,301,"M"
"445",13,"B","fam","B_13",5,5,"fam","1",0.680999999999999,TRUE,301,"M"
"446",13,"B","test","B_13",5,5,"fam","1",0.366999999999999,TRUE,301,"M"
"447",13,"B","fam","B_13",10,1,"fam","3",4.085,FALSE,301,"M"
"448",13,"B","test","B_13",10,1,"fam","3",2.242,FALSE,301,"M"
"449",13,"B","fam","B_13",4,2,"nov","3",6.493,FALSE,301,"M"
"450",13,"B","test","B_13",3,2,"nov","3",0.746999999999998,TRUE,301,"M"
"451",13,"B","fam","B_13",8,4,"fam","9",6.006,FALSE,301,"M"
"452",13,"B","test","B_13",8,4,"fam","9",5.086,FALSE,301,"M"
"453",13,"B","fam","B_13",11,6,"nov","9",4.963,FALSE,301,"M"
"454",13,"B","test","B_13",12,6,"nov","9",0.921999999999999,TRUE,301,"M"
"455",14,"B","fam","B_14",12,1,"fam","1",2.99,TRUE,279,"M"
"456",14,"B","test","B_14",12,1,"fam","1",0.762,TRUE,279,"M"
"457",14,"B","fam","B_14",4,2,"nov","1",3.078,TRUE,279,"M"
"458",14,"B","test","B_14",3,2,"nov","1",7.494,TRUE,279,"M"
"459",14,"B","fam","B_14",10,4,"fam","3",3.749,TRUE,279,"M"
"460",14,"B","test","B_14",10,4,"fam","3",12.017,TRUE,279,"M"
"461",14,"B","fam","B_14",1,6,"nov","3",3.436,TRUE,279,"M"
"462",14,"B","test","B_14",2,6,"nov","3",4.767,TRUE,279,"M"
"463",14,"B","fam","B_14",7,3,"nov","9",2.279,TRUE,279,"M"
"464",14,"B","test","B_14",8,3,"nov","9",0,TRUE,279,"M"
"465",14,"B","fam","B_14",5,5,"fam","9",3.087,TRUE,279,"M"
"466",14,"B","test","B_14",5,5,"fam","9",2.284,TRUE,279,"M"
"467",15,"B","fam","B_15",1,1,"fam","1",4.999,FALSE,229,"M"
"468",15,"B","test","B_15",1,1,"fam","1",55.936,FALSE,229,"M"
"469",15,"B","fam","B_15",11,2,"nov","1",4.999,FALSE,229,"M"
"470",15,"B","test","B_15",12,2,"nov","1",9.103,FALSE,229,"M"
"471",15,"B","fam","B_15",8,4,"fam","3",9.676,FALSE,229,"M"
"472",15,"B","test","B_15",8,4,"fam","3",29.703,FALSE,229,"M"
"473",15,"B","fam","B_15",4,6,"nov","3",14.125,FALSE,229,"M"
"474",15,"B","test","B_15",3,6,"nov","3",8.972,FALSE,229,"M"
"475",15,"B","fam","B_15",10,3,"nov","9",34.927,FALSE,229,"M"
"476",15,"B","test","B_15",9,3,"nov","9",55.252,FALSE,229,"M"
"477",15,"B","fam","B_15",5,5,"fam","9",12.067,FALSE,229,"M"
"478",15,"B","test","B_15",5,5,"fam","9",51.03,FALSE,229,"M"
"479",16,"B","fam","B_16",5,1,"fam","1",4.131,FALSE,273,"F"
"480",16,"B","test","B_16",5,1,"fam","1",10.783,FALSE,273,"F"
"481",16,"B","fam","B_16",10,2,"nov","1",4.999,FALSE,273,"F"
"482",16,"B","test","B_16",9,2,"nov","1",3.323,FALSE,273,"F"
"483",16,"B","fam","B_16",7,4,"fam","3",0.674000000000001,TRUE,273,"F"
"484",16,"B","test","B_16",7,4,"fam","3",2.834,FALSE,273,"F"
"485",16,"B","fam","B_16",3,6,"nov","3",2.243,FALSE,273,"F"
"486",16,"B","test","B_16",4,6,"nov","3",8.52,FALSE,273,"F"
"487",16,"B","fam","B_16",2,3,"nov","9",5.242,FALSE,273,"F"
"488",16,"B","test","B_16",1,3,"nov","9",8.8,FALSE,273,"F"
"489",16,"B","fam","B_16",12,5,"fam","9",0.997999999999998,TRUE,273,"F"
"490",16,"B","test","B_16",12,5,"fam","9",1.837,TRUE,273,"F"
"491",17,"B","fam","B_17",3,4,"fam","1",4.322,FALSE,280,"F"
"492",17,"B","test","B_17",3,4,"fam","1",1.282,TRUE,280,"F"
"493",17,"B","fam","B_17",10,6,"nov","1",1.432,TRUE,280,"F"
"494",17,"B","test","B_17",9,6,"nov","1",5.71,FALSE,280,"F"
"495",17,"B","fam","B_17",11,3,"nov","3",7.379,FALSE,280,"F"
"496",17,"B","test","B_17",12,3,"nov","3",18.105,FALSE,280,"F"
"497",17,"B","fam","B_17",6,5,"fam","3",6.102,FALSE,280,"F"
"498",17,"B","test","B_17",6,5,"fam","3",4.014,FALSE,280,"F"
"499",17,"B","fam","B_17",1,1,"fam","9",14.758,FALSE,280,"F"
"500",17,"B","test","B_17",1,1,"fam","9",10.915,FALSE,280,"F"
"501",17,"B","fam","B_17",8,2,"nov","9",13.813,TRUE,280,"F"
"502",17,"B","test","B_17",7,2,"nov","9",0.00100000000000122,TRUE,280,"F"
"503",18,"B","fam","B_18",9,4,"fam","1",3.383,FALSE,297,"F"
"504",18,"B","test","B_18",9,4,"fam","1",6.087,FALSE,297,"F"
"505",18,"B","fam","B_18",1,6,"nov","1",4.442,FALSE,297,"F"
"506",18,"B","test","B_18",2,6,"nov","1",0.231,TRUE,297,"F"
"507",18,"B","fam","B_18",5,3,"nov","3",13.443,TRUE,297,"F"
"508",18,"B","test","B_18",6,3,"nov","3",1.41,TRUE,297,"F"
"509",18,"B","fam","B_18",4,5,"fam","3",1.343,TRUE,297,"F"
"510",18,"B","test","B_18",4,5,"fam","3",1.204,TRUE,297,"F"
"511",18,"B","fam","B_18",12,1,"fam","9",15.437,FALSE,297,"F"
"512",18,"B","test","B_18",12,1,"fam","9",6.591,FALSE,297,"F"
"513",18,"B","fam","B_18",8,2,"nov","9",1.289,TRUE,297,"F"
"514",18,"B","test","B_18",7,2,"nov","9",6.571,FALSE,297,"F"
"515",19,"B","fam","B_19",2,1,"nov","1",4.999,FALSE,335,"M"
"516",19,"B","test","B_19",1,1,"nov","1",33.832,FALSE,335,"M"
"517",19,"B","fam","B_19",12,3,"fam","1",4.999,FALSE,335,"M"
"518",19,"B","test","B_19",12,3,"fam","1",5.225,FALSE,335,"M"
"519",19,"B","fam","B_19",8,2,"fam","3",14.999,FALSE,335,"M"
"520",19,"B","test","B_19",8,2,"fam","3",7.353,FALSE,335,"M"
"521",19,"B","fam","B_19",3,4,"nov","3",14.999,FALSE,335,"M"
"522",19,"B","test","B_19",4,4,"nov","3",2.805,FALSE,335,"M"
"523",19,"B","fam","B_19",9,5,"nov","9",17.52,FALSE,335,"M"
"524",19,"B","test","B_19",10,5,"nov","9",15.801,FALSE,335,"M"
"525",19,"B","fam","B_19",5,6,"fam","9",8.623,FALSE,335,"M"
"526",19,"B","test","B_19",5,6,"fam","9",11.905,FALSE,335,"M"
"527",20,"B","fam","B_20",5,3,"nov","1",4.999,FALSE,333,"M"
"528",20,"B","test","B_20",6,3,"nov","1",55.363,FALSE,333,"M"
"529",20,"B","fam","B_20",7,5,"fam","1",4.999,FALSE,333,"M"
"530",20,"B","test","B_20",7,5,"fam","1",15.781,FALSE,333,"M"
"531",20,"B","fam","B_20",9,1,"fam","3",14.999,FALSE,333,"M"
"532",20,"B","test","B_20",9,1,"fam","3",58.923,FALSE,333,"M"
"533",20,"B","fam","B_20",12,2,"nov","3",14.999,FALSE,333,"M"
"534",20,"B","test","B_20",11,2,"nov","3",45.799,FALSE,333,"M"
"535",20,"B","fam","B_20",2,4,"fam","9",41.789,FALSE,333,"M"
"536",20,"B","test","B_20",2,4,"fam","9",6.682,FALSE,333,"M"
"537",20,"B","fam","B_20",4,6,"nov","9",44.999,FALSE,333,"M"
"538",20,"B","test","B_20",3,6,"nov","9",5.976,FALSE,333,"M"
"539",21,"B","fam","B_21",2,5,"nov","1",4.999,FALSE,264,"M"
"540",21,"B","test","B_21",1,5,"nov","1",10.319,FALSE,264,"M"
"541",21,"B","fam","B_21",11,6,"fam","1",4.999,FALSE,264,"M"
"542",21,"B","test","B_21",11,6,"fam","1",14.522,FALSE,264,"M"
"543",21,"B","fam","B_21",8,1,"nov","3",14.999,FALSE,264,"M"
"544",21,"B","test","B_21",7,1,"nov","3",30.463,FALSE,264,"M"
"545",21,"B","fam","B_21",6,3,"fam","3",14.999,FALSE,264,"M"
"546",21,"B","test","B_21",6,3,"fam","3",8.245,FALSE,264,"M"
"547",21,"B","fam","B_21",3,2,"fam","9",17.218,FALSE,264,"M"
"548",21,"B","test","B_21",3,2,"fam","9",4.135,FALSE,264,"M"
"549",21,"B","fam","B_21",9,4,"nov","9",8.514,FALSE,264,"M"
"550",21,"B","test","B_21",10,4,"nov","9",13.956,FALSE,264,"M"
"551",22,"B","fam","B_22",2,1,"nov","1",4.999,FALSE,299,"M"
"552",22,"B","test","B_22",1,1,"nov","1",16.737,FALSE,299,"M"
"553",22,"B","fam","B_22",7,3,"fam","1",4.999,FALSE,299,"M"
"554",22,"B","test","B_22",7,3,"fam","1",21.806,FALSE,299,"M"
"555",22,"B","fam","B_22",11,2,"fam","3",14.999,FALSE,299,"M"
"556",22,"B","test","B_22",11,2,"fam","3",44.855,FALSE,299,"M"
"557",22,"B","fam","B_22",3,4,"nov","3",14.999,FALSE,299,"M"
"558",22,"B","test","B_22",4,4,"nov","3",18.164,FALSE,299,"M"
"559",22,"B","fam","B_22",6,5,"nov","9",44.999,FALSE,299,"M"
"560",22,"B","test","B_22",5,5,"nov","9",8.186,FALSE,299,"M"
"561",22,"B","fam","B_22",10,6,"fam","9",44.999,FALSE,299,"M"
"562",22,"B","test","B_22",10,6,"fam","9",9.831,FALSE,299,"M"
"563",23,"B","fam","B_23",4,4,"fam","1",3.51,TRUE,212,"M"
"564",23,"B","test","B_23",4,4,"fam","1",3.001,TRUE,212,"M"
"565",23,"B","fam","B_23",1,6,"nov","1",3.48,TRUE,212,"M"
"566",23,"B","test","B_23",2,6,"nov","1",2.337,TRUE,212,"M"
"567",23,"B","fam","B_23",10,3,"nov","3",6.076,TRUE,212,"M"
"568",23,"B","test","B_23",9,3,"nov","3",3.233,TRUE,212,"M"
"569",23,"B","fam","B_23",11,5,"fam","3",3.452,TRUE,212,"M"
"570",23,"B","test","B_23",11,5,"fam","3",3.401,TRUE,212,"M"
"571",23,"B","fam","B_23",5,1,"fam","9",8.794,TRUE,212,"M"
"572",23,"B","test","B_23",5,1,"fam","9",7.203,TRUE,212,"M"
"573",23,"B","fam","B_23",8,2,"nov","9",4.265,TRUE,212,"M"
"574",23,"B","test","B_23",7,2,"nov","9",5.162,TRUE,212,"M"
"575",24,"B","fam","B_24",10,4,"fam","1",4.999,FALSE,305,"M"
"576",24,"B","test","B_24",10,4,"fam","1",5.938,FALSE,305,"M"
"577",24,"B","fam","B_24",7,6,"nov","1",4.999,FALSE,305,"M"
"578",24,"B","test","B_24",8,6,"nov","1",6.185,FALSE,305,"M"
"579",24,"B","fam","B_24",1,3,"nov","3",14.999,FALSE,305,"M"
"580",24,"B","test","B_24",2,3,"nov","3",6.132,FALSE,305,"M"
"581",24,"B","fam","B_24",5,5,"fam","3",14.999,FALSE,305,"M"
"582",24,"B","test","B_24",5,5,"fam","3",22.828,FALSE,305,"M"
"583",24,"B","fam","B_24",12,1,"fam","9",41.801,FALSE,305,"M"
"584",24,"B","test","B_24",12,1,"fam","9",23.593,FALSE,305,"M"
"585",24,"B","fam","B_24",4,2,"nov","9",27.481,FALSE,305,"M"
"586",24,"B","test","B_24",3,2,"nov","9",46.805,FALSE,305,"M"
"587",25,"B","fam","B_25",6,2,"fam","1",1.606,TRUE,309,"M"
"588",25,"B","test","B_25",6,2,"fam","1",2.041,TRUE,309,"M"
"589",25,"B","fam","B_25",9,4,"nov","1",4.999,TRUE,309,"M"
"590",25,"B","test","B_25",10,4,"nov","1",3.512,TRUE,309,"M"
"591",25,"B","fam","B_25",4,5,"nov","3",8.572,TRUE,309,"M"
"592",25,"B","test","B_25",3,5,"nov","3",3.132,TRUE,309,"M"
"593",25,"B","fam","B_25",11,6,"fam","3",7.76,TRUE,309,"M"
"594",25,"B","test","B_25",11,6,"fam","3",3.161,TRUE,309,"M"
"595",25,"B","fam","B_25",1,1,"nov","9",5.312,TRUE,309,"M"
"596",25,"B","test","B_25",2,1,"nov","9",4.63,TRUE,309,"M"
"597",25,"B","fam","B_25",8,3,"fam","9",10.694,TRUE,309,"M"
"598",25,"B","test","B_25",8,3,"fam","9",3.135,TRUE,309,"M"
"599",26,"B","fam","B_26",7,1,"fam","1",4.999,FALSE,324,"M"
"600",26,"B","test","B_26",7,1,"fam","1",13.561,FALSE,324,"M"
"601",26,"B","fam","B_26",12,2,"nov","1",3.724,FALSE,324,"M"
"602",26,"B","test","B_26",11,2,"nov","1",3.602,FALSE,324,"M"
"603",26,"B","fam","B_26",2,4,"fam","3",13.762,FALSE,324,"M"
"604",26,"B","test","B_26",2,4,"fam","3",2.463,FALSE,324,"M"
"605",26,"B","fam","B_26",9,6,"nov","3",8.137,FALSE,324,"M"
"606",26,"B","test","B_26",10,6,"nov","3",9.943,FALSE,324,"M"
"607",26,"B","fam","B_26",3,3,"nov","9",20.429,FALSE,324,"M"
"608",26,"B","test","B_26",4,3,"nov","9",17.632,FALSE,324,"M"
"609",26,"B","fam","B_26",6,5,"fam","9",15.094,FALSE,324,"M"
"610",26,"B","test","B_26",6,5,"fam","9",2.61,FALSE,324,"M"
"611",27,"B","fam","B_27",11,4,"fam","1",4.999,FALSE,274,"F"
"612",27,"B","test","B_27",11,4,"fam","1",33.958,FALSE,274,"F"
"613",27,"B","fam","B_27",5,6,"nov","1",4.999,FALSE,274,"F"
"614",27,"B","test","B_27",6,6,"nov","1",6.17,FALSE,274,"F"
"615",27,"B","fam","B_27",8,3,"nov","3",13.96,FALSE,274,"F"
"616",27,"B","test","B_27",7,3,"nov","3",17.425,FALSE,274,"F"
"617",27,"B","fam","B_27",2,5,"fam","3",14.48,FALSE,274,"F"
"618",27,"B","test","B_27",2,5,"fam","3",4.287,FALSE,274,"F"
"619",27,"B","fam","B_27",10,1,"fam","9",44.201,FALSE,274,"F"
"620",27,"B","test","B_27",10,1,"fam","9",21.513,FALSE,274,"F"
"621",27,"B","fam","B_27",3,2,"nov","9",43.087,FALSE,274,"F"
"622",27,"B","test","B_27",4,2,"nov","9",29.56,FALSE,274,"F"
"623",28,"B","fam","B_28",12,1,"nov","1",4.999,FALSE,270,"F"
"624",28,"B","test","B_28",11,1,"nov","1",46.784,FALSE,270,"F"
"625",28,"B","fam","B_28",1,3,"fam","1",4.999,FALSE,270,"F"
"626",28,"B","test","B_28",1,3,"fam","1",11.758,FALSE,270,"F"
"627",28,"B","fam","B_28",4,2,"fam","3",13.073,FALSE,270,"F"
"628",28,"B","test","B_28",4,2,"fam","3",8.598,FALSE,270,"F"
"629",28,"B","fam","B_28",9,4,"nov","3",14.999,FALSE,270,"F"
"630",28,"B","test","B_28",10,4,"nov","3",18.787,FALSE,270,"F"
"631",28,"B","fam","B_28",5,5,"nov","9",17.963,TRUE,270,"F"
"632",28,"B","test","B_28",6,5,"nov","9",1.361,TRUE,270,"F"
"633",28,"B","fam","B_28",8,6,"fam","9",1.32,TRUE,270,"F"
"634",28,"B","test","B_28",8,6,"fam","9",0,TRUE,270,"F"
"635",29,"B","fam","B_29",2,5,"nov","1",4.999,FALSE,292,"F"
"636",29,"B","test","B_29",1,5,"nov","1",2.988,FALSE,292,"F"
"637",29,"B","fam","B_29",12,6,"fam","1",4.76,FALSE,292,"F"
"638",29,"B","test","B_29",12,6,"fam","1",4.871,FALSE,292,"F"
"639",29,"B","fam","B_29",10,1,"nov","3",14.999,FALSE,292,"F"
"640",29,"B","test","B_29",9,1,"nov","3",22.635,FALSE,292,"F"
"641",29,"B","fam","B_29",3,3,"fam","3",14.999,FALSE,292,"F"
"642",29,"B","test","B_29",3,3,"fam","3",8.753,FALSE,292,"F"
"643",29,"B","fam","B_29",7,2,"fam","9",16.466,FALSE,292,"F"
"644",29,"B","test","B_29",7,2,"fam","9",17.094,FALSE,292,"F"
"645",29,"B","fam","B_29",5,4,"nov","9",19.031,FALSE,292,"F"
"646",29,"B","test","B_29",6,4,"nov","9",6.51,FALSE,292,"F"
"647",30,"B","fam","B_30",1,4,"fam","1",4.999,FALSE,300,"M"
"648",30,"B","test","B_30",1,4,"fam","1",9.809,FALSE,300,"M"
"649",30,"B","fam","B_30",11,6,"nov","1",4.999,FALSE,300,"M"
"650",30,"B","test","B_30",12,6,"nov","1",21.589,FALSE,300,"M"
"651",30,"B","fam","B_30",4,3,"nov","3",14.72,FALSE,300,"M"
"652",30,"B","test","B_30",3,3,"nov","3",8.739,FALSE,300,"M"
"653",30,"B","fam","B_30",10,5,"fam","3",14.122,FALSE,300,"M"
"654",30,"B","test","B_30",10,5,"fam","3",5.079,FALSE,300,"M"
"655",30,"B","fam","B_30",8,1,"fam","9",25.87,FALSE,300,"M"
"656",30,"B","test","B_30",8,1,"fam","9",18.793,FALSE,300,"M"
"657",30,"B","fam","B_30",5,2,"nov","9",5.806,FALSE,300,"M"
"658",30,"B","test","B_30",6,2,"nov","9",48.654,FALSE,300,"M"
"659",31,"B","fam","B_31",6,2,"fam","1",4.999,FALSE,323,"M"
"660",31,"B","test","B_31",6,2,"fam","1",25.477,FALSE,323,"M"
"661",31,"B","fam","B_31",9,4,"nov","1",4.999,FALSE,323,"M"
"662",31,"B","test","B_31",10,4,"nov","1",8.964,FALSE,323,"M"
"663",31,"B","fam","B_31",2,5,"nov","3",13.401,FALSE,323,"M"
"664",31,"B","test","B_31",1,5,"nov","3",3.871,FALSE,323,"M"
"665",31,"B","fam","B_31",8,6,"fam","3",6.299,FALSE,323,"M"
"666",31,"B","test","B_31",8,6,"fam","3",1.424,TRUE,323,"M"
"667",31,"B","fam","B_31",11,1,"nov","9",41.404,FALSE,323,"M"
"668",31,"B","test","B_31",12,1,"nov","9",22.034,FALSE,323,"M"
"669",31,"B","fam","B_31",3,3,"fam","9",8.282,FALSE,323,"M"
"670",31,"B","test","B_31",3,3,"fam","9",0.0809999999999995,TRUE,323,"M"
"671",32,"B","fam","B_32",1,3,"nov","1",4.999,FALSE,313,"M"
"672",32,"B","test","B_32",2,3,"nov","1",20.885,FALSE,313,"M"
"673",32,"B","fam","B_32",12,5,"fam","1",4.999,FALSE,313,"M"
"674",32,"B","test","B_32",12,5,"fam","1",34.215,FALSE,313,"M"
"675",32,"B","fam","B_32",9,1,"fam","3",14.999,FALSE,313,"M"
"676",32,"B","test","B_32",9,1,"fam","3",60,FALSE,313,"M"
"677",32,"B","fam","B_32",4,2,"nov","3",14.999,FALSE,313,"M"
"678",32,"B","test","B_32",3,2,"nov","3",31.751,FALSE,313,"M"
"679",32,"B","fam","B_32",6,4,"fam","9",44.999,FALSE,313,"M"
"680",32,"B","test","B_32",6,4,"fam","9",10.768,FALSE,313,"M"
"681",32,"B","fam","B_32",7,6,"nov","9",22.624,FALSE,313,"M"
"682",32,"B","test","B_32",8,6,"nov","9",12.145,FALSE,313,"M"
"683",33,"B","fam","B_33",4,2,"fam","1",4.999,FALSE,318,"M"
"684",33,"B","test","B_33",4,2,"fam","1",56.012,FALSE,318,"M"
"685",33,"B","fam","B_33",11,4,"nov","1",4.999,FALSE,318,"M"
"686",33,"B","test","B_33",12,4,"nov","1",35.624,FALSE,318,"M"
"687",33,"B","fam","B_33",5,5,"nov","3",14.999,FALSE,318,"M"
"688",33,"B","test","B_33",6,5,"nov","3",26.233,FALSE,318,"M"
"689",33,"B","fam","B_33",8,6,"fam","3",14.999,FALSE,318,"M"
"690",33,"B","test","B_33",8,6,"fam","3",25.346,FALSE,318,"M"
"691",33,"B","fam","B_33",1,1,"nov","9",43.922,FALSE,318,"M"
"692",33,"B","test","B_33",2,1,"nov","9",55.213,FALSE,318,"M"
"693",33,"B","fam","B_33",10,3,"fam","9",44.999,FALSE,318,"M"
"694",33,"B","test","B_33",10,3,"fam","9",40.682,FALSE,318,"M"
"695",34,"B","fam","B_34",1,1,"nov","1",4.999,FALSE,309,"M"
"696",34,"B","test","B_34",2,1,"nov","1",50.8,FALSE,309,"M"
"697",34,"B","fam","B_34",7,3,"fam","1",4.999,FALSE,309,"M"
"698",34,"B","test","B_34",7,3,"fam","1",23.474,FALSE,309,"M"
