SubjectInfo.age_at_birth,SubjectInfo.gender,SubjectInfo.language_list,SubjectInfo.subjID,SubjectInfo.testAge,SubjectInfo.sessionNumber,Trials.trialType,Trials.ordinal,Looks.confidence,Trials.duration,Trials.excludeTrial,Trials.excludeReason,Looks.duration_onLooks
37 weeks,m,en,X7RSKU,265.0,1,fam-number-fam8,20,0.8774716182014881,74.878,False,,2.7860000000000014
37 weeks,m,en,X7RSKU,265.0,1,test-number-fam8,21,,0.05,True,total on-look time in trial is less than the minimum cumulative duration (min_durationOn),0.05
37 weeks,m,en,X7RSKU,265.0,1,fam-number-famrepeat-1,22,,16.562,False,,16.562
37 weeks,m,en,X7RSKU,265.0,1,test-number-famrepeat-1,23,,0.049,True,total on-look time in trial is less than the minimum cumulative duration (min_durationOn),0.049
37 weeks,m,en,X7RSKU,265.0,1,fam-number-famrepeat-2,24,0.6567593691690157,32.363,False,,31.939
37 weeks,m,en,X7RSKU,265.0,1,test-number-famrepeat-2,25,,0.05,True,total on-look time in trial is less than the minimum cumulative duration (min_durationOn),0.05
37 weeks,m,en,X7RSKU,265.0,1,fam-number-famrepeat-3,26,,3.829,False,,3.829
37 weeks,m,en,X7RSKU,265.0,1,test-number-famrepeat-3,27,,0.05,True,total on-look time in trial is less than the minimum cumulative duration (min_durationOn),0.05
37 weeks,m,en,X7RSKU,265.0,1,fam-number-famrepeat-4,28,0.7176638676722845,23.28,False,,23.28
37 weeks,m,en,X7RSKU,265.0,1,test-number-famrepeat-4,29,,0.05,True,total on-look time in trial is less than the minimum cumulative duration (min_durationOn),0.05
37 weeks,m,en,X7RSKU,265.0,1,fam-number-famrepeat-5,30,0.7984619518421942,37.556,False,,36.290000000000006
37 weeks,m,en,X7RSKU,265.0,1,test-number-famrepeat-5,31,0.9481573231676792,0.05,True,total on-look time in trial is less than the minimum cumulative duration (min_durationOn),0.05
37 weeks,m,en,X7RSKU,265.0,1,fam-number-famrepeat-6,32,0.9742262911833941,13.157,False,,13.157
37 weeks,m,en,X7RSKU,265.0,1,fam-number-famrepeat-6,32,0.7577384002506733,13.157,False,,13.157
37 weeks,m,en,X7RSKU,265.0,1,fam-number-famrepeat-6,32,0.9813703901829888,13.157,False,,13.157
37 weeks,m,en,X7RSKU,265.0,1,test-number-famrepeat-6,33,,0.049,True,total on-look time in trial is less than the minimum cumulative duration (min_durationOn),0.049
37 weeks,m,en,X7RSKU,265.0,1,fam-number-famrepeat-7,34,0.8934054727907534,39.999,False,,39.999
37 weeks,m,en,X7RSKU,265.0,1,fam-number-famrepeat-7,34,0.982654966291834,39.999,False,,39.999
37 weeks,m,en,X7RSKU,265.0,1,fam-number-famrepeat-7,34,0.3395921587944031,39.999,False,,39.999
37 weeks,m,en,X7RSKU,265.0,1,fam-number-famrepeat-7,34,0.9814491010177632,39.999,False,,39.999
37 weeks,m,en,X7RSKU,265.0,1,test-number-famrepeat-7,35,0.9814491010177632,49.476000000000006,False,,47.87600000000001
37 weeks,m,en,X7RSKU,265.0,1,test-number-famrepeat-7,35,0.3280470921443059,49.476000000000006,False,,47.87600000000001
37 weeks,m,en,X7RSKU,265.0,1,test-number-famrepeat-7,35,0.056107024351755776,49.476000000000006,False,,47.87600000000001
37 weeks,m,en,X7RSKU,265.0,1,test-number-famrepeat-7,35,0.906396219772952,49.476000000000006,False,,47.87600000000001
37 weeks,m,en,X7RSKU,265.0,1,test-number-famrepeat-7,35,0.9873831295499614,49.476000000000006,False,,47.87600000000001
37 weeks,m,en,X7RSKU,265.0,1,test-number-famrepeat-7,35,0.8205189506212869,49.476000000000006,False,,47.87600000000001
37 weeks,m,en,X7RSKU,265.0,1,test-number-famrepeat-7,35,0.8966358343760172,49.476000000000006,False,,47.87600000000001
37 weeks,m,en,X7RSKU,265.0,1,test-number-famrepeat-7,35,0.9829101551462104,49.476000000000006,False,,47.87600000000001
37 weeks,m,en,X7RSKU,265.0,1,test-number-famrepeat-7,35,0.9601346597075462,49.476000000000006,False,,47.87600000000001
37 weeks,m,en,X7RSKU,265.0,1,test-number-famrepeat-7,35,0.9547867604664394,49.476000000000006,False,,47.87600000000001
37 weeks,m,en,X7RSKU,265.0,1,test-number-famrepeat-7,35,0.9523590865888094,49.476000000000006,False,,47.87600000000001
37 weeks,m,en,X7RSKU,265.0,1,test-number-famrepeat-7,35,0.6448573039637672,49.476000000000006,False,,47.87600000000001
37 weeks,m,en,X7RSKU,265.0,1,test-number-famrepeat-7,35,0.8972294565878416,49.476000000000006,False,,47.87600000000001
37 weeks,m,en,X7RSKU,265.0,1,test-number-famrepeat-7,35,0.9857008506854376,49.476000000000006,False,,47.87600000000001
37 weeks,m,en,X7RSKU,265.0,1,test-number-famrepeat-7,35,0.8497025469938914,49.476000000000006,False,,47.87600000000001
40 or more weeks,f,en cmn,N2MJ27,308.0,1,fam-animacy-fam8,0,0.5634917513575568,39.999,False,,38.00100000000001
40 or more weeks,f,en cmn,N2MJ27,308.0,1,test-animacy-fam8,1,0.6106245380392528,40.107,False,,38.431
40 or more weeks,f,en cmn,N2MJ27,308.0,1,fam-pose-fam9,2,0.5981059983136603,44.998999999999995,False,,42.37300000000001
40 or more weeks,f,en cmn,N2MJ27,308.0,1,test-pose-fam9,3,0.5105415525349011,40.207,False,,7.966000000000005
40 or more weeks,f,en cmn,N2MJ27,308.0,1,fam-number-fam8,4,0.7649110251249635,39.999,False,,35.372
40 or more weeks,f,en cmn,N2MJ27,308.0,1,test-number-fam8,5,0.9595899403654179,40.247,False,,17.563999999999997
40 or more weeks,f,en cmn,N2MJ27,308.0,1,fam-background-fam8,6,0.66213497793432,39.999,False,,22.065
40 or more weeks,f,en cmn,N2MJ27,308.0,1,test-background-fam8,7,0.4686156918132116,40.163000000000004,False,,34.376
37 weeks,f,en,BJKPL2,299.0,1,fam-background-fam8,0,0.8548512222733688,39.999,False,,31.701
37 weeks,f,en,BJKPL2,299.0,1,test-background-fam8,1,0.7509274628168141,43.533,False,,7.503999999999998
37 weeks,f,en,BJKPL2,299.0,1,fam-animacy-fam9,2,0.7342256972536301,44.999,False,,25.64000000000001
37 weeks,f,en,BJKPL2,299.0,1,test-animacy-fam9,3,0.715410477637066,40.286,True,total on-look time in trial is less than the minimum cumulative duration (min_durationOn),0.16300000000000026
37 weeks,f,en,BJKPL2,299.0,1,fam-number-fam9,4,0.7659630194655269,44.999,False,,13.911
37 weeks,f,en,BJKPL2,299.0,1,test-number-fam9,5,0.8717365697814229,42.032,False,,8.260999999999992
37 weeks,f,en,BJKPL2,299.0,1,fam-pose-fam9,6,0.6675312222826463,44.999,False,,13.754000000000001
37 weeks,f,en,BJKPL2,299.0,1,test-pose-fam9,7,0.7684398411932867,40.179,True,total on-look time in trial is less than the minimum cumulative duration (min_durationOn),1.4380000000000024
39 weeks,m,en,27TGCX,183.0,1,fam-number-fam9,0,0.6677311871000322,44.998999999999995,False,,37.094
39 weeks,m,en,27TGCX,183.0,1,test-number-fam9,1,0.8318673648198357,40.233000000000004,False,,21.686
39 weeks,m,en es,QWFQWK,181.0,1,fam-animacy-fam8,0,0.8879821201852642,39.999,False,,33.723000000000006
39 weeks,m,en es,QWFQWK,181.0,1,test-animacy-fam8,1,0.6896722719656705,40.13800000000001,False,,31.256
39 weeks,m,en es,QWFQWK,181.0,1,fam-background-fam8,2,0.7177798541286156,39.999,False,,36.542
39 weeks,m,en es,QWFQWK,181.0,1,test-background-fam8,3,0.7206795867040682,40.231,False,,3.786000000000002
39 weeks,m,en es,QWFQWK,181.0,1,fam-pose-fam9,4,0.6163261527549182,44.999,False,,36.919000000000004
39 weeks,m,en es,QWFQWK,181.0,1,test-pose-fam9,5,0.6879115718746092,40.182,False,,3.160000000000004
39 weeks,m,en es,QWFQWK,181.0,1,fam-identity-fam9,6,0.7180581318854984,44.999,False,,6.4650000000000025
39 weeks,m,en es,QWFQWK,181.0,1,test-identity-fam9,7,0.8061075876300968,40.178,False,,2.539999999999992
39 weeks,f,en,7MLRTD,331.0,1,fam-background-fam8,0,0.726169887981626,39.999,False,,36.673
39 weeks,f,en,7MLRTD,331.0,1,test-background-fam8,1,0.6385352440179213,40.315,False,,18.682000000000002
39 weeks,f,en,7MLRTD,331.0,1,fam-pose-fam9,2,0.6450476691133437,44.998999999999995,False,,22.042
39 weeks,f,en,7MLRTD,331.0,1,test-pose-fam9,3,0.6522605331044726,40.3,False,,6.597999999999999
39 weeks,f,en,7MLRTD,331.0,1,fam-animacy-fam8,4,0.6147974884709604,39.999,False,,12.367
39 weeks,f,en,7MLRTD,331.0,1,test-animacy-fam8,5,0.7568178476688715,40.269,False,,15.05
39 weeks,f,en,7MLRTD,331.0,1,fam-number-fam9,6,0.6121506869108003,44.998999999999995,False,,8.301000000000002
39 weeks,f,en,7MLRTD,331.0,1,test-number-fam9,7,0.6840427732453481,40.234,False,,6.488000000000013
38 weeks,f,en de yo,UHZZRQ,333.0,1,fam-background-fam9,0,0.908956003352446,44.999,False,,37.42700000000001
38 weeks,f,en de yo,UHZZRQ,333.0,1,test-background-fam9,1,0.7578844082001035,40.204,False,,10.912000000000004
38 weeks,f,en de yo,UHZZRQ,333.0,1,fam-identity-fam8,2,0.40307624328370295,39.999,True,total on-look time in trial is less than the minimum cumulative duration (min_durationOn),1.2659999999999982
38 weeks,f,en de yo,UHZZRQ,333.0,1,test-identity-fam8,3,0.4498885257919614,40.497,False,,3.804
38 weeks,f,en de yo,UHZZRQ,333.0,1,fam-pose-fam8,4,0.9144575656359948,39.999,False,,34.073
38 weeks,f,en de yo,UHZZRQ,333.0,1,test-pose-fam8,5,0.5318683333453681,40.208,False,,2.3769999999999962
38 weeks,f,en de yo,UHZZRQ,333.0,1,fam-number-fam8,6,0.7513486587573615,39.999,False,,36.01900000000001
38 weeks,f,en de yo,UHZZRQ,333.0,1,test-number-fam8,7,0.6257909203954126,40.247,False,,13.298000000000005
40 or more weeks,f,en,5L4WK2,319.0,1,fam-background-fam9,0,,0.185,True,total on-look time in trial is less than the minimum cumulative duration (min_durationOn),0.185
40 or more weeks,f,en,5L4WK2,319.0,1,fam-number-fam9,2,,0.252,True,total on-look time in trial is less than the minimum cumulative duration (min_durationOn),0.252
40 or more weeks,f,en,5L4WK2,319.0,1,fam-identity-fam8,4,,0.384,True,total on-look time in trial is less than the minimum cumulative duration (min_durationOn),0.384
40 or more weeks,f,en,5L4WK2,319.0,1,fam-pose-fam8,6,,0.535,True,total on-look time in trial is less than the minimum cumulative duration (min_durationOn),0.535
40 or more weeks,f,en,5L4WK2,319.0,1,fam-number-fam9,8,0.18271265285355706,44.998999999999995,False,,22.86000000000001
40 or more weeks,f,en,5L4WK2,319.0,1,test-number-fam9,9,0.6289650167737688,40.191,False,,10.182000000000002
40 or more weeks,f,en,5L4WK2,319.0,1,fam-pose-fam9,10,0.6210329126968348,44.998999999999995,False,,32.527
40 or more weeks,f,en,5L4WK2,319.0,1,test-pose-fam9,11,0.8484685017827506,40.169000000000004,False,,23.780999999999995
40 or more weeks,f,en,5L4WK2,319.0,1,fam-background-fam8,12,0.9240788427683024,39.999,False,,37.260999999999996
40 or more weeks,f,en,5L4WK2,319.0,1,fam-background-fam8,12,0.7440873622894287,39.999,False,,37.260999999999996
40 or more weeks,f,en,5L4WK2,319.0,1,fam-background-fam8,12,0.9818981702704178,39.999,False,,37.260999999999996
40 or more weeks,f,en,5L4WK2,319.0,1,fam-background-fam8,12,0.9740177455701328,39.999,False,,37.260999999999996
40 or more weeks,f,en,5L4WK2,319.0,1,fam-background-fam8,12,0.923421650799838,39.999,False,,37.260999999999996
40 or more weeks,f,en,5L4WK2,319.0,1,fam-background-fam8,12,0.9593050479888916,39.999,False,,37.260999999999996
40 or more weeks,f,en,5L4WK2,319.0,1,fam-background-fam8,12,0.2977614568339454,39.999,False,,37.260999999999996
40 or more weeks,f,en,5L4WK2,319.0,1,fam-background-fam8,12,0.9842962931351832,39.999,False,,37.260999999999996
40 or more weeks,f,en,5L4WK2,319.0,1,fam-background-fam8,12,0.9823384749538758,39.999,False,,37.260999999999996
40 or more weeks,f,en,5L4WK2,319.0,1,test-background-fam8,13,0.9823384749538758,40.202,False,,7.531000000000002
40 or more weeks,f,en,5L4WK2,319.0,1,test-background-fam8,13,0.9904402680948478,40.202,False,,7.531000000000002
40 or more weeks,f,en,5L4WK2,319.0,1,test-background-fam8,13,0.9349621310830116,40.202,False,,7.531000000000002
40 or more weeks,f,en,5L4WK2,319.0,1,test-background-fam8,13,0.939975174764792,40.202,False,,7.531000000000002
40 or more weeks,f,en,5L4WK2,319.0,1,test-background-fam8,13,0.8594819853703181,40.202,False,,7.531000000000002
40 or more weeks,f,en,5L4WK2,319.0,1,test-background-fam8,13,0.8900353971280551,40.202,False,,7.531000000000002
40 or more weeks,f,en,5L4WK2,319.0,1,test-background-fam8,13,0.9895667881500432,40.202,False,,7.531000000000002
40 or more weeks,f,en,5L4WK2,319.0,1,test-background-fam8,13,0.4646264612674713,40.202,False,,7.531000000000002
40 or more weeks,f,en,5L4WK2,319.0,1,test-background-fam8,13,0.952596993105752,40.202,False,,7.531000000000002
40 or more weeks,f,en,5L4WK2,319.0,1,test-background-fam8,13,0.9975541527113638,40.202,False,,7.531000000000002
40 or more weeks,f,en,5L4WK2,319.0,1,fam-animacy-fam8,14,0.9785266034305096,39.999,False,,2.395000000000003
40 or more weeks,f,en,5L4WK2,319.0,1,fam-animacy-fam8,14,0.7228412590920925,39.999,False,,2.395000000000003
40 or more weeks,f,en,5L4WK2,319.0,1,fam-animacy-fam8,14,0.9914182011687428,39.999,False,,2.395000000000003
40 or more weeks,f,en,5L4WK2,319.0,1,fam-animacy-fam8,14,0.9909582095486776,39.999,False,,2.395000000000003
40 or more weeks,f,en,5L4WK2,319.0,1,fam-animacy-fam8,14,0.903283049662908,39.999,False,,2.395000000000003
40 or more weeks,f,en,5L4WK2,319.0,1,fam-animacy-fam8,14,0.9309305083460924,39.999,False,,2.395000000000003
40 or more weeks,f,en,5L4WK2,319.0,1,fam-animacy-fam8,14,0.012542356144298206,39.999,False,,2.395000000000003
40 or more weeks,f,en,5L4WK2,319.0,1,fam-animacy-fam8,14,0.8826846714814504,39.999,False,,2.395000000000003
40 or more weeks,f,en,5L4WK2,319.0,1,fam-animacy-fam8,14,0.8109476129213969,39.999,False,,2.395000000000003
40 or more weeks,f,en,5L4WK2,319.0,1,fam-animacy-fam8,14,0.6867965261141459,39.999,False,,2.395000000000003
40 or more weeks,f,en,5L4WK2,319.0,1,fam-animacy-fam8,14,0.3923652768135071,39.999,False,,2.395000000000003
40 or more weeks,f,en,5L4WK2,319.0,1,fam-animacy-fam8,14,0.9840076488477212,39.999,False,,2.395000000000003
40 or more weeks,f,en,5L4WK2,319.0,1,fam-animacy-fam8,14,0.8912719147545951,39.999,False,,2.395000000000003
40 or more weeks,f,en,5L4WK2,319.0,1,fam-animacy-fam8,14,0.9472940754890442,39.999,False,,2.395000000000003
40 or more weeks,f,en,5L4WK2,319.0,1,fam-animacy-fam8,14,0.9601421694863926,39.999,False,,2.395000000000003
40 or more weeks,f,en,5L4WK2,319.0,1,fam-animacy-fam8,14,0.9737997519505488,39.999,False,,2.395000000000003
40 or more weeks,f,en,5L4WK2,319.0,1,fam-animacy-fam8,14,0.8785888950030009,39.999,False,,2.395000000000003
40 or more weeks,f,en,5L4WK2,319.0,1,fam-animacy-fam8,14,0.7723260495973671,39.999,False,,2.395000000000003
40 or more weeks,f,en,5L4WK2,319.0,1,fam-animacy-fam8,14,0.42887428402900696,39.999,False,,2.395000000000003
40 or more weeks,f,en,5L4WK2,319.0,1,fam-animacy-fam8,14,0.7420387389708538,39.999,False,,2.395000000000003
40 or more weeks,f,en,5L4WK2,319.0,1,fam-animacy-fam8,14,0.7946271044867379,39.999,False,,2.395000000000003
40 or more weeks,f,en,5L4WK2,319.0,1,fam-animacy-fam8,14,0.8994645389417807,39.999,False,,2.395000000000003
40 or more weeks,f,en,5L4WK2,319.0,1,fam-animacy-fam8,14,-0.7185539913643835,39.999,False,,2.395000000000003
40 or more weeks,f,en,5L4WK2,319.0,1,test-animacy-fam8,15,-0.7185539913643835,40.102,False,,2.3329999999999984
40 or more weeks,f,en,5L4WK2,319.0,1,test-animacy-fam8,15,0.8717564046382904,40.102,False,,2.3329999999999984
40 or more weeks,f,en,5L4WK2,319.0,1,test-animacy-fam8,15,0.9200017333030699,40.102,False,,2.3329999999999984
40 or more weeks,f,en,5L4WK2,319.0,1,test-animacy-fam8,15,0.8943849354982376,40.102,False,,2.3329999999999984
40 or more weeks,f,en,5L4WK2,319.0,1,test-animacy-fam8,15,0.8402836346626281,40.102,False,,2.3329999999999984
40 or more weeks,f,en,5L4WK2,319.0,1,test-animacy-fam8,15,0.8405157764752705,40.102,False,,2.3329999999999984
40 or more weeks,f,en,5L4WK2,319.0,1,test-animacy-fam8,15,-0.4625451805920125,40.102,False,,2.3329999999999984
40 or more weeks,f,en,5L4WK2,319.0,1,test-animacy-fam8,15,-1.0,40.102,False,,2.3329999999999984
39 weeks,m,en,33FPcQ,380.0,1,fam-pose-fam9,0,0.6757246660291056,44.999,False,,15.862999999999996
39 weeks,m,en,33FPcQ,380.0,1,test-pose-fam9,1,0.6602127643106912,40.206,False,,14.017000000000017
39 weeks,m,en,33FPcQ,380.0,1,fam-background-fam9,2,0.6822039228516427,44.999,True,total on-look time in trial is less than the minimum cumulative duration (min_durationOn),0.7050000000000054
39 weeks,m,en,33FPcQ,380.0,1,test-background-fam9,3,0.6882202149661266,40.241,False,,16.575999999999993
39 weeks,m,en,33FPcQ,380.0,1,fam-animacy-fam8,4,0.6562651883417527,39.999,False,,24.710000000000008
39 weeks,m,en,33FPcQ,380.0,1,test-animacy-fam8,5,0.6001358514226901,40.114,False,,14.306000000000004
39 weeks,m,en,33FPcQ,380.0,1,fam-number-fam8,6,0.6212790899209207,39.999,False,,28.004999999999995
39 weeks,m,en,33FPcQ,380.0,1,test-number-fam8,7,0.4626642874689894,40.23,False,,5.086999999999988
39 weeks,f,en,RHSFBK,375.0,1,fam-pose-fam9,0,0.6590978462667098,44.998999999999995,False,,42.37900000000001
39 weeks,f,en,RHSFBK,375.0,1,test-pose-fam9,1,0.7163514546973663,40.2,False,,24.809
39 weeks,f,en,RHSFBK,375.0,1,fam-background-fam9,2,0.7199551522250873,44.998999999999995,False,,43.854000000000006
39 weeks,f,en,RHSFBK,375.0,1,test-background-fam9,3,0.7641614467096863,40.221,False,,23.680999999999994
39 weeks,f,en,RHSFBK,375.0,1,fam-identity-fam9,4,0.5961036613003046,44.998999999999995,False,,40.174
39 weeks,f,en,RHSFBK,375.0,1,test-identity-fam9,5,0.5332620519274839,40.195,False,,38.676
39 weeks,f,en,RHSFBK,375.0,1,fam-number-fam8,6,0.5368914463252941,39.999,False,,34.38900000000001
39 weeks,f,en,RHSFBK,375.0,1,test-number-fam8,7,0.7055010727693632,40.256,False,,29.500000000000004
39 weeks,m,en es,FGYMYE,304.0,1,fam-identity-fam8,0,0.5117206369239312,39.999,False,,18.230999999999995
39 weeks,m,en es,FGYMYE,304.0,1,test-identity-fam8,1,0.6362581996150551,40.172,False,,9.061
39 weeks,m,en es,FGYMYE,304.0,1,fam-pose-fam9,2,0.3894457411328151,44.999,False,,19.953
39 weeks,m,en es,FGYMYE,304.0,1,test-pose-fam9,3,0.5219277581782292,40.211,False,,5.8859999999999975
39 weeks,m,en es,FGYMYE,304.0,1,fam-background-fam8,4,0.6225029156513282,39.999,False,,14.341
39 weeks,m,en es,FGYMYE,304.0,1,test-background-fam8,5,0.11241766810417177,40.168,True,total on-look time in trial is less than the minimum cumulative duration (min_durationOn),1.4099999999999984
39 weeks,m,en es,FGYMYE,304.0,1,fam-number-fam8,6,0.4703541980627262,39.999,False,,29.24600000000001
39 weeks,m,en es,FGYMYE,304.0,1,test-number-fam8,7,0.3084467302810785,40.25,False,,7.654
40 or more weeks,m,en,WGQJCd,205.0,1,fam-background-fam8,0,0.7763397637263094,39.999,False,,35.823
40 or more weeks,m,en,WGQJCd,205.0,1,test-background-fam8,1,0.6656686165315991,40.28,False,,27.415
40 or more weeks,m,en,WGQJCd,205.0,1,fam-number-fam8,2,0.59899662710449,39.999,False,,22.303
40 or more weeks,m,en,WGQJCd,205.0,1,test-number-fam8,3,0.6120102181291192,40.323,False,,7.387
40 or more weeks,m,en,WGQJCd,205.0,1,fam-identity-fam9,4,0.8230022565732505,44.998999999999995,False,,8.363999999999997
40 or more weeks,m,en,WGQJCd,205.0,1,test-identity-fam9,5,0.8092612072185704,40.375,False,,9.628000000000004
40 or more weeks,m,en,WGQJCd,205.0,1,fam-animacy-fam9,6,0.7722010672213029,44.998999999999995,False,,9.500999999999998
40 or more weeks,m,en,WGQJCd,205.0,1,test-animacy-fam9,7,0.7838206208416227,40.404,False,,4.385000000000005
39 weeks,f,en ko,CCQ5VF,393.0,1,fam-animacy-fam8,0,0.2787394175926844,47.926,False,,22.26
39 weeks,f,en ko,CCQ5VF,393.0,1,test-animacy-fam8,1,,0.05,True,total on-look time in trial is less than the minimum cumulative duration (min_durationOn),0.0
39 weeks,f,en ko,CCQ5VF,393.0,1,fam-animacy-famrepeat-1,2,0.7853034213185309,39.999,False,,30.318999999999992
39 weeks,f,en ko,CCQ5VF,393.0,1,test-animacy-famrepeat-1,3,0.5853014199861458,40.114,False,,10.907
39 weeks,f,en ko,CCQ5VF,393.0,1,fam-identity-fam9,4,-1.0,44.999,False,,44.999
39 weeks,f,en ko,CCQ5VF,393.0,1,test-identity-fam9,5,,40.198,False,,40.198
39 weeks,f,en ko,CCQ5VF,393.0,1,fam-background-fam8,6,,39.999,False,,39.999
39 weeks,f,en ko,CCQ5VF,393.0,1,test-background-fam8,7,,40.188,False,,40.188
39 weeks,f,en ko,CCQ5VF,393.0,1,fam-number-fam9,8,,20.065,False,,20.065
39 weeks,f,en ko,CCQ5VF,393.0,1,test-number-fam9,9,,0.05,True,total on-look time in trial is less than the minimum cumulative duration (min_durationOn),0.05
39 weeks,f,en ko,CCQ5VF,393.0,1,fam-number-famrepeat-1,10,,44.999,False,,44.999
39 weeks,f,en ko,CCQ5VF,393.0,1,test-number-famrepeat-1,11,,40.215,False,,40.215
38 weeks,f,en fr,LTJFP5,253.0,1,fam-pose-fam9,0,0.6056695639957136,44.998999999999995,False,,44.998999999999995
38 weeks,f,en fr,LTJFP5,253.0,1,test-pose-fam9,1,0.8613517298931678,40.205,False,,37.576
38 weeks,f,en fr,LTJFP5,253.0,1,fam-identity-fam8,2,0.7076173906142896,39.999,False,,39.064
38 weeks,f,en fr,LTJFP5,253.0,1,test-identity-fam8,3,0.6257008552445079,40.176,False,,9.594000000000003
38 weeks,f,en fr,LTJFP5,253.0,1,fam-number-fam8,4,0.7541058136820176,39.999,False,,33.34100000000001
38 weeks,f,en fr,LTJFP5,253.0,1,test-number-fam8,5,0.9182653465973404,40.231,False,,36.134
38 weeks,f,en fr,LTJFP5,253.0,1,fam-background-fam9,6,0.8040048268310301,44.998999999999995,False,,43.465
38 weeks,f,en fr,LTJFP5,253.0,1,test-background-fam9,7,0.8347179092874529,40.184,False,,13.764999999999995
38 weeks,m,en,CJEdEA,270.0,1,fam-animacy-fam8,0,0.8043081047451954,39.999,False,,9.347999999999999
38 weeks,m,en,CJEdEA,270.0,1,test-animacy-fam8,1,0.7354323026741191,40.129,False,,6.717999999999996
38 weeks,m,en,CJEdEA,270.0,1,fam-pose-fam8,2,0.7464510639948129,39.999,False,,7.7970000000000015
38 weeks,m,en,CJEdEA,270.0,1,test-pose-fam8,3,0.7188639376816867,40.234,False,,10.09500000000001
38 weeks,m,en,CJEdEA,270.0,1,fam-identity-fam8,4,0.7667790121204208,39.999,False,,4.925000000000004
38 weeks,m,en,CJEdEA,270.0,1,test-identity-fam8,5,0.7830250875212849,40.478,False,,3.3000000000000043
38 weeks,m,en,CJEdEA,270.0,1,fam-background-fam9,6,0.7172977011089947,44.999,False,,9.817000000000004
38 weeks,m,en,CJEdEA,270.0,1,test-background-fam9,7,0.6906034629298226,40.19300000000001,False,,3.250999999999993
37 weeks,m,en,G3DJFG,358.0,1,fam-animacy-fam8,0,0.524463185745345,39.999,False,,38.929
37 weeks,m,en,G3DJFG,358.0,1,test-animacy-fam8,1,0.4946840965896387,40.133,False,,33.246
37 weeks,m,en,G3DJFG,358.0,1,fam-background-fam9,2,0.4938039700965889,44.998999999999995,False,,28.13000000000001
37 weeks,m,en,G3DJFG,358.0,1,test-background-fam9,3,0.5172489606306945,40.196,False,,15.685999999999988
37 weeks,m,en,G3DJFG,358.0,1,fam-pose-fam8,4,0.4273912752785514,39.999,True,total on-look time in trial is less than the minimum cumulative duration (min_durationOn),0.3359999999999985
37 weeks,m,en,G3DJFG,358.0,1,test-pose-fam8,5,0.5497093563983557,40.164,True,total on-look time in trial is less than the minimum cumulative duration (min_durationOn),0.32000000000000384
37 weeks,m,en,G3DJFG,358.0,1,fam-number-fam9,6,0.4719881379793848,44.998999999999995,False,,22.947
37 weeks,m,en,G3DJFG,358.0,1,test-number-fam9,7,0.5392207790723395,40.208,False,,31.513
40 or more weeks,f,en cmn,5C6LDW,228.0,1,fam-identity-fam8,0,0.8168639465735423,39.999,False,,39.999
40 or more weeks,f,en cmn,5C6LDW,228.0,1,test-identity-fam8,1,0.844329747162374,40.158,False,,36.57700000000001
40 or more weeks,f,en cmn,5C6LDW,228.0,1,fam-animacy-fam9,2,0.7411286378877077,44.999,False,,24.01000000000001
40 or more weeks,f,en cmn,5C6LDW,228.0,1,test-animacy-fam9,3,0.7142828948315622,40.29,False,,4.956000000000003
40 or more weeks,f,en cmn,5C6LDW,228.0,1,fam-background-fam9,4,0.6800608313563471,44.999,False,,44.58900000000001
40 or more weeks,f,en cmn,5C6LDW,228.0,1,test-background-fam9,5,0.6708939268276933,40.198,False,,27.913000000000004
40 or more weeks,f,en cmn,5C6LDW,228.0,1,fam-pose-fam8,6,0.6682075642317653,39.999,False,,36.561
40 or more weeks,f,en cmn,5C6LDW,228.0,1,test-pose-fam8,7,0.5478626343062359,40.154,False,,24.753
39 weeks,f,en,GE6KdF,197.0,1,fam-number-fam8,0,0.7044781435775465,39.999,False,,35.528
39 weeks,f,en,GE6KdF,197.0,1,test-number-fam8,1,0.7584192042702407,40.158,False,,37.01
39 weeks,f,en,GE6KdF,197.0,1,fam-pose-fam8,2,0.4910225012473563,39.999,False,,13.634
39 weeks,f,en,GE6KdF,197.0,1,test-pose-fam8,3,0.664569220899506,40.247,False,,8.273000000000009
39 weeks,f,en,GE6KdF,197.0,1,fam-identity-fam9,4,0.7230583412961694,44.998999999999995,False,,29.035
39 weeks,f,en,GE6KdF,197.0,1,test-identity-fam9,5,0.7345952376410164,40.194,False,,2.9600000000000013
39 weeks,f,en,GE6KdF,197.0,1,fam-background-fam9,6,0.6408312572177027,44.998999999999995,False,,5.505000000000003
39 weeks,f,en,GE6KdF,197.0,1,test-background-fam9,7,0.7869808873221843,40.176,False,,17.997
36 weeks,f,en es,DTULTV,328.0,1,fam-animacy-fam8,0,0.8871893780305982,1.825,True,total on-look time in trial is less than the minimum cumulative duration (min_durationOn),1.825
36 weeks,f,en es,DTULTV,328.0,1,fam-background-fam9,2,0.8205006460976244,77.17,False,,74.808
36 weeks,f,en es,DTULTV,328.0,1,test-background-fam9,3,,0.05,True,total on-look time in trial is less than the minimum cumulative duration (min_durationOn),0.05
36 weeks,f,en es,DTULTV,328.0,1,fam-background-famrepeat-1,4,,24.403,False,,24.403
36 weeks,f,en es,DTULTV,328.0,1,test-background-famrepeat-1,5,,0.05,True,total on-look time in trial is less than the minimum cumulative duration (min_durationOn),0.05
36 weeks,f,en es,DTULTV,328.0,1,fam-background-famrepeat-2,6,,24.726,False,,24.726
