SubjectInfo.age_at_birth,SubjectInfo.gender,SubjectInfo.language_list,SubjectInfo.subjID,SubjectInfo.testAge,SubjectInfo.sessionNumber,Trials.trialType,Trials.ordinal,Looks.confidence,Trials.duration,Trials.excludeTrial,Trials.excludeReason,Looks.duration_onLooks
36 weeks,f,en es,DTULTV,328.0,1,test-background-famrepeat-2,7,,0.049,True,total on-look time in trial is less than the minimum cumulative duration (min_durationOn),0.049
36 weeks,f,en es,DTULTV,328.0,1,fam-background-famrepeat-3,8,,52.331,False,,52.331
36 weeks,f,en es,DTULTV,328.0,1,test-background-famrepeat-3,9,,0.05,True,total on-look time in trial is less than the minimum cumulative duration (min_durationOn),0.05
36 weeks,f,en es,DTULTV,328.0,1,fam-background-famrepeat-4,10,,21.771,False,,21.771
36 weeks,f,en es,DTULTV,328.0,1,test-background-famrepeat-4,11,,0.05,True,total on-look time in trial is less than the minimum cumulative duration (min_durationOn),0.05
36 weeks,f,en es,DTULTV,328.0,1,fam-background-famrepeat-5,12,,77.69,False,,77.69
36 weeks,f,en es,DTULTV,328.0,1,test-background-famrepeat-5,13,,0.05,True,total on-look time in trial is less than the minimum cumulative duration (min_durationOn),0.05
36 weeks,f,en es,DTULTV,328.0,1,fam-background-famrepeat-6,14,,24.85,False,,24.85
36 weeks,f,en es,DTULTV,328.0,1,test-background-famrepeat-6,15,,0.049,True,total on-look time in trial is less than the minimum cumulative duration (min_durationOn),0.049
36 weeks,f,en es,DTULTV,328.0,1,fam-background-famrepeat-7,16,,9.131,False,,9.131
36 weeks,f,en es,DTULTV,328.0,1,test-background-famrepeat-7,17,,0.05,True,total on-look time in trial is less than the minimum cumulative duration (min_durationOn),0.05
36 weeks,f,en es,DTULTV,328.0,1,fam-background-famrepeat-8,18,,33.544000000000004,False,,33.544000000000004
36 weeks,f,en es,DTULTV,328.0,1,test-background-famrepeat-8,19,,0.05,True,total on-look time in trial is less than the minimum cumulative duration (min_durationOn),0.05
36 weeks,f,en es,DTULTV,328.0,1,fam-background-fam8,20,0.8038204499766662,39.999,False,,38.30200000000001
36 weeks,f,en es,DTULTV,328.0,1,test-background-fam8,21,0.8292133601399155,40.313,False,,39.66
36 weeks,f,en es,DTULTV,328.0,1,test-background-fam8,21,0.6320514380931854,40.313,False,,39.66
36 weeks,f,en es,DTULTV,328.0,1,test-background-fam8,21,0.7978303849697113,40.313,False,,39.66
36 weeks,f,en es,DTULTV,328.0,1,test-background-fam8,21,0.6836935877799988,40.313,False,,39.66
36 weeks,f,en es,DTULTV,328.0,1,test-background-fam8,21,0.8966790489528491,40.313,False,,39.66
36 weeks,f,en es,DTULTV,328.0,1,test-background-fam8,21,0.7652965325575608,40.313,False,,39.66
36 weeks,f,en es,DTULTV,328.0,1,test-background-fam8,21,0.9480410017699838,40.313,False,,39.66
36 weeks,f,en es,DTULTV,328.0,1,test-background-fam8,21,0.6169446309407552,40.313,False,,39.66
36 weeks,f,en es,DTULTV,328.0,1,test-background-fam8,21,0.8464262001997941,40.313,False,,39.66
36 weeks,f,en es,DTULTV,328.0,1,test-background-fam8,21,0.6589515076743232,40.313,False,,39.66
36 weeks,f,en es,DTULTV,328.0,1,test-background-fam8,21,0.8870312735438347,40.313,False,,39.66
36 weeks,f,en es,DTULTV,328.0,1,test-background-fam8,21,0.8567216162170682,40.313,False,,39.66
36 weeks,f,en es,DTULTV,328.0,1,test-background-fam8,21,0.9144156759693508,40.313,False,,39.66
36 weeks,f,en es,DTULTV,328.0,1,test-background-fam8,21,0.9350308150053024,40.313,False,,39.66
36 weeks,f,en es,DTULTV,328.0,1,test-background-fam8,21,0.7726996541023254,40.313,False,,39.66
36 weeks,f,en es,DTULTV,328.0,1,test-background-fam8,21,0.3786940574645996,40.313,False,,39.66
36 weeks,f,en es,DTULTV,328.0,1,test-background-fam8,21,0.6695599816739559,40.313,False,,39.66
36 weeks,f,en es,DTULTV,328.0,1,test-background-fam8,21,0.7201100332396371,40.313,False,,39.66
36 weeks,f,en es,DTULTV,328.0,1,test-background-fam8,21,0.6076853473981222,40.313,False,,39.66
36 weeks,f,en es,DTULTV,328.0,1,test-background-fam8,21,0.9521763753890992,40.313,False,,39.66
36 weeks,f,en es,DTULTV,328.0,1,test-background-fam8,21,0.9154269143939018,40.313,False,,39.66
36 weeks,f,en es,DTULTV,328.0,1,test-background-fam8,21,0.7036069736761206,40.313,False,,39.66
36 weeks,f,en es,DTULTV,328.0,1,test-background-fam8,21,0.5976386070251465,40.313,False,,39.66
36 weeks,f,en es,DTULTV,328.0,1,test-background-fam8,21,0.7004132917658851,40.313,False,,39.66
36 weeks,f,en es,DTULTV,328.0,1,test-background-fam8,21,0.8469561962854295,40.313,False,,39.66
36 weeks,f,en es,DTULTV,328.0,1,test-background-fam8,21,0.6101763695478439,40.313,False,,39.66
36 weeks,f,en es,DTULTV,328.0,1,test-background-fam8,21,0.5665432810783386,40.313,False,,39.66
36 weeks,f,en es,DTULTV,328.0,1,test-background-fam8,21,0.7128840386867523,40.313,False,,39.66
36 weeks,f,en es,DTULTV,328.0,1,test-background-fam8,21,0.6930619866348976,40.313,False,,39.66
36 weeks,f,en es,DTULTV,328.0,1,test-background-fam8,21,0.9056664380160244,40.313,False,,39.66
36 weeks,f,en es,DTULTV,328.0,1,test-background-fam8,21,0.8998680114746094,40.313,False,,39.66
39 weeks,m,en,J2KEE7,308.0,1,fam-number-fam9,0,0.7349900128223118,44.998999999999995,False,,30.72800000000001
39 weeks,m,en,J2KEE7,308.0,1,test-number-fam9,1,0.4787692311074243,40.198,False,,4.399999999999999
39 weeks,m,en,J2KEE7,308.0,1,fam-pose-fam9,2,0.7518454058912609,44.998999999999995,False,,11.908999999999995
39 weeks,m,en,J2KEE7,308.0,1,test-pose-fam9,3,0.7614769802617687,40.19,False,,9.079
39 weeks,m,en,J2KEE7,308.0,1,fam-background-fam8,4,0.7071711900834422,39.999,False,,4.299000000000007
39 weeks,m,en,J2KEE7,308.0,1,test-background-fam8,5,0.5991494617330775,40.166,False,,4.448999999999998
39 weeks,m,en,J2KEE7,308.0,1,fam-animacy-fam8,6,0.6963209811816511,39.999,False,,10.676999999999996
39 weeks,m,en,J2KEE7,308.0,1,test-animacy-fam8,7,0.7388978456173523,40.121,True,total on-look time in trial is less than the minimum cumulative duration (min_durationOn),1.5860000000000056
38 weeks,f,en,2c2W2N,359.0,1,fam-pose-fam8,0,0.8402766078169084,39.999,False,,27.888000000000005
38 weeks,f,en,2c2W2N,359.0,1,test-pose-fam8,1,0.6516791820223562,40.324,False,,9.665999999999991
38 weeks,f,en,2c2W2N,359.0,1,fam-identity-fam9,2,0.6299653284450225,44.999,False,,43.273
38 weeks,f,en,2c2W2N,359.0,1,test-identity-fam9,3,0.6432492761006849,40.268,False,,12.802999999999995
38 weeks,f,en,2c2W2N,359.0,1,fam-background-fam8,4,0.5864250275572641,75.303,False,,18.238
38 weeks,f,en,2c2W2N,359.0,1,test-background-fam8,5,,0.05,True,total on-look time in trial is less than the minimum cumulative duration (min_durationOn),0.0
38 weeks,f,en,2c2W2N,359.0,1,fam-background-famrepeat-1,6,0.7184864666697127,61.087,False,,30.43200000000001
38 weeks,f,en,2c2W2N,359.0,1,test-background-famrepeat-1,7,,0.05,True,total on-look time in trial is less than the minimum cumulative duration (min_durationOn),0.05
38 weeks,f,en,2c2W2N,359.0,1,fam-background-famrepeat-2,8,0.6815950680266438,76.258,False,,36.686999999999976
38 weeks,f,en,2c2W2N,359.0,1,test-background-famrepeat-2,9,,0.05,True,total on-look time in trial is less than the minimum cumulative duration (min_durationOn),0.0
38 weeks,f,en,2c2W2N,359.0,1,fam-background-famrepeat-3,10,0.6527730466823729,42.716,False,,10.203
38 weeks,f,en,2c2W2N,359.0,1,test-background-famrepeat-3,11,0.4990518754952914,0.05,True,total on-look time in trial is less than the minimum cumulative duration (min_durationOn),0.05
38 weeks,f,en,2c2W2N,359.0,1,fam-background-famrepeat-4,12,,39.999,False,,39.999
38 weeks,f,en,2c2W2N,359.0,1,test-background-famrepeat-4,13,,40.362,False,,40.362
38 weeks,f,en,2c2W2N,359.0,1,fam-number-fam9,14,,44.999,False,,44.999
38 weeks,f,en,2c2W2N,359.0,1,test-number-fam9,15,,40.203,False,,40.203
37 weeks,f,en,4VYE2S,278.0,1,fam-number-fam8,0,0.5801517423546259,39.999,False,,39.331
37 weeks,f,en,4VYE2S,278.0,1,test-number-fam8,1,0.7838511061590921,40.27,False,,23.968000000000004
37 weeks,f,en,4VYE2S,278.0,1,fam-pose-fam8,2,0.7655994419878598,39.999,False,,39.999
37 weeks,f,en,4VYE2S,278.0,1,test-pose-fam8,3,0.7161659959681561,40.177,False,,15.024
37 weeks,f,en,4VYE2S,278.0,1,fam-background-fam8,4,0.7115614143456914,39.999,False,,29.736000000000004
37 weeks,f,en,4VYE2S,278.0,1,test-background-fam8,5,0.6820740960966666,40.174,False,,16.705999999999992
37 weeks,f,en,4VYE2S,278.0,1,fam-identity-fam9,6,0.6801916834174291,44.998999999999995,False,,30.088999999999995
37 weeks,f,en,4VYE2S,278.0,1,test-identity-fam9,7,0.6861104376257421,40.199,False,,5.136000000000003
38 weeks,f,en vi,Sc34Ld,240.0,1,fam-pose-fam8,0,0.5417342273963474,39.999,False,NA,39.695
38 weeks,f,en vi,Sc34Ld,240.0,1,test-pose-fam8,1,,40.433,False,NA,40.433
38 weeks,f,en vi,Sc34Ld,240.0,1,fam-animacy-fam8,2,,39.999,False,NA,39.999
38 weeks,f,en vi,Sc34Ld,240.0,1,test-animacy-fam8,3,,40.135,False,NA,40.135
38 weeks,f,en vi,Sc34Ld,240.0,1,fam-identity-fam9,4,,44.999,False,NA,44.999
38 weeks,f,en vi,Sc34Ld,240.0,1,test-identity-fam9,5,,40.215,False,NA,40.215
38 weeks,f,en vi,Sc34Ld,240.0,1,fam-background-fam9,6,,44.999,False,NA,44.999
38 weeks,f,en vi,Sc34Ld,240.0,1,test-background-fam9,7,,40.191,False,NA,40.191
