trial_id,stim_id,param_id,index,sample_n_mean,sample_n_std
0,29,107,0,63.95,40.975570385548664
0,30,17,0,40.7,41.16986634344156
0,41,5,0,68.05,53.247658708104126
0,29,107,0,78.7,56.32621152947496
0,30,17,0,50.25,38.491113123339055
0,42,17,0,38.5,28.04601482151111
0,41,5,0,61.1,49.869197327661716
0,35,107,0,72.3,56.67367345741667
0,42,17,0,52.35,46.97398496144323
0,30,5,0,48.5,36.469886640610056
0,35,107,0,30.85,25.817731564912805
0,30,5,0,34.95,34.07032201352466
0,37,107,0,47.3,37.58513143868407
0,41,17,0,73.8,56.77156441666716
0,28,5,0,56.35,37.08918838067021
0,41,17,0,32.65,31.32054143512646
0,37,107,0,55.45,50.02260015548761
0,35,17,0,51.2,40.92689245857532
0,28,5,0,62.95,58.198819846960355
0,30,107,0,57.3,54.69157541205621
0,35,17,0,45.85,38.94567741705983
0,39,5,0,50.65,55.01605028965352
0,30,107,0,49.1,40.97226276140328
0,47,17,0,46.9,35.089209617472825
0,39,5,0,62.15,52.5720307868417
0,30,107,0,61.4,50.28591934339598
0,47,17,0,55.65,43.37871779910901
0,38,5,0,50.85,33.11268639056638
0,30,107,0,51.05,42.90316513903571
0,45,17,0,46.1,38.432305489824024
0,38,5,0,33.05,36.893124448587265
0,26,107,0,53.95,42.625017363787165
0,45,17,0,52.35,50.69026170359498
0,27,5,0,53.4,48.69604976954388
0,43,17,0,27.35,29.250775968114795
0,26,107,0,60.75,49.894493947887575
0,43,17,0,46.35,50.29834673436619
0,34,107,0,37.75,30.301771704325358
0,27,5,0,78.2,67.25802632595726
0,24,17,0,41.55,31.50684971474248
0,34,107,0,53.6,44.34600794944943
0,27,5,0,48.1,39.58056407672305
0,24,17,0,45.2,40.69992887618252
0,42,107,0,38.4,27.59557554162776
0,39,17,0,43.85,32.52250233138183
0,27,5,0,47.5,46.17301558725673
0,42,107,0,52.05,46.97420904910985
0,39,17,0,48.4,33.44185842229529
0,43,5,0,55.3,53.63826207004415
0,30,107,0,46.1,37.384066406059034
0,43,5,0,54.5,46.22200432922102
0,30,107,0,50.7,46.96706572863473
0,26,17,0,73.2,62.828588866433805
0,33,107,0,43.25,32.47002666427835
0,26,5,0,51.0,50.68582278683998
0,26,17,0,65.75,55.83422361165049
0,26,5,0,53.3,46.50195242081098
0,33,107,0,61.8,47.552298079394426
0,35,17,0,58.6,40.06757450003418
0,34,107,0,47.7,36.98804927910749
0,41,5,0,59.75,43.045722325526334
0,35,17,0,60.95,52.02577802346994
0,34,107,0,58.0,45.259485775156335
0,41,5,0,83.35,70.34596835041717
0,32,17,0,59.15,48.579045731781584
0,34,107,0,74.5,52.45699993428202
0,32,17,0,37.25,29.746074486701954
0,35,5,0,41.05,31.799495196258103
0,35,5,0,40.25,36.1486332274199
0,34,107,0,46.55,41.36165908308398
0,42,17,0,57.9,43.87890033645832
0,39,5,0,42.8,24.85452410369292
0,34,107,0,47.55,49.82757110381022
0,42,17,0,47.9,39.29363146470698
0,39,5,0,52.4,40.50652968804439
0,34,107,0,67.7,49.967463097710414
0,31,17,0,59.0,46.55613476450259
0,31,17,0,37.05,44.365082286814136
0,41,5,0,66.8,52.69934584633456
0,35,107,0,68.5,70.4642499876057
0,40,17,0,50.75,38.52118350917283
0,41,5,0,62.55,59.10603762908258
0,35,107,0,50.0,45.05435313975892
0,40,17,0,48.65,50.189404417560816
0,39,5,0,61.35,51.63869927833092
0,46,107,0,47.7,38.485950956844384
0,37,17,0,55.25,42.49194970195748
0,46,107,0,54.65,53.188121942680716
0,37,17,0,55.75,47.223851021101176
0,39,5,0,71.75,67.89223271595871
0,41,107,0,32.95,32.91692094061239
0,33,17,0,44.15,55.52266014406806
0,38,5,0,49.65,52.05996036959892
0,41,107,0,69.6,40.890611456215204
0,33,17,0,58.05,44.52494865389042
0,38,5,0,61.0,47.98245293306382
0,29,107,0,48.8,39.76457031870933
0,27,17,0,64.9,44.20276247618825
0,37,5,0,58.25,40.524034453902196
0,29,107,0,62.15,35.3229834229038
0,37,5,0,39.5,36.12769749535374
0,27,17,0,59.2,41.93302931304178
0,42,107,0,60.85,45.028967284813916
0,47,17,0,45.05,42.64847131214855
0,39,5,0,66.4,56.58193872141254
0,47,17,0,31.75,27.655540988532863
0,42,107,0,66.0,48.57007959205902
0,42,17,0,40.85,31.613246723818996
0,38,107,0,46.95,33.38527094078276
0,39,5,0,69.5,80.28600192600923
0,42,17,0,43.85,43.4744631636599
0,38,107,0,57.9,51.0488929721714
0,45,5,0,49.95,53.81789469566497
0,38,107,0,35.8,24.62048783132925
1,19,17,0,71.65,43.03031367230365
0,45,5,0,50.55,43.76429089902791
