prolific_id,rt,block_type,fam_trial,background,deviant,block_id,exp
60f9de2d1846b79ba86bf597,6994,all_background,0,media/animal_stim/whitened/003_left_1.gif,media/animal_stim/whitened/003_left_2.gif,2,experiment048
601b5c79e845ac360826c9df,2297,all_background,0,media/animal_stim/whitened/003_left_1.gif,media/animal_stim/whitened/003_left_2.gif,1,experiment048
5b27c8c9051c6e00019d0c96,890,all_background,8,media/animal_stim/whitened/003_left_1.gif,media/animal_stim/whitened/003_right_2.gif,2,experiment048
60f9de2d1846b79ba86bf597,5853,deviant,8,media/animal_stim/whitened/004_right_2.gif,media/animal_stim/whitened/004_left_1.gif,3,experiment048
611ee79860a820fbf644fc01,12429,deviant,0,media/animal_stim/whitened/001_right_2.gif,media/animal_stim/whitened/001_left_1.gif,1,experiment048
5e9d6a2ca8d25e02952d0483,3119,all_background,0,media/animal_stim/whitened/002_right_2.gif,media/animal_stim/whitened/002_left_1.gif,1,experiment048
601b5c79e845ac360826c9df,1586,deviant,8,media/animal_stim/whitened/005_left_1.gif,media/animal_stim/whitened/005_left_2.gif,2,experiment048
5b27c8c9051c6e00019d0c96,9940,deviant,4,media/animal_stim/whitened/002_left_2.gif,media/animal_stim/whitened/002_right_1.gif,3,experiment048
601b5c79e845ac360826c9df,1038,deviant,0,media/animal_stim/whitened/004_left_1.gif,media/animal_stim/whitened/004_right_2.gif,3,experiment048
5b27c8c9051c6e00019d0c96,5010,deviant,0,media/animal_stim/whitened/006_right_1.gif,media/animal_stim/whitened/006_right_2.gif,4,experiment048
5db0c396ff30f700136bc805,8525,all_background,4,media/animal_stim/whitened/003_right_1.gif,media/animal_stim/whitened/003_left_2.gif,1,experiment048
611ee79860a820fbf644fc01,5233,all_background,4,media/animal_stim/whitened/006_right_1.gif,media/animal_stim/whitened/006_right_2.gif,2,experiment048
60f9de2d1846b79ba86bf597,3304,all_background,8,media/animal_stim/whitened/001_left_2.gif,media/animal_stim/whitened/001_right_1.gif,4,experiment048
601b5c79e845ac360826c9df,1137,deviant,4,media/animal_stim/whitened/006_left_2.gif,media/animal_stim/whitened/006_right_1.gif,4,experiment048
60f9de2d1846b79ba86bf597,2071,all_background,4,media/animal_stim/whitened/006_left_2.gif,media/animal_stim/whitened/006_right_1.gif,5,experiment048
601b5c79e845ac360826c9df,411,all_background,4,media/animal_stim/whitened/001_right_1.gif,media/animal_stim/whitened/001_left_2.gif,5,experiment048
5b27c8c9051c6e00019d0c96,9638,deviant,8,media/animal_stim/whitened/001_left_1.gif,media/animal_stim/whitened/001_left_2.gif,5,experiment048
5e9d6a2ca8d25e02952d0483,3644,deviant,0,media/animal_stim/whitened/003_left_1.gif,media/animal_stim/whitened/003_left_2.gif,2,experiment048
60f9de2d1846b79ba86bf597,2701,deviant,4,media/animal_stim/whitened/002_right_1.gif,media/animal_stim/whitened/002_right_2.gif,6,experiment048
5b27c8c9051c6e00019d0c96,12646,all_background,0,media/animal_stim/whitened/005_left_2.gif,media/animal_stim/whitened/005_right_1.gif,6,experiment048
601b5c79e845ac360826c9df,899,all_background,8,media/animal_stim/whitened/002_left_2.gif,media/animal_stim/whitened/002_left_1.gif,6,experiment048
5e9d6a2ca8d25e02952d0483,10997,deviant,4,media/animal_stim/whitened/004_right_2.gif,media/animal_stim/whitened/004_left_1.gif,3,experiment048
5db0c396ff30f700136bc805,958,all_background,8,media/animal_stim/whitened/004_left_1.gif,media/animal_stim/whitened/004_left_2.gif,2,experiment048
5db0c396ff30f700136bc805,2401,deviant,0,media/animal_stim/whitened/002_left_2.gif,media/animal_stim/whitened/002_right_1.gif,3,experiment048
5e9d6a2ca8d25e02952d0483,2957,all_background,8,media/animal_stim/whitened/001_right_2.gif,media/animal_stim/whitened/001_left_1.gif,4,experiment048
611ee79860a820fbf644fc01,6245,all_background,8,media/animal_stim/whitened/005_right_1.gif,media/animal_stim/whitened/005_left_2.gif,3,experiment048
5e9d6a2ca8d25e02952d0483,3033,all_background,4,media/animal_stim/whitened/006_left_2.gif,media/animal_stim/whitened/006_right_1.gif,5,experiment048
5e9d6a2ca8d25e02952d0483,2435,deviant,8,media/animal_stim/whitened/005_left_2.gif,media/animal_stim/whitened/005_left_1.gif,6,experiment048
64ea22d38f2b1143cdffa7e1,7801,all_background,8,media/animal_stim/whitened/005_left_1.gif,media/animal_stim/whitened/005_left_2.gif,1,experiment048
64ea22d38f2b1143cdffa7e1,7339,all_background,4,media/animal_stim/whitened/002_right_1.gif,media/animal_stim/whitened/002_right_2.gif,2,experiment048
60d78cd9ff61ba5de66359ea,3182,all_background,2,media/animal_stim/whitened/001_right_1.gif,media/animal_stim/whitened/001_right_2.gif,1,experiment256
60d78cd9ff61ba5de66359ea,2650,deviant,5,media/animal_stim/whitened/003_left_2.gif,media/animal_stim/whitened/003_left_1.gif,2,experiment256
60d78cd9ff61ba5de66359ea,3001,deviant,2,media/animal_stim/whitened/002_left_1.gif,media/animal_stim/whitened/002_left_2.gif,3,experiment256
5f0a79cdff3278354b2016b7,7033,all_background,5,media/animal_stim/whitened/006_right_1.gif,media/animal_stim/whitened/006_left_2.gif,1,experiment256
60d78cd9ff61ba5de66359ea,2705,all_background,6,media/animal_stim/whitened/004_left_2.gif,media/animal_stim/whitened/004_right_1.gif,4,experiment256
60d78cd9ff61ba5de66359ea,749,all_background,5,media/animal_stim/whitened/006_right_2.gif,media/animal_stim/whitened/006_left_1.gif,5,experiment256
5f0a79cdff3278354b2016b7,11226,deviant,6,media/animal_stim/whitened/002_right_1.gif,media/animal_stim/whitened/002_right_2.gif,2,experiment256
5c534e802a52960001fe264f,2197,all_background,5,media/animal_stim/whitened/005_right_2.gif,media/animal_stim/whitened/005_right_1.gif,1,experiment256
5c534e802a52960001fe264f,1363,deviant,5,media/animal_stim/whitened/006_left_2.gif,media/animal_stim/whitened/006_right_1.gif,2,experiment256
5e799af10b2d8255586ad5b2,2590,deviant,6,media/animal_stim/whitened/002_right_2.gif,media/animal_stim/whitened/002_right_1.gif,1,experiment256
5e799af10b2d8255586ad5b2,1995,all_background,2,media/animal_stim/whitened/005_right_2.gif,media/animal_stim/whitened/005_left_1.gif,2,experiment256
5c534e802a52960001fe264f,3218,deviant,2,media/animal_stim/whitened/003_left_2.gif,media/animal_stim/whitened/003_left_1.gif,3,experiment256
5f0a79cdff3278354b2016b7,7001,all_background,6,media/animal_stim/whitened/005_left_1.gif,media/animal_stim/whitened/005_left_2.gif,3,experiment256
5e799af10b2d8255586ad5b2,2582,deviant,2,media/animal_stim/whitened/004_right_1.gif,media/animal_stim/whitened/004_left_2.gif,3,experiment256
5c534e802a52960001fe264f,2809,all_background,6,media/animal_stim/whitened/002_left_2.gif,media/animal_stim/whitened/002_right_1.gif,4,experiment256
5f0a79cdff3278354b2016b7,11532,deviant,5,media/animal_stim/whitened/001_right_2.gif,media/animal_stim/whitened/001_left_1.gif,4,experiment256
5e799af10b2d8255586ad5b2,1859,all_background,6,media/animal_stim/whitened/001_left_2.gif,media/animal_stim/whitened/001_right_1.gif,4,experiment256
5c534e802a52960001fe264f,4059,all_background,2,media/animal_stim/whitened/004_left_2.gif,media/animal_stim/whitened/004_right_1.gif,5,experiment256
60e29fd816e994eee392af1c,3214,deviant,5,media/animal_stim/whitened/002_right_1.gif,media/animal_stim/whitened/002_right_2.gif,1,experiment256
612fc0a32604f3804ac8630f,5268,deviant,6,media/animal_stim/whitened/001_right_1.gif,media/animal_stim/whitened/001_right_2.gif,1,experiment256
5c534e802a52960001fe264f,4181,deviant,6,media/animal_stim/whitened/001_right_2.gif,media/animal_stim/whitened/001_left_1.gif,6,experiment256
613b7bdc3a329ab20c067d1a,4214,all_background,6,media/animal_stim/whitened/001_right_1.gif,media/animal_stim/whitened/001_right_2.gif,1,experiment256
60e29fd816e994eee392af1c,599,deviant,2,media/animal_stim/whitened/003_right_1.gif,media/animal_stim/whitened/003_right_2.gif,2,experiment256
612fc0a32604f3804ac8630f,4156,all_background,5,media/animal_stim/whitened/006_right_1.gif,media/animal_stim/whitened/006_right_2.gif,2,experiment256
60e29fd816e994eee392af1c,2014,all_background,5,media/animal_stim/whitened/005_left_2.gif,media/animal_stim/whitened/005_left_1.gif,3,experiment256
613b7bdc3a329ab20c067d1a,10527,deviant,5,media/animal_stim/whitened/004_right_1.gif,media/animal_stim/whitened/004_right_2.gif,2,experiment256
612fc0a32604f3804ac8630f,1347,all_background,6,media/animal_stim/whitened/002_right_1.gif,media/animal_stim/whitened/002_right_2.gif,3,experiment256
60e29fd816e994eee392af1c,1014,deviant,6,media/animal_stim/whitened/001_right_2.gif,media/animal_stim/whitened/001_right_1.gif,4,experiment256
612fc0a32604f3804ac8630f,7503,deviant,5,media/animal_stim/whitened/004_left_2.gif,media/animal_stim/whitened/004_right_1.gif,4,experiment256
613b7bdc3a329ab20c067d1a,11249,deviant,6,media/animal_stim/whitened/005_right_2.gif,media/animal_stim/whitened/005_left_1.gif,3,experiment256
612fc0a32604f3804ac8630f,8892,deviant,2,media/animal_stim/whitened/003_left_1.gif,media/animal_stim/whitened/003_right_2.gif,5,experiment256
60e29fd816e994eee392af1c,452,all_background,6,media/animal_stim/whitened/006_left_1.gif,media/animal_stim/whitened/006_right_2.gif,5,experiment256
613b7bdc3a329ab20c067d1a,7161,deviant,2,media/animal_stim/whitened/006_right_2.gif,media/animal_stim/whitened/006_right_1.gif,4,experiment256
60e29fd816e994eee392af1c,720,all_background,2,media/animal_stim/whitened/004_right_2.gif,media/animal_stim/whitened/004_left_1.gif,6,experiment256
612fc0a32604f3804ac8630f,2232,all_background,2,media/animal_stim/whitened/005_right_2.gif,media/animal_stim/whitened/005_left_1.gif,6,experiment256
5b94bd5e24fca300016a9425,5573,all_background,6,media/animal_stim/whitened/006_left_2.gif,media/animal_stim/whitened/006_right_1.gif,1,experiment256
613b7bdc3a329ab20c067d1a,2887,all_background,2,media/animal_stim/whitened/003_right_2.gif,media/animal_stim/whitened/003_right_1.gif,5,experiment256
5b94bd5e24fca300016a9425,11088,deviant,6,media/animal_stim/whitened/004_left_2.gif,media/animal_stim/whitened/004_left_1.gif,2,experiment256
5b94bd5e24fca300016a9425,4491,all_background,2,media/animal_stim/whitened/003_right_1.gif,media/animal_stim/whitened/003_right_2.gif,3,experiment256
5b94bd5e24fca300016a9425,7147,all_background,5,media/animal_stim/whitened/002_right_1.gif,media/animal_stim/whitened/002_right_2.gif,4,experiment256
5e7a083fa67e4003adb26881,6587,deviant,5,media/animal_stim/whitened/002_left_2.gif,media/animal_stim/whitened/002_left_1.gif,1,experiment256
5b94bd5e24fca300016a9425,7643,deviant,2,media/animal_stim/whitened/005_right_2.gif,media/animal_stim/whitened/005_right_1.gif,5,experiment256
5e7a083fa67e4003adb26881,1206,all_background,6,media/animal_stim/whitened/004_left_2.gif,media/animal_stim/whitened/004_left_1.gif,2,experiment256
5b94bd5e24fca300016a9425,11021,deviant,5,media/animal_stim/whitened/001_left_2.gif,media/animal_stim/whitened/001_left_1.gif,6,experiment256
5e7a083fa67e4003adb26881,7955,deviant,6,media/animal_stim/whitened/003_right_1.gif,media/animal_stim/whitened/003_left_2.gif,3,experiment256
5e7a083fa67e4003adb26881,2811,all_background,5,media/animal_stim/whitened/005_right_1.gif,media/animal_stim/whitened/005_right_2.gif,4,experiment256
5e7a083fa67e4003adb26881,929,all_background,2,media/animal_stim/whitened/001_left_1.gif,media/animal_stim/whitened/001_right_2.gif,5,experiment256
5e7a083fa67e4003adb26881,10157,deviant,2,media/animal_stim/whitened/006_left_1.gif,media/animal_stim/whitened/006_left_2.gif,6,experiment256
6037a1d75ddb2f02613d39a2,8926,deviant,2,media/animal_stim/whitened/005_left_1.gif,media/animal_stim/whitened/005_left_2.gif,1,experiment256
6037a1d75ddb2f02613d39a2,12516,all_background,2,media/animal_stim/whitened/002_left_2.gif,media/animal_stim/whitened/002_left_1.gif,2,experiment256
611bc22b3ed5adb17c5852fa,7367,deviant,6,media/animal_stim/whitened/005_right_2.gif,media/animal_stim/whitened/005_right_1.gif,1,experiment256
611bc22b3ed5adb17c5852fa,9018,deviant,5,media/animal_stim/whitened/006_left_2.gif,media/animal_stim/whitened/006_right_1.gif,2,experiment256
5cfe250ac108a70017272454,747,all_background,6,media/animal_stim/whitened/003_right_2.gif,media/animal_stim/whitened/003_left_1.gif,1,experiment256
6037a1d75ddb2f02613d39a2,8254,all_background,5,media/animal_stim/whitened/003_right_2.gif,media/animal_stim/whitened/003_left_1.gif,3,experiment256
60daa04078dbac52c1547920,1643,all_background,2,media/animal_stim/whitened/005_right_1.gif,media/animal_stim/whitened/005_left_2.gif,1,experiment256
5cfe250ac108a70017272454,1737,deviant,2,media/animal_stim/whitened/004_right_2.gif,media/animal_stim/whitened/004_left_1.gif,2,experiment256
611bc22b3ed5adb17c5852fa,8726,deviant,2,media/animal_stim/whitened/003_right_2.gif,media/animal_stim/whitened/003_right_1.gif,3,experiment256
6037a1d75ddb2f02613d39a2,8084,deviant,6,media/animal_stim/whitened/006_left_2.gif,media/animal_stim/whitened/006_left_1.gif,4,experiment256
5cfe250ac108a70017272454,1163,all_background,5,media/animal_stim/whitened/006_left_2.gif,media/animal_stim/whitened/006_right_1.gif,3,experiment256
5ec5a55832a7515e8324a8a8,132,all_background,5,media/animal_stim/whitened/005_right_1.gif,media/animal_stim/whitened/005_left_2.gif,1,experiment256
611bc22b3ed5adb17c5852fa,9381,all_background,2,media/animal_stim/whitened/001_left_2.gif,media/animal_stim/whitened/001_right_1.gif,4,experiment256
60daa04078dbac52c1547920,4948,deviant,6,media/animal_stim/whitened/006_left_2.gif,media/animal_stim/whitened/006_right_1.gif,2,experiment256
5ec5a55832a7515e8324a8a8,193,all_background,2,media/animal_stim/whitened/006_left_2.gif,media/animal_stim/whitened/006_right_1.gif,2,experiment256
5cfe250ac108a70017272454,685,deviant,5,media/animal_stim/whitened/001_left_2.gif,media/animal_stim/whitened/001_right_1.gif,4,experiment256
60daa04078dbac52c1547920,1354,all_background,6,media/animal_stim/whitened/004_right_1.gif,media/animal_stim/whitened/004_right_2.gif,3,experiment256
5cfe250ac108a70017272454,655,deviant,6,media/animal_stim/whitened/005_left_1.gif,media/animal_stim/whitened/005_right_2.gif,5,experiment256
5ec5a55832a7515e8324a8a8,123,deviant,6,media/animal_stim/whitened/003_left_1.gif,media/animal_stim/whitened/003_left_2.gif,3,experiment256
60daa04078dbac52c1547920,6129,deviant,2,media/animal_stim/whitened/001_left_1.gif,media/animal_stim/whitened/001_right_2.gif,4,experiment256
5cfe250ac108a70017272454,597,all_background,2,media/animal_stim/whitened/002_left_1.gif,media/animal_stim/whitened/002_right_2.gif,6,experiment256
60daa04078dbac52c1547920,1294,all_background,5,media/animal_stim/whitened/003_left_2.gif,media/animal_stim/whitened/003_right_1.gif,5,experiment256
60daa04078dbac52c1547920,1116,deviant,5,media/animal_stim/whitened/002_right_2.gif,media/animal_stim/whitened/002_right_1.gif,6,experiment256
60415858380a051122571d55,5931,all_background,6,media/animal_stim/whitened/005_right_1.gif,media/animal_stim/whitened/005_right_2.gif,1,experiment256
60415858380a051122571d55,5728,all_background,5,media/animal_stim/whitened/004_right_2.gif,media/animal_stim/whitened/004_left_1.gif,2,experiment256
60415858380a051122571d55,8018,all_background,2,media/animal_stim/whitened/006_left_2.gif,media/animal_stim/whitened/006_right_1.gif,3,experiment256
60415858380a051122571d55,8483,deviant,5,media/animal_stim/whitened/002_right_1.gif,media/animal_stim/whitened/002_right_2.gif,4,experiment256
60415858380a051122571d55,8491,deviant,6,media/animal_stim/whitened/003_left_1.gif,media/animal_stim/whitened/003_left_2.gif,5,experiment256
6393dd9ff9e5c1cc22c57636,924,all_background,6,media/animal_stim/whitened/006_left_1.gif,media/animal_stim/whitened/006_right_2.gif,1,experiment256
60415858380a051122571d55,5581,deviant,2,media/animal_stim/whitened/001_left_2.gif,media/animal_stim/whitened/001_right_1.gif,6,experiment256
6393dd9ff9e5c1cc22c57636,362,all_background,5,media/animal_stim/whitened/003_left_2.gif,media/animal_stim/whitened/003_right_1.gif,2,experiment256
6393dd9ff9e5c1cc22c57636,254,all_background,2,media/animal_stim/whitened/002_right_2.gif,media/animal_stim/whitened/002_left_1.gif,3,experiment256
6393dd9ff9e5c1cc22c57636,2542,deviant,2,media/animal_stim/whitened/005_left_2.gif,media/animal_stim/whitened/005_left_1.gif,4,experiment256
6393dd9ff9e5c1cc22c57636,4787,deviant,5,media/animal_stim/whitened/004_right_2.gif,media/animal_stim/whitened/004_left_1.gif,5,experiment256
6393dd9ff9e5c1cc22c57636,313,deviant,6,media/animal_stim/whitened/001_left_2.gif,media/animal_stim/whitened/001_left_1.gif,6,experiment256
648b962b8fdb1fa686213ac1,1940,all_background,6,media/animal_stim/whitened/005_right_2.gif,media/animal_stim/whitened/005_right_1.gif,1,experiment256
648b962b8fdb1fa686213ac1,2636,all_background,2,media/animal_stim/whitened/006_right_2.gif,media/animal_stim/whitened/006_right_1.gif,2,experiment256
648b962b8fdb1fa686213ac1,1105,all_background,5,media/animal_stim/whitened/003_right_2.gif,media/animal_stim/whitened/003_right_1.gif,3,experiment256
648b962b8fdb1fa686213ac1,5761,deviant,6,media/animal_stim/whitened/002_right_2.gif,media/animal_stim/whitened/002_left_1.gif,4,experiment256
648b962b8fdb1fa686213ac1,3126,deviant,5,media/animal_stim/whitened/004_left_1.gif,media/animal_stim/whitened/004_left_2.gif,5,experiment256
648b962b8fdb1fa686213ac1,1299,deviant,2,media/animal_stim/whitened/001_right_1.gif,media/animal_stim/whitened/001_right_2.gif,6,experiment256
60e87324309700b7d549d491,5885,deviant,3,media/animal_stim/whitened/003_right_1.gif,media/animal_stim/whitened/003_right_2.gif,1,experiment139
60e87324309700b7d549d491,1999,deviant,1,media/animal_stim/whitened/002_right_1.gif,media/animal_stim/whitened/002_left_2.gif,2,experiment139
60e87324309700b7d549d491,1310,all_background,3,media/animal_stim/whitened/004_right_1.gif,media/animal_stim/whitened/004_right_2.gif,3,experiment139
6512036d9b192b4d68403c39,33,all_background,3,media/animal_stim/whitened/006_right_1.gif,media/animal_stim/whitened/006_left_2.gif,1,experiment139
60e87324309700b7d549d491,4484,all_background,9,media/animal_stim/whitened/005_left_1.gif,media/animal_stim/whitened/005_left_2.gif,4,experiment139
6512036d9b192b4d68403c39,4830,deviant,1,media/animal_stim/whitened/002_left_2.gif,media/animal_stim/whitened/002_left_1.gif,2,experiment139
60e87324309700b7d549d491,2074,all_background,1,media/animal_stim/whitened/006_left_2.gif,media/animal_stim/whitened/006_left_1.gif,5,experiment139
6512036d9b192b4d68403c39,219,deviant,3,media/animal_stim/whitened/005_right_1.gif,media/animal_stim/whitened/005_right_2.gif,3,experiment139
6512036d9b192b4d68403c39,718,all_background,1,media/animal_stim/whitened/003_left_2.gif,media/animal_stim/whitened/003_right_1.gif,4,experiment139
60e87324309700b7d549d491,3035,deviant,9,media/animal_stim/whitened/001_right_1.gif,media/animal_stim/whitened/001_right_2.gif,6,experiment139
6512036d9b192b4d68403c39,366,all_background,9,media/animal_stim/whitened/004_right_2.gif,media/animal_stim/whitened/004_left_1.gif,5,experiment139
5f2df57e756b8414ea47017f,1876,all_background,3,media/animal_stim/whitened/002_left_2.gif,media/animal_stim/whitened/002_right_1.gif,1,experiment139
5f2df57e756b8414ea47017f,3652,all_background,1,media/animal_stim/whitened/005_left_2.gif,media/animal_stim/whitened/005_left_1.gif,2,experiment139
6512036d9b192b4d68403c39,699,deviant,9,media/animal_stim/whitened/001_left_2.gif,media/animal_stim/whitened/001_right_1.gif,6,experiment139
5f3eb402c130cd1279a72530,6515,deviant,1,media/animal_stim/whitened/005_right_1.gif,media/animal_stim/whitened/005_right_2.gif,1,experiment139
5f0af097e7d15b3bf7734642,5685,all_background,1,media/animal_stim/whitened/006_right_1.gif,media/animal_stim/whitened/006_left_2.gif,1,experiment139
5f3eb402c130cd1279a72530,5328,all_background,1,media/animal_stim/whitened/001_left_2.gif,media/animal_stim/whitened/001_left_1.gif,2,experiment139
5f3eb402c130cd1279a72530,499,all_background,3,media/animal_stim/whitened/003_left_2.gif,media/animal_stim/whitened/003_right_1.gif,3,experiment139
5d2faa74f821ee0019317da6,3093,all_background,1,media/animal_stim/whitened/002_left_2.gif,media/animal_stim/whitened/002_right_1.gif,1,experiment139
5f0af097e7d15b3bf7734642,2523,all_background,3,media/animal_stim/whitened/002_right_1.gif,media/animal_stim/whitened/002_left_2.gif,2,experiment139
5f2df57e756b8414ea47017f,2979,deviant,1,media/animal_stim/whitened/003_right_2.gif,media/animal_stim/whitened/003_left_1.gif,4,experiment139
5f3eb402c130cd1279a72530,350,all_background,9,media/animal_stim/whitened/002_left_2.gif,media/animal_stim/whitened/002_right_1.gif,4,experiment139
5d2faa74f821ee0019317da6,8561,deviant,1,media/animal_stim/whitened/004_right_1.gif,media/animal_stim/whitened/004_right_2.gif,2,experiment139
5f2df57e756b8414ea47017f,1151,all_background,9,media/animal_stim/whitened/001_right_2.gif,media/animal_stim/whitened/001_left_1.gif,5,experiment139
5f3eb402c130cd1279a72530,7753,deviant,3,media/animal_stim/whitened/006_left_1.gif,media/animal_stim/whitened/006_right_2.gif,5,experiment139
5f0af097e7d15b3bf7734642,3210,all_background,9,media/animal_stim/whitened/003_left_1.gif,media/animal_stim/whitened/003_left_2.gif,3,experiment139
5d2faa74f821ee0019317da6,839,deviant,9,media/animal_stim/whitened/003_right_2.gif,media/animal_stim/whitened/003_right_1.gif,3,experiment139
5f3eb402c130cd1279a72530,3773,deviant,9,media/animal_stim/whitened/004_left_1.gif,media/animal_stim/whitened/004_left_2.gif,6,experiment139
5d2faa74f821ee0019317da6,4738,deviant,3,media/animal_stim/whitened/005_left_2.gif,media/animal_stim/whitened/005_left_1.gif,4,experiment139
6140bb0595c4f5df0b508bb2,5099,deviant,3,media/animal_stim/whitened/006_right_1.gif,media/animal_stim/whitened/006_right_2.gif,1,experiment139
6140bb0595c4f5df0b508bb2,1006,all_background,3,media/animal_stim/whitened/002_right_1.gif,media/animal_stim/whitened/002_right_2.gif,2,experiment139
5cd1bdedf2156c00013b0152,1986,all_background,9,media/animal_stim/whitened/004_left_1.gif,media/animal_stim/whitened/004_right_2.gif,1,experiment139
5d2faa74f821ee0019317da6,140,all_background,9,media/animal_stim/whitened/006_right_1.gif,media/animal_stim/whitened/006_right_2.gif,5,experiment139
5cd1bdedf2156c00013b0152,5044,all_background,1,media/animal_stim/whitened/005_right_2.gif,media/animal_stim/whitened/005_right_1.gif,2,experiment139
5d2faa74f821ee0019317da6,4262,all_background,3,media/animal_stim/whitened/001_right_2.gif,media/animal_stim/whitened/001_left_1.gif,6,experiment139
5cd1bdedf2156c00013b0152,860,all_background,3,media/animal_stim/whitened/001_left_1.gif,media/animal_stim/whitened/001_left_2.gif,3,experiment139
6140bb0595c4f5df0b508bb2,1229,all_background,9,media/animal_stim/whitened/004_right_2.gif,media/animal_stim/whitened/004_right_1.gif,3,experiment139
5ddc44c3cf08aaba9231385d,7181,deviant,1,media/animal_stim/whitened/002_left_2.gif,media/animal_stim/whitened/002_right_1.gif,1,experiment139
60e6044786250bdf46b10076,5552,deviant,1,media/animal_stim/whitened/003_left_1.gif,media/animal_stim/whitened/003_right_2.gif,2,experiment139
5ddc44c3cf08aaba9231385d,3306,all_background,1,media/animal_stim/whitened/004_right_2.gif,media/animal_stim/whitened/004_right_1.gif,2,experiment139
5f1c5d097881234e5034cb12,7744,all_background,3,media/animal_stim/whitened/006_right_2.gif,media/animal_stim/whitened/006_left_1.gif,1,experiment139
60e6044786250bdf46b10076,1501,all_background,3,media/animal_stim/whitened/006_right_2.gif,media/animal_stim/whitened/006_left_1.gif,3,experiment139
6140bb0595c4f5df0b508bb2,845,deviant,9,media/animal_stim/whitened/003_left_1.gif,media/animal_stim/whitened/003_right_2.gif,4,experiment139
60e6044786250bdf46b10076,1944,all_background,1,media/animal_stim/whitened/002_right_1.gif,media/animal_stim/whitened/002_left_2.gif,4,experiment139
6140bb0595c4f5df0b508bb2,561,deviant,1,media/animal_stim/whitened/001_right_1.gif,media/animal_stim/whitened/001_right_2.gif,5,experiment139
5ddc44c3cf08aaba9231385d,6592,deviant,3,media/animal_stim/whitened/001_left_1.gif,media/animal_stim/whitened/001_right_2.gif,3,experiment139
5f1c5d097881234e5034cb12,6443,deviant,1,media/animal_stim/whitened/002_right_2.gif,media/animal_stim/whitened/002_left_1.gif,2,experiment139
6140bb0595c4f5df0b508bb2,1249,all_background,1,media/animal_stim/whitened/005_right_2.gif,media/animal_stim/whitened/005_left_1.gif,6,experiment139
60e6044786250bdf46b10076,5187,deviant,3,media/animal_stim/whitened/005_right_1.gif,media/animal_stim/whitened/005_left_2.gif,5,experiment139
