trial_id,stim_id,param_id,index,sample_n_mean,sample_n_std
0,174,144,0,57.0,54.608655569954244
0,174,144,1,30.1,33.81980111367335
0,174,144,0,36.0,32.008222627779155
0,174,144,1,10.5,13.531639337415653
0,83,144,0,34.25,30.412731059974142
0,83,144,1,19.8,27.31608355992183
0,83,144,0,25.25,32.21126805131527
0,83,144,1,7.5,6.700353486354675
0,37,144,0,33.3,34.829056230319196
0,37,144,1,14.7,14.775869375081578
0,37,144,0,39.55,52.5552090662762
0,37,144,1,15.45,22.331179524319094
0,160,144,0,29.7,30.230866066950426
0,160,144,1,6.35,6.643358377079758
0,160,144,0,30.65,34.67180714249425
0,160,144,1,12.3,17.372391890583174
0,103,144,0,32.8,34.48050555252772
0,103,144,1,18.7,31.330328336680584
0,103,144,0,37.7,55.36776565551666
0,103,144,1,6.8,8.256416962135061
0,83,144,0,20.8,32.96345664041031
0,83,144,1,22.4,32.830345397929776
0,83,144,0,40.1,44.33116997755583
0,83,144,1,24.75,36.98488311388003
0,146,144,0,24.6,32.28882811519538
0,146,144,1,13.5,18.91949704461122
0,146,144,0,48.35,52.70001997402997
0,146,144,1,16.7,31.779006642088337
0,60,144,0,36.9,47.62230790844051
0,60,144,1,8.35,8.047719520068043
0,60,144,0,34.95,42.26542072987898
0,60,144,1,13.1,18.603621605539747
0,316,144,0,26.05,31.089810481723333
0,316,144,1,15.4,26.27065603332076
0,316,144,0,24.25,31.075248231214164
0,316,144,1,16.45,32.51797074007896
0,127,144,0,54.55,65.80471507662493
0,127,144,1,7.05,11.500457656797378
0,127,144,0,38.35,29.603120390291718
0,127,144,1,9.95,14.50036297186348
0,48,144,0,27.0,30.202823151417306
0,48,144,1,9.75,9.255865849912636
0,48,144,0,27.4,39.23666384230041
0,48,144,1,7.0,12.789798566373946
0,118,144,0,25.8,31.981244503614924
0,118,144,1,16.5,16.941074346097416
0,118,144,0,41.2,47.201248868402224
0,118,144,1,11.0,11.466197460820492
0,197,144,0,34.15,40.62832172654674
0,197,144,1,19.15,35.533934855512264
0,197,144,0,38.6,45.516220359224405
0,197,144,1,17.4,37.25361162286642
