trial_id,stim_id,param_id,index,sample_n_mean,sample_n_std
0,10,144,0,28.95,29.11587557547112
0,10,144,1,16.75,17.210385481477534
0,10,144,0,25.1,30.626613813548023
0,10,144,1,15.55,18.311558041159053
0,55,144,0,25.25,25.227126168805718
0,55,144,1,17.35,23.065752694599432
0,55,144,0,32.75,32.555822504543926
0,55,144,1,19.6,17.18138527593162
0,100,144,0,31.95,32.09275209205507
0,100,144,1,16.4,20.732379963413955
0,100,144,0,39.25,30.678082352749907
0,100,144,1,20.9,24.544052768762324
0,57,144,0,23.4,24.18002655520722
0,57,144,1,17.2,20.55954126049765
0,57,144,0,34.9,42.38656688895173
0,57,144,1,7.95,8.947066558375433
0,298,144,0,31.05,42.87862306312405
0,298,144,1,9.95,12.943094074081603
0,298,144,0,28.65,35.55614537156988
0,298,144,1,24.8,27.770866976592195
0,160,144,0,28.7,29.060916057572292
0,160,144,1,14.3,12.222068047937759
0,160,144,0,28.0,27.351512995772183
0,160,144,1,20.75,24.812719573468343
0,108,144,0,43.35,39.485207090090945
0,108,144,1,21.4,27.96877958687056
0,108,144,0,41.75,39.989307781482104
0,108,144,1,18.4,30.65152181334043
0,111,144,0,45.9,31.183497660073183
0,111,144,1,21.0,29.63994459828617
0,111,144,0,36.1,52.2563519181111
0,111,144,1,12.45,16.39471994592354
0,46,144,0,44.45,48.01367677958788
0,46,144,1,16.6,15.222559436227328
0,46,144,0,29.75,29.287818556346487
0,46,144,1,13.8,17.197307010722717
0,55,144,0,42.0,37.843166663981684
0,55,144,1,11.3,13.936321345017092
0,55,144,0,36.65,32.053039924803585
0,55,144,1,14.95,18.285671698728603
0,48,144,0,25.1,31.452386738989258
0,48,144,1,17.15,31.56492890602013
0,48,144,0,34.05,25.4733606982502
0,48,144,1,23.65,20.828308165874432
0,187,144,0,30.25,31.504176832520745
0,187,144,1,11.95,15.638935890573682
0,187,144,0,40.95,46.718051284160744
0,187,144,1,17.05,17.04012293012243
0,116,144,0,19.85,24.71793510367469
0,116,144,1,17.05,32.505019855238885
0,116,144,0,30.45,35.351580028710394
0,116,144,1,19.05,25.140604606890424
0,134,144,0,19.75,17.262295389236716
0,134,144,1,23.35,26.450101979705906
0,134,144,0,34.7,32.91152413749067
0,134,144,1,22.25,28.074852954575782
0,132,144,0,36.3,38.88728651669564
0,132,144,1,14.35,16.089470240861843
0,132,144,0,22.45,15.503734694378776
0,132,144,1,17.15,31.53156313417098
0,12,144,0,28.25,24.352401805247272
0,12,144,1,21.05,23.250297111853726
0,12,144,0,30.8,30.62609826172511
0,12,144,1,8.75,6.281761402328926
0,23,144,0,40.85,35.63746550146939
0,23,144,1,29.9,29.253699721033932
0,23,144,0,36.75,42.47212708291602
0,23,144,1,14.0,12.238850995261384
0,18,144,0,51.4,50.643646663411005
0,18,144,1,13.85,15.99103367186552
0,18,144,0,42.0,42.79817999081639
0,18,144,1,6.7,6.182317739454916
0,187,144,0,35.5,31.73658025553146
0,187,144,1,23.1,31.09052995096061
0,187,144,0,47.5,27.622454633866266
0,187,144,1,23.95,31.36285936212483
0,10,144,0,32.25,32.74763952923694
0,10,144,1,22.9,28.324993612671737
0,10,144,0,18.05,22.02026578547947
0,10,144,1,15.45,28.990878783361826
1,734,144,0,50.6,45.09101906144947
1,734,144,1,30.4,35.19479626607499
1,734,144,0,22.75,19.308779023242796
1,734,144,1,34.1,35.84895212444923
1,329,144,0,26.15,22.179352655353274
1,329,144,1,20.8,21.862248162914128
1,329,144,0,41.6,39.54797220165856
1,329,144,1,44.05,63.77218912083196
1,758,144,0,30.6,24.938661594104506
1,758,144,1,24.8,27.87302034509168
1,758,144,0,27.6,26.642664636769506
1,758,144,1,27.4,34.638585117573264
1,362,144,0,34.95,42.289074114642005
1,362,144,1,37.75,47.14465421500757
